Record Type,ResourceID,Keeper,Object Identifier,Object Identifier Type,order,card
Objecten archief Grossmann,5793d084-6d19-50ab-ab38-f08121b1073b,Rubenianum,https://data.rubenianum.be//ark:/86530/5793d084-6d19-50ab-ab38-f08121b1073b,object identifier,0,AA
Objecten archief Grossmann,442f8d59-3201-577b-ae69-8f1998987cb8,Rubenianum,https://data.rubenianum.be//ark:/86530/442f8d59-3201-577b-ae69-8f1998987cb8,object identifier,0,AA
Objecten archief Grossmann,335a3943-18f6-5c3c-9111-97cc5575385c,Rubenianum,https://data.rubenianum.be//ark:/86530/335a3943-18f6-5c3c-9111-97cc5575385c,object identifier,0,AA
Objecten archief Grossmann,95177e93-fd68-5449-a662-c5cf3ebbef2c,Rubenianum,https://data.rubenianum.be//ark:/86530/95177e93-fd68-5449-a662-c5cf3ebbef2c,object identifier,0,AA
Objecten archief Grossmann,50e75d0f-818c-5fd5-bf79-a0f9239d9c86,Rubenianum,https://data.rubenianum.be//ark:/86530/50e75d0f-818c-5fd5-bf79-a0f9239d9c86,object identifier,0,AA
Objecten archief Grossmann,2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,Rubenianum,https://data.rubenianum.be//ark:/86530/2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,object identifier,0,AA
Objecten archief Grossmann,facb367c-ddb7-5741-b6df-cfc80a08be6d,Rubenianum,https://data.rubenianum.be//ark:/86530/facb367c-ddb7-5741-b6df-cfc80a08be6d,object identifier,0,AA
Objecten archief Grossmann,dc371fd6-36b1-5690-be18-81dccbaa9287,Rubenianum,https://data.rubenianum.be//ark:/86530/dc371fd6-36b1-5690-be18-81dccbaa9287,object identifier,0,AA
Objecten archief Grossmann,f09d1fb6-af76-596a-b722-0c1f52f567b0,Rubenianum,https://data.rubenianum.be//ark:/86530/f09d1fb6-af76-596a-b722-0c1f52f567b0,object identifier,0,AA
Objecten archief Grossmann,59674641-00a1-515f-9cec-26a121fc9497,Rubenianum,https://data.rubenianum.be//ark:/86530/59674641-00a1-515f-9cec-26a121fc9497,object identifier,0,AA
Objecten archief Grossmann,0ba17f58-abe3-5f39-9ded-a3ada2b01f2f,Rubenianum,https://data.rubenianum.be//ark:/86530/0ba17f58-abe3-5f39-9ded-a3ada2b01f2f,object identifier,0,AA
Objecten archief Grossmann,cad2fbb7-1db2-510b-8c2d-3d6acee73863,Rubenianum,https://data.rubenianum.be//ark:/86530/cad2fbb7-1db2-510b-8c2d-3d6acee73863,object identifier,0,AA
Objecten archief Grossmann,b5ba90dd-edf5-5023-8135-90d87cd5b893,Rubenianum,https://data.rubenianum.be//ark:/86530/b5ba90dd-edf5-5023-8135-90d87cd5b893,object identifier,0,AA
Objecten archief Grossmann,87f951f5-1aae-580d-ac42-3c651954e77d,Rubenianum,https://data.rubenianum.be//ark:/86530/87f951f5-1aae-580d-ac42-3c651954e77d,object identifier,0,AA
Objecten archief Grossmann,ada53b8a-b489-5062-b96e-835cfd2a30a1,Rubenianum,https://data.rubenianum.be//ark:/86530/ada53b8a-b489-5062-b96e-835cfd2a30a1,object identifier,0,AA
Objecten archief Grossmann,0a29270b-6c2e-5b0b-a9c6-5f039e0f246a,Rubenianum,https://data.rubenianum.be//ark:/86530/0a29270b-6c2e-5b0b-a9c6-5f039e0f246a,object identifier,0,AA
Objecten archief Grossmann,d1c55ff5-5d43-5120-a147-eaf4e225e483,Rubenianum,https://data.rubenianum.be//ark:/86530/d1c55ff5-5d43-5120-a147-eaf4e225e483,object identifier,0,AA
Objecten archief Grossmann,0faebee2-98b4-5dd3-97bf-77e6461137b6,Rubenianum,https://data.rubenianum.be//ark:/86530/0faebee2-98b4-5dd3-97bf-77e6461137b6,object identifier,0,AA
Objecten archief Grossmann,b0ef7482-bf07-5329-ba5b-d5825210cdae,Rubenianum,https://data.rubenianum.be//ark:/86530/b0ef7482-bf07-5329-ba5b-d5825210cdae,object identifier,0,AA
Objecten archief Grossmann,d89e63c3-5c0d-58f8-81b0-9f1ccb032ec9,Rubenianum,https://data.rubenianum.be//ark:/86530/d89e63c3-5c0d-58f8-81b0-9f1ccb032ec9,object identifier,0,AA
Objecten archief Grossmann,e51571ea-7877-5f44-a5db-13a3ea7aedce,Rubenianum,https://data.rubenianum.be//ark:/86530/e51571ea-7877-5f44-a5db-13a3ea7aedce,object identifier,0,AA
Objecten archief Grossmann,e2194f36-da74-5034-9cea-80f1e2c5248a,Rubenianum,https://data.rubenianum.be//ark:/86530/e2194f36-da74-5034-9cea-80f1e2c5248a,object identifier,0,AA
Objecten archief Grossmann,202c96b1-0b32-5760-92ca-9725be3ae2ec,Rubenianum,https://data.rubenianum.be//ark:/86530/202c96b1-0b32-5760-92ca-9725be3ae2ec,object identifier,0,AA
Objecten archief Grossmann,969c225b-75a5-5e9e-84f8-67bc46338208,Rubenianum,https://data.rubenianum.be//ark:/86530/969c225b-75a5-5e9e-84f8-67bc46338208,object identifier,0,AA
Objecten archief Grossmann,51b66bb9-3e0d-5a13-807c-3edad416c7be,Rubenianum,https://data.rubenianum.be//ark:/86530/51b66bb9-3e0d-5a13-807c-3edad416c7be,object identifier,0,AA
Objecten archief Grossmann,536e9755-fd98-5f58-b08a-9400cbcf76f7,Rubenianum,https://data.rubenianum.be//ark:/86530/536e9755-fd98-5f58-b08a-9400cbcf76f7,object identifier,0,AA
Objecten archief Grossmann,b891401c-bbb6-5839-852a-cb23e31d10d6,Rubenianum,https://data.rubenianum.be//ark:/86530/b891401c-bbb6-5839-852a-cb23e31d10d6,object identifier,0,AA
Objecten archief Grossmann,335e7316-acca-5221-b387-bcca53ee11c2,Rubenianum,https://data.rubenianum.be//ark:/86530/335e7316-acca-5221-b387-bcca53ee11c2,object identifier,0,AA
Objecten archief Grossmann,1dbf59fc-c77f-5274-adc1-85c27bf7c5ae,Rubenianum,https://data.rubenianum.be//ark:/86530/1dbf59fc-c77f-5274-adc1-85c27bf7c5ae,object identifier,0,AA
Objecten archief Grossmann,fc30f79c-666a-56c1-883d-9a9a76219a04,Rubenianum,https://data.rubenianum.be//ark:/86530/fc30f79c-666a-56c1-883d-9a9a76219a04,object identifier,0,AA
Objecten archief Grossmann,5fe50f28-4ffb-51a4-b8ad-2f43f9b4a612,Rubenianum,https://data.rubenianum.be//ark:/86530/5fe50f28-4ffb-51a4-b8ad-2f43f9b4a612,object identifier,0,AA
Objecten archief Grossmann,daf22265-a605-50e2-ba77-6a99b9ca801e,Rubenianum,https://data.rubenianum.be//ark:/86530/daf22265-a605-50e2-ba77-6a99b9ca801e,object identifier,0,AA
Objecten archief Grossmann,f4aae6f1-772b-57c5-a63b-8f4606f530d2,Rubenianum,https://data.rubenianum.be//ark:/86530/f4aae6f1-772b-57c5-a63b-8f4606f530d2,object identifier,0,AA
Objecten archief Grossmann,fcd73a9b-f988-50d4-a977-935cc945712c,Rubenianum,https://data.rubenianum.be//ark:/86530/fcd73a9b-f988-50d4-a977-935cc945712c,object identifier,0,AA
Objecten archief Grossmann,f150942b-724b-5277-a1dd-4aeda630ff69,Rubenianum,https://data.rubenianum.be//ark:/86530/f150942b-724b-5277-a1dd-4aeda630ff69,object identifier,0,AA
Objecten archief Grossmann,ed4f7f64-bf03-5f6e-b0cc-67c5282cf688,Rubenianum,https://data.rubenianum.be//ark:/86530/ed4f7f64-bf03-5f6e-b0cc-67c5282cf688,object identifier,0,AA
Objecten archief Grossmann,66214610-7b0e-55ba-8f81-c21a9a456856,Rubenianum,https://data.rubenianum.be//ark:/86530/66214610-7b0e-55ba-8f81-c21a9a456856,object identifier,0,AA
Objecten archief Grossmann,bf9df334-9f8a-52b4-8780-ccb6fc4796bb,Rubenianum,https://data.rubenianum.be//ark:/86530/bf9df334-9f8a-52b4-8780-ccb6fc4796bb,object identifier,0,AA
Objecten archief Grossmann,68d9f3f7-a0ae-5f3b-98ea-44a4066bf6ae,Rubenianum,https://data.rubenianum.be//ark:/86530/68d9f3f7-a0ae-5f3b-98ea-44a4066bf6ae,object identifier,0,AA
Objecten archief Grossmann,e2495b96-563f-5871-acb3-29984aa64cf3,Rubenianum,https://data.rubenianum.be//ark:/86530/e2495b96-563f-5871-acb3-29984aa64cf3,object identifier,0,AA
Objecten archief Grossmann,a796aacf-b876-5f89-90da-9df4dfd582cf,Rubenianum,https://data.rubenianum.be//ark:/86530/a796aacf-b876-5f89-90da-9df4dfd582cf,object identifier,0,AA
Objecten archief Grossmann,5ef2f296-cccc-5418-ad2c-c682b080bc55,Rubenianum,https://data.rubenianum.be//ark:/86530/5ef2f296-cccc-5418-ad2c-c682b080bc55,object identifier,0,AA
Objecten archief Grossmann,26e3db03-e450-58c1-b4cb-94452eab5c0b,Rubenianum,https://data.rubenianum.be//ark:/86530/26e3db03-e450-58c1-b4cb-94452eab5c0b,object identifier,0,AA
Objecten archief Grossmann,f10fa204-30e7-5976-becc-b610ff298b05,Rubenianum,https://data.rubenianum.be//ark:/86530/f10fa204-30e7-5976-becc-b610ff298b05,object identifier,0,AA
Objecten archief Grossmann,597b8047-6b8f-5fa7-b12b-7b2b2b160f45,Rubenianum,https://data.rubenianum.be//ark:/86530/597b8047-6b8f-5fa7-b12b-7b2b2b160f45,object identifier,0,AA
Objecten archief Grossmann,b99f2d6c-7a88-56e8-924f-e89ad0417e0e,Rubenianum,https://data.rubenianum.be//ark:/86530/b99f2d6c-7a88-56e8-924f-e89ad0417e0e,object identifier,0,AA
Objecten archief Grossmann,5806476e-ab09-57ce-ace2-590446899917,Rubenianum,https://data.rubenianum.be//ark:/86530/5806476e-ab09-57ce-ace2-590446899917,object identifier,0,AA
Objecten archief Grossmann,db2d4123-2bef-57d3-8b83-593183d8b5c1,Rubenianum,https://data.rubenianum.be//ark:/86530/db2d4123-2bef-57d3-8b83-593183d8b5c1,object identifier,0,AA
Objecten archief Grossmann,90b280d9-6901-56a4-97ef-57fbb6bf155b,Rubenianum,https://data.rubenianum.be//ark:/86530/90b280d9-6901-56a4-97ef-57fbb6bf155b,object identifier,0,AA
Objecten archief Grossmann,dc193f81-c64f-511b-877c-a21439438d5d,Rubenianum,https://data.rubenianum.be//ark:/86530/dc193f81-c64f-511b-877c-a21439438d5d,object identifier,0,AA
Objecten archief Grossmann,98250cc5-30b9-5ad8-92ee-61163e55f876,Rubenianum,https://data.rubenianum.be//ark:/86530/98250cc5-30b9-5ad8-92ee-61163e55f876,object identifier,0,AA
Objecten archief Grossmann,899c6b7f-29e4-528f-be98-651fa68f4684,Rubenianum,https://data.rubenianum.be//ark:/86530/899c6b7f-29e4-528f-be98-651fa68f4684,object identifier,0,AA
Objecten archief Grossmann,b6507bd5-33a4-5e94-b473-86e480446d46,Rubenianum,https://data.rubenianum.be//ark:/86530/b6507bd5-33a4-5e94-b473-86e480446d46,object identifier,0,AA
Objecten archief Grossmann,4196a43c-f98e-5c2a-984b-363d999c793f,Rubenianum,https://data.rubenianum.be//ark:/86530/4196a43c-f98e-5c2a-984b-363d999c793f,object identifier,0,AA
Objecten archief Grossmann,edf83fd8-2968-5b3e-982e-b78879e6feee,Rubenianum,https://data.rubenianum.be//ark:/86530/edf83fd8-2968-5b3e-982e-b78879e6feee,object identifier,0,AA
Objecten archief Grossmann,ce0977fe-2441-52c1-8a68-9b0df5b1220e,Rubenianum,https://data.rubenianum.be//ark:/86530/ce0977fe-2441-52c1-8a68-9b0df5b1220e,object identifier,0,AA
Objecten archief Grossmann,9c9c9903-dc26-54ef-837b-df93d4d5b42f,Rubenianum,https://data.rubenianum.be//ark:/86530/9c9c9903-dc26-54ef-837b-df93d4d5b42f,object identifier,0,AA
Objecten archief Grossmann,d0d3e059-208d-5213-abdd-2d43e22997c5,Rubenianum,https://data.rubenianum.be//ark:/86530/d0d3e059-208d-5213-abdd-2d43e22997c5,object identifier,0,AA
Objecten archief Grossmann,7a0c5987-c391-5347-bf30-6eccd7beeed9,Rubenianum,https://data.rubenianum.be//ark:/86530/7a0c5987-c391-5347-bf30-6eccd7beeed9,object identifier,0,AA
Objecten archief Grossmann,03178fa4-ee17-55f8-9437-449e9eac4a8a,Rubenianum,https://data.rubenianum.be//ark:/86530/03178fa4-ee17-55f8-9437-449e9eac4a8a,object identifier,0,AA
Objecten archief Grossmann,5344c23b-609b-53de-a736-07bbfb37427d,Rubenianum,https://data.rubenianum.be//ark:/86530/5344c23b-609b-53de-a736-07bbfb37427d,object identifier,0,AA
Objecten archief Grossmann,5f572008-1ec7-513f-ace7-3d5b739cbe51,Rubenianum,https://data.rubenianum.be//ark:/86530/5f572008-1ec7-513f-ace7-3d5b739cbe51,object identifier,0,AA
Objecten archief Grossmann,2f0d3696-a6b2-53e1-8578-f1866a1a2908,Rubenianum,https://data.rubenianum.be//ark:/86530/2f0d3696-a6b2-53e1-8578-f1866a1a2908,object identifier,0,AA
Objecten archief Grossmann,c34845f8-bf9a-5a8e-bc2f-a27081328a0f,Rubenianum,https://data.rubenianum.be//ark:/86530/c34845f8-bf9a-5a8e-bc2f-a27081328a0f,object identifier,0,AA
Objecten archief Grossmann,25c6f2fd-e77e-5dbd-9800-aa801fb212b4,Rubenianum,https://data.rubenianum.be//ark:/86530/25c6f2fd-e77e-5dbd-9800-aa801fb212b4,object identifier,0,AA
Objecten archief Grossmann,03433aa7-7baa-5713-8b93-4ec0fcf2a076,Rubenianum,https://data.rubenianum.be//ark:/86530/03433aa7-7baa-5713-8b93-4ec0fcf2a076,object identifier,0,AA
Objecten archief Grossmann,e29bbe75-99ad-5111-9bee-6d46cfea9d60,Rubenianum,https://data.rubenianum.be//ark:/86530/e29bbe75-99ad-5111-9bee-6d46cfea9d60,object identifier,0,AA
Objecten archief Grossmann,7fe77e1b-dce3-5890-b069-1ce61f527b91,Rubenianum,https://data.rubenianum.be//ark:/86530/7fe77e1b-dce3-5890-b069-1ce61f527b91,object identifier,0,AA
Objecten archief Grossmann,f4203bff-59ed-5ac3-a85a-069871c418cf,Rubenianum,https://data.rubenianum.be//ark:/86530/f4203bff-59ed-5ac3-a85a-069871c418cf,object identifier,0,AA
Objecten archief Grossmann,4fc35cc0-b43f-5de2-a19b-0e46399ccc4f,Rubenianum,https://data.rubenianum.be//ark:/86530/4fc35cc0-b43f-5de2-a19b-0e46399ccc4f,object identifier,0,AA
Objecten archief Grossmann,23b6da8b-6a94-55aa-917d-9627984e8f39,Rubenianum,https://data.rubenianum.be//ark:/86530/23b6da8b-6a94-55aa-917d-9627984e8f39,object identifier,0,AA
Objecten archief Grossmann,c4872ef6-5f37-58ec-9f43-1ae46ca0eb09,Rubenianum,https://data.rubenianum.be//ark:/86530/c4872ef6-5f37-58ec-9f43-1ae46ca0eb09,object identifier,0,AA
Objecten archief Grossmann,56aa9b29-8636-5e4e-b9c8-f23cfa7ffe9e,Rubenianum,https://data.rubenianum.be//ark:/86530/56aa9b29-8636-5e4e-b9c8-f23cfa7ffe9e,object identifier,0,AA
Objecten archief Grossmann,c4e57b2c-8221-58f4-bd5d-935d2783ad56,Rubenianum,https://data.rubenianum.be//ark:/86530/c4e57b2c-8221-58f4-bd5d-935d2783ad56,object identifier,0,AA
Objecten archief Grossmann,3d48d2e3-5670-5ab1-bc19-43dd6fff2ac5,Rubenianum,https://data.rubenianum.be//ark:/86530/3d48d2e3-5670-5ab1-bc19-43dd6fff2ac5,object identifier,0,AA
Objecten archief Grossmann,38fdf772-5f5c-509f-a755-da9e82172c0d,Rubenianum,https://data.rubenianum.be//ark:/86530/38fdf772-5f5c-509f-a755-da9e82172c0d,object identifier,0,AA
Objecten archief Grossmann,7124bf19-b617-5a15-bd4d-5b7e98fed7a3,Rubenianum,https://data.rubenianum.be//ark:/86530/7124bf19-b617-5a15-bd4d-5b7e98fed7a3,object identifier,0,AA
Objecten archief Grossmann,36afea85-705b-5959-9e22-c7423ceaf12f,Rubenianum,https://data.rubenianum.be//ark:/86530/36afea85-705b-5959-9e22-c7423ceaf12f,object identifier,0,AA
Objecten archief Grossmann,b56df989-4db2-5d88-b521-2ef343406929,Rubenianum,https://data.rubenianum.be//ark:/86530/b56df989-4db2-5d88-b521-2ef343406929,object identifier,0,AA
Objecten archief Grossmann,856fd2d7-e360-5659-8cbc-b19dcbc3a531,Rubenianum,https://data.rubenianum.be//ark:/86530/856fd2d7-e360-5659-8cbc-b19dcbc3a531,object identifier,0,AA
Objecten archief Grossmann,80fe94b0-92f3-5f1a-8310-14fc8d5135f9,Rubenianum,https://data.rubenianum.be//ark:/86530/80fe94b0-92f3-5f1a-8310-14fc8d5135f9,object identifier,0,AA
Objecten archief Grossmann,dc32cde6-c199-5554-b8c7-b71d48519dc8,Rubenianum,https://data.rubenianum.be//ark:/86530/dc32cde6-c199-5554-b8c7-b71d48519dc8,object identifier,0,AA
Objecten archief Grossmann,3a9eeda2-3f32-50bf-a328-1b75133c4bdc,Rubenianum,https://data.rubenianum.be//ark:/86530/3a9eeda2-3f32-50bf-a328-1b75133c4bdc,object identifier,0,AA
Objecten archief Grossmann,159202ab-2c1d-5d07-8719-a14cc42c1111,Rubenianum,https://data.rubenianum.be//ark:/86530/159202ab-2c1d-5d07-8719-a14cc42c1111,object identifier,0,AA
Objecten archief Grossmann,c80f9b79-99b9-5c61-9d20-a71cf9864a1b,Rubenianum,https://data.rubenianum.be//ark:/86530/c80f9b79-99b9-5c61-9d20-a71cf9864a1b,object identifier,0,AA
Objecten archief Grossmann,6eb3bcdf-9516-5dd4-bcae-ed063b724290,Rubenianum,https://data.rubenianum.be//ark:/86530/6eb3bcdf-9516-5dd4-bcae-ed063b724290,object identifier,0,AA
Objecten archief Grossmann,7593d1e4-469c-5347-9be9-bded5f8aea35,Rubenianum,https://data.rubenianum.be//ark:/86530/7593d1e4-469c-5347-9be9-bded5f8aea35,object identifier,0,AA
Objecten archief Grossmann,9e502844-7467-5dc9-9e72-c8cb2ebe308e,Rubenianum,https://data.rubenianum.be//ark:/86530/9e502844-7467-5dc9-9e72-c8cb2ebe308e,object identifier,0,AA
Objecten archief Grossmann,9826d58e-9c29-5b56-9f29-d2bfd6524c24,Rubenianum,https://data.rubenianum.be//ark:/86530/9826d58e-9c29-5b56-9f29-d2bfd6524c24,object identifier,0,AA
Objecten archief Grossmann,dd40c403-0840-5a9f-b00a-05e170300684,Rubenianum,https://data.rubenianum.be//ark:/86530/dd40c403-0840-5a9f-b00a-05e170300684,object identifier,0,AA
Objecten archief Grossmann,dd649dd5-503b-55bc-acf1-362ca33e7f37,Rubenianum,https://data.rubenianum.be//ark:/86530/dd649dd5-503b-55bc-acf1-362ca33e7f37,object identifier,0,AA
Objecten archief Grossmann,8f8bace3-1428-5022-b067-8a2ecc18bf70,Rubenianum,https://data.rubenianum.be//ark:/86530/8f8bace3-1428-5022-b067-8a2ecc18bf70,object identifier,0,AA
Objecten archief Grossmann,67478663-62dc-502d-800b-4fe9de2ed62d,Rubenianum,https://data.rubenianum.be//ark:/86530/67478663-62dc-502d-800b-4fe9de2ed62d,object identifier,0,AA
Objecten archief Grossmann,32e56245-9548-5b72-a642-e8adc950616b,Rubenianum,https://data.rubenianum.be//ark:/86530/32e56245-9548-5b72-a642-e8adc950616b,object identifier,0,AA
Objecten archief Grossmann,c6395b4f-50b5-5178-974f-cf961382eef5,Rubenianum,https://data.rubenianum.be//ark:/86530/c6395b4f-50b5-5178-974f-cf961382eef5,object identifier,0,AA
Objecten archief Grossmann,aa2f07d1-cdc9-5ae6-8c23-e482630eda29,Rubenianum,https://data.rubenianum.be//ark:/86530/aa2f07d1-cdc9-5ae6-8c23-e482630eda29,object identifier,0,AA
Objecten archief Grossmann,aeb5f3ba-98df-57c6-b4ea-14f54abd59b8,Rubenianum,https://data.rubenianum.be//ark:/86530/aeb5f3ba-98df-57c6-b4ea-14f54abd59b8,object identifier,0,AA
Objecten archief Grossmann,a3ae83ea-cf90-560b-9ba3-856cd4c7c5d6,Rubenianum,https://data.rubenianum.be//ark:/86530/a3ae83ea-cf90-560b-9ba3-856cd4c7c5d6,object identifier,0,AA
Objecten archief Grossmann,b3f9443a-116b-56d6-bcd6-cc94b815cbaa,Rubenianum,https://data.rubenianum.be//ark:/86530/b3f9443a-116b-56d6-bcd6-cc94b815cbaa,object identifier,0,AA
Objecten archief Grossmann,0ad8ea8b-4859-5cc8-8ceb-a17f04aa1f6e,Rubenianum,https://data.rubenianum.be//ark:/86530/0ad8ea8b-4859-5cc8-8ceb-a17f04aa1f6e,object identifier,0,AA
Objecten archief Grossmann,05e63170-fd6b-5e80-9086-0b72d29b5112,Rubenianum,https://data.rubenianum.be//ark:/86530/05e63170-fd6b-5e80-9086-0b72d29b5112,object identifier,0,AA
Objecten archief Grossmann,98450908-bcfb-5669-8726-c27cc9d2013c,Rubenianum,https://data.rubenianum.be//ark:/86530/98450908-bcfb-5669-8726-c27cc9d2013c,object identifier,0,AA
Objecten archief Grossmann,4f1803e0-2b12-5b93-babd-f8c27d0a6b2c,Rubenianum,https://data.rubenianum.be//ark:/86530/4f1803e0-2b12-5b93-babd-f8c27d0a6b2c,object identifier,0,AA
Objecten archief Grossmann,6172b5fa-a429-5dea-844c-e4bb05219d64,Rubenianum,https://data.rubenianum.be//ark:/86530/6172b5fa-a429-5dea-844c-e4bb05219d64,object identifier,0,AA
Objecten archief Grossmann,92324dbb-9400-5858-a1b9-01493d86b09e,Rubenianum,https://data.rubenianum.be//ark:/86530/92324dbb-9400-5858-a1b9-01493d86b09e,object identifier,0,AA
Objecten archief Grossmann,8d0c5943-caa9-59dc-b3b6-61b3baa2cd3b,Rubenianum,https://data.rubenianum.be//ark:/86530/8d0c5943-caa9-59dc-b3b6-61b3baa2cd3b,object identifier,0,AA
Objecten archief Grossmann,fa834672-1f3b-5f3d-a3a1-6fbd12e30bb1,Rubenianum,https://data.rubenianum.be//ark:/86530/fa834672-1f3b-5f3d-a3a1-6fbd12e30bb1,object identifier,0,AA
Objecten archief Grossmann,5afa981f-dbae-5f63-b453-cb2c244e9837,Rubenianum,https://data.rubenianum.be//ark:/86530/5afa981f-dbae-5f63-b453-cb2c244e9837,object identifier,0,AA
Objecten archief Grossmann,e3a1b2fe-7d77-5ba6-a205-5d187d24273a,Rubenianum,https://data.rubenianum.be//ark:/86530/e3a1b2fe-7d77-5ba6-a205-5d187d24273a,object identifier,0,AA
Objecten archief Grossmann,828081ed-6c6d-56c2-83eb-91dc8fba4537,Rubenianum,https://data.rubenianum.be//ark:/86530/828081ed-6c6d-56c2-83eb-91dc8fba4537,object identifier,0,AA
Objecten archief Grossmann,ae1b11f3-384e-53c6-9655-ca64b898c614,Rubenianum,https://data.rubenianum.be//ark:/86530/ae1b11f3-384e-53c6-9655-ca64b898c614,object identifier,0,AA
Objecten archief Grossmann,601ff7aa-94ff-53e7-a73b-3a8d36733dc0,Rubenianum,https://data.rubenianum.be//ark:/86530/601ff7aa-94ff-53e7-a73b-3a8d36733dc0,object identifier,0,AA
Objecten archief Grossmann,198c9292-18ec-5f7c-a885-e16d6ec01c01,Rubenianum,https://data.rubenianum.be//ark:/86530/198c9292-18ec-5f7c-a885-e16d6ec01c01,object identifier,0,AA
Objecten archief Grossmann,a809d763-8c1d-59c1-bf6e-4ce90f831072,Rubenianum,https://data.rubenianum.be//ark:/86530/a809d763-8c1d-59c1-bf6e-4ce90f831072,object identifier,0,AA
Objecten archief Grossmann,33f65fa5-1d36-5f9b-9b1a-e6afd3c65108,Rubenianum,https://data.rubenianum.be//ark:/86530/33f65fa5-1d36-5f9b-9b1a-e6afd3c65108,object identifier,0,AA
Objecten archief Grossmann,341a891b-62b7-541d-9161-095ed23b4874,Rubenianum,https://data.rubenianum.be//ark:/86530/341a891b-62b7-541d-9161-095ed23b4874,object identifier,0,AA
Objecten archief Grossmann,d14f1e47-e3f7-5dd5-89c9-26534ac5e30d,Rubenianum,https://data.rubenianum.be//ark:/86530/d14f1e47-e3f7-5dd5-89c9-26534ac5e30d,object identifier,0,AA
Objecten archief Grossmann,2398661b-93fc-5c0b-909c-fcbc0fca88f5,Rubenianum,https://data.rubenianum.be//ark:/86530/2398661b-93fc-5c0b-909c-fcbc0fca88f5,object identifier,0,AA
Objecten archief Grossmann,08d8933b-cb05-5cc9-856b-66ecb30657d5,Rubenianum,https://data.rubenianum.be//ark:/86530/08d8933b-cb05-5cc9-856b-66ecb30657d5,object identifier,0,AA
Objecten archief Grossmann,f6e24a38-1f3c-51b1-a831-0fe1f13594e5,Rubenianum,https://data.rubenianum.be//ark:/86530/f6e24a38-1f3c-51b1-a831-0fe1f13594e5,object identifier,0,AA
Objecten archief Grossmann,838790e0-1ee5-5a4a-b380-1725dd4c7f4f,Rubenianum,https://data.rubenianum.be//ark:/86530/838790e0-1ee5-5a4a-b380-1725dd4c7f4f,object identifier,0,AA
Objecten archief Grossmann,065e95d4-f35e-57e0-a9bc-eb6ab85b9e8b,Rubenianum,https://data.rubenianum.be//ark:/86530/065e95d4-f35e-57e0-a9bc-eb6ab85b9e8b,object identifier,0,AA
