ResourceID,Record Number,Name,Entity Type
469383e0-4286-5571-b03d-9d7657bc6096,au::100023,Angola,Plaats
504e5690-ae84-5923-ad54-0f9b866c091c,au::100024,Ambriz,Plaats
911f348a-2d28-525a-bc6a-ba6684fae9b2,au::100025,Bahia das Salinas,Plaats
030a3758-22ea-5f88-9bd1-a3cee280f288,au::100026,Benguela,Plaats
540ca8f2-d820-5f51-be0f-d6d9001e7690,au::100027,Cabinda,Plaats
02e4ced7-a03f-5a0e-ba04-878184a41212,au::100028,Landana,Plaats
ffe540ae-48c1-5a64-bd61-c19b172b8d14,au::100029,Lobito,Plaats
83599804-2970-5c5f-a374-aaae8bdb2d48,au::100030,Luanda,Plaats
8e059518-987a-5fdd-8be3-977e8e1196ef,au::100031,Anguilla,Plaats
b79976e4-229d-5f3b-b4ae-fca713f91cf0,au::100032,Antarctica,Plaats
92725b4a-9df9-5318-9f0d-f0539419faa9,au::100033,Brits Zuidpoolgebied,Plaats
fdde156a-6506-59ed-8012-1b682eaee845,au::100034,Antigua en Barbuda,Plaats
7851885f-792b-5a55-a863-104e6fa036b7,au::100035,Argentinië,Plaats
94721179-92b8-5726-a635-9d969294e263,au::100036,Aimogasta,Plaats
997cc847-affa-5f84-8db9-f7f973516ed5,au::100037,Bahia Blanca,Plaats
9359da07-3e68-580e-8ed3-bb8633456cec,au::100038,Bella Vista,Plaats
9f590778-2c18-5470-aab2-16395c2af498,au::100039,Buenos Aires,Plaats
234741cf-9818-57b7-b554-7d8dcacaeaca,au::100040,Buenos Aires,Plaats
bdc55bb2-4396-5b44-a710-08ca6b1c2b61,au::100041,Norberto de la Riestra,Plaats
53f4ac1e-1b50-5f81-b5f3-13b1d9135774,au::100042,Trenque Lauquen,Plaats
a7735690-ab65-5fb5-a2f6-a2762d0d3156,au::100043,Chacras de Coria,Plaats
fd67a520-772a-5491-8aad-11388d266219,au::100044,Córdoba,Plaats
63425490-5a66-5665-b12d-d30835f83eb7,au::100045,Corrientes,Plaats
0ebd0c1a-9198-54b5-9f11-d93ad6d5874a,au::100046,Djemila,Plaats
ef1cefeb-f9ef-5d72-b2ba-a50304255c5c,au::100047,Golfo San Matías,Plaats
ac7e7653-a5a9-56be-96bc-4f434bce27c8,au::100048,Jáchal,Plaats
13b2b4e3-d503-5355-a7d4-23b6bf18fe38,au::100049,La Plata,Plaats
4eaa37ca-0b5f-58e9-bccc-2e702a800c28,au::100050,La Rioja,Plaats
3638df55-4939-5f33-8442-052a2a35fd04,au::100051,Mar del Plata,Plaats
9d3fb15d-d8d9-573d-90c5-a62b1c6b8fda,au::100052,Mendoza,Plaats
b3db60b7-bbca-5270-87ce-b530682071d2,au::100053,Nahuel-Huapi,Plaats
57cd02dc-2114-543a-9800-47182d418f6c,au::100054,Nevado de Famatina,Plaats
02fdc081-03fa-52c4-bb9c-87dd2aaa6037,au::100055,Patagonië,Plaats
9920f62a-08aa-5e53-9de2-a4bcdc47fd98,au::100057,Rosario,Plaats
66d5a8c0-4733-58a7-95a2-8b5be8fa696b,au::100058,San Juan,Plaats
1555b440-a2b9-591c-beec-9182bf6383fc,au::100059,San Martin,Plaats
715da583-aafd-5d01-8d25-d5a100bca4d3,au::100060,San Miguel de Tucumán,Plaats
44d4c560-08a8-59b9-8c44-4f848f55a52e,au::100061,San Pedro,Plaats
bf06cd9a-16bd-5e70-aecd-79023da4bfb3,au::100062,Santa-Fé,Plaats
f0354c93-666e-53f8-97d3-8509c2573d8d,au::100063,Santiago del Estero,Plaats
515eae2d-6d8c-5c9d-bd82-2cc187cb1c82,au::100064,Armenië,Plaats
b9cb0c94-ce9b-5a0c-915d-0425e55b2325,au::100065,Aruba,Plaats
b0b8072b-69da-55da-9a03-d0827e7379bb,au::100066,Australië,Plaats
96380d0c-f48d-5e78-b7d1-60e53c679162,au::100067,Ashmore en Cartier Eilanden,Plaats
7189f293-0cdd-5f9f-ad0a-cc22af2c979c,au::100068,Australische Hoofdstedelijk Territorium,Plaats
ba8bae19-381d-543b-9827-125b57db54e9,au::100069,Canberra,Plaats
b0eff8cf-333c-5f15-a549-c678ce1659ae,au::100070,Christmas Island,Plaats
bf73ec8d-8c58-50de-be53-370d3b1603e8,au::100071,Cocos Eilanden,Plaats
39911582-f794-5af1-8a80-4ecb880aeff9,au::100072,Great Barrier Reef One-Tree Island,Plaats
0ba8b2b9-b9ff-5ddf-9db1-f1e3cc905ee6,au::100073,Heard Island,Plaats
c2ad3b76-f116-5b16-9e1b-ef7aab0c03a6,au::100074,Koraal Eiland,Plaats
f65585ff-ee8f-50cc-8608-f902f3ce5051,au::100075,New South Wales,Plaats
a9574418-103b-5525-90af-1d562ab95756,au::100076,Lord Howe Eiland,Plaats
50a1772a-0e47-5439-86af-6c3e230c9fd2,au::100077,Sydney,Plaats
c6cfd0a4-8c2b-5301-b410-6464884d9d13,au::100078,Noordelijk Territorium,Plaats
529e4e94-d3f0-5173-87b5-9a6a22c6ac8f,au::100079,Darwin,Plaats
1834ecb5-f0a5-5461-ad35-36f1e2da12ea,au::100080,Queensland,Plaats
a0402d16-c8e9-5dde-9117-e8e36d6a0515,au::100081,Brisbane,Plaats
5ae857d8-5bc0-5a9d-b1c8-e2999945752f,au::100082,Tasmanië,Plaats
81e3eafa-4555-543c-8f28-d054ec8fe53d,au::100083,Hobart,Plaats
3b6f5693-fb8c-5678-9363-2e291f1633bf,au::100084,Victoria,Plaats
310fae4f-0b31-5572-a131-cb65c9b469da,au::100085,Maldon,Plaats
76a9bde1-bfc4-5979-8738-8942894a9543,au::100086,Melbourne,Plaats
4655980b-a798-5081-b530-0fc817f55f3f,au::100087,West-Australië,Plaats
86974722-7470-59b1-ae59-2373a06132ca,au::100088,Perth,Plaats
530b25b5-1b33-5eff-a61c-e4cd8d51e202,au::100089,Zuid-Australië,Plaats
a94e3272-796a-59cb-aaa8-d073df5509b3,au::100090,Adelaide,Plaats
31fb5baa-83a9-54d1-9794-5e5c95155988,au::100091,Azerbeidzjan,Plaats
f846917c-6efa-5ee7-81b1-1c7d4eea7c11,au::100092,Bakoe,Plaats
dd452a7a-a25a-5206-bbc5-641acefea0fa,au::100093,Bahama's,Plaats
b1ccc395-0820-5380-82cd-528a04f14204,au::100094,Bahrein,Plaats
1a67e7a5-e997-52e8-b8e8-32b9c2d9787a,au::100095,Bangladesh,Plaats
e552f7af-f619-5e50-973f-d21cc36f8b35,au::100096,Chittagong,Plaats
069d766e-198b-5c04-bcae-d0c18d3253d3,au::100097,Comilla,Plaats
8933f36f-a59e-58e6-9a5e-29fa5c5d31a9,au::100098,Dhaka,Plaats
d30b58b6-975a-53df-ba41-37c5171c0c88,au::100099,Ganges,Plaats
24a20b29-b63b-5907-a2b0-a6eeed885468,au::100100,Mongla,Plaats
2f4a47c8-059a-5795-943e-7b8747a4d713,au::100101,Barbados,Plaats
00078fd4-07ed-5337-948c-6afc4fbbdb60,au::100102,België,Plaats
1f07634b-4c8b-5765-afad-b55456315819,au::100103,Brussels Gewest,Plaats
4769b493-6042-50bf-b99b-3eaa75ca2107,au::100104,Anderlecht,Plaats
99596b2b-2b42-50f2-8ec3-d578638b6d71,au::100105,Brussel,Plaats
986276d8-f3d2-54b7-8b88-4fcdc05f444c,au::100106,Laken,Plaats
7951c820-2bd1-5f49-8725-03e5c8d01898,au::100107,Neder-Over-Heembeek,Plaats
8e29025b-1c0f-524d-a9ea-af4663e0d4ee,au::100108,Elsene,Plaats
5db7c62e-90e4-5a42-8eab-7d54ec25d7b9,au::100109,Etterbeek,Plaats
e75959fc-83be-5074-b4aa-d91fdc8b7012,au::100110,Evere,Plaats
af4532ec-b314-5ecf-94d0-8af12e4d8086,au::100111,Ganshoren,Plaats
42b928fb-26df-54bc-8acb-284d6bc3408e,au::100112,Jette,Plaats
75a77209-113e-557b-b1cc-3948311d314e,au::100113,Koekelberg,Plaats
794ce90b-5be0-59c1-8885-7feb7841724d,au::100114,Oudergem,Plaats
bcc294e6-5800-5a28-979b-d5801273f52f,au::100115,Leupegem,Plaats
54e6198d-f72c-5267-b796-a5b453241a89,au::100116,Schaarbeek,Plaats
b6d7f2d0-baa9-5d1d-b6e4-be5f223b2f34,au::100117,Sint-Agatha-Berchem,Plaats
23aa0996-fff8-5d4a-846a-012b376317b5,au::100118,Sint-Gillis-Brussel,Plaats
9b27b1df-3705-50b4-95b8-3e8aacca35e1,au::100119,Sint-Jans-Molenbeek,Plaats
03d12c9e-e543-5709-9650-76074114a694,au::100120,Sint-Joost-ten-Node,Plaats
f3981880-f9be-5e88-8e60-0cdd38a48c98,au::100121,Sint-Lambrechts-Woluwe,Plaats
5fdf785b-080c-56ca-9692-c452def056c2,au::100122,Sint-Pieters-Woluwe,Plaats
5906338c-2fde-5593-bdba-fe5e5e3b06ca,au::100123,Ukkel,Plaats
1bb8c7b5-1f03-50e5-b4ea-6276da2b271d,au::100124,Vorst,Plaats
a31c4f8a-16d6-5cf2-aab4-364b749dfd6e,au::100125,Watermaal-Bosvoorde,Plaats
f0dc42e9-2ad0-5845-9c49-da7fe3d3963a,au::100126,Duitstalige Gemeenschap,Plaats
21d23338-6c5b-50d0-8e67-a371efe9bf0c,au::100127,Amel,Plaats
1418fe6c-b6f4-5084-8152-749e76af2a9a,au::100128,Büllingen,Plaats
9ee1f5e5-14c5-5fc4-9dfd-622a8f289ad0,au::100129,Bütgenbach,Plaats
7cfa36fd-8937-56d8-be3f-07b912cdb475,au::100130,Burg-Reuland,Plaats
1ef70ef1-d009-5988-84a1-44b831dc53c4,au::100131,Eupen,Plaats
1a4fbb36-f877-56c1-b29c-393cad08d388,au::100132,Kelmis,Plaats
5e739000-8c6d-5854-ab75-11ebf39f46b2,au::100133,Hergenrath,Plaats
189ddbf8-f0fc-51fb-a013-75877b60c495,au::100134,Lontzen,Plaats
60e72cf1-8472-56ed-a1b9-f8c7cc4f18a6,au::100135,Raeren,Plaats
9a92114d-a37f-53a4-b2f8-d1ad491fcc3d,au::100136,Sankt Vith,Plaats
2bb93a86-6332-54f3-8702-eebb9f440010,au::100137,Vlaanderen,Plaats
6a301646-5df1-54e0-a6f1-0e5029a4ce7a,au::100138,Antwerpen,Plaats
5eba8578-9f35-5e2e-a844-9bfdea6f5119,au::100139,Antwerpen,Plaats
4bb0e786-14bb-555d-9d5c-a7145a4324a2,au::100140,Aartselaar,Plaats
81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100141,Antwerpen,Plaats
a9c538f5-405d-5d5f-b4ba-51812df3db3f,au::100142,Austruweel,Plaats
543bacb7-39ee-525a-aa85-dca7c489981f,au::100143,Verdwenen,Plaats
88fb03ff-2933-5472-b4a9-3260e54d3d1c,au::100144,Berchem,Plaats
c3a18f3a-259c-5e09-97be-768646bb1de2,au::100145,Berendrecht,Plaats
2a47c5b4-f92c-5a05-a57f-cb348283e861,au::100146,Borgerhout,Plaats
ccd46476-7f11-50d0-a26c-2b09d8f2efd2,au::100147,Deurne,Plaats
9807032f-af3c-56ea-b691-afdd207d8485,au::100148,Ekeren,Plaats
e29abcd7-4b4f-5e5c-9530-d949b01b807c,au::100149,Mariaburg,Plaats
e5b6f87a-48a8-53a6-bcbe-e3cfad7e0475,au::100150,Hoboken,Plaats
4699007f-17c2-5c7d-9036-cf032c5f2f1b,au::100151,Lillo,Plaats
b5228447-a0ec-5059-8ac5-66bcfa36d0a8,au::100152,Merksem,Plaats
5d284cd0-5e8e-54be-bab0-eaf41ad25345,au::100153,Oorderen,Plaats
12489270-c318-50ad-b7ba-f8c63fe48a74,au::100154,Wilrijk,Plaats
fa7bdb79-a4e0-5cbc-be06-15fa8d97ca27,au::100155,Zandvliet,Plaats
297b50aa-e9f8-5487-aa89-6d0188021e54,au::100156,Boechout,Plaats
ab9f7663-c7ce-5632-8da2-c7daae485abf,au::100157,Vremde,Plaats
f6d74aba-bef1-5fc4-99fc-47d5c77ff3ec,au::100158,Boom,Plaats
7c898f99-21f1-5583-9b83-89fbc6957a84,au::100159,Borsbeek,Plaats
861533e8-6f1c-5fed-ac69-ea515b4875b7,au::100160,Brasschaat,Plaats
36a56183-9a8b-5fc6-8aca-9e424984f6ca,au::100161,Brecht,Plaats
dac2d142-1e3b-5234-b516-9aef0bd7707a,au::100162,Sint-Job-In-'t-Goor,Plaats
d8e32821-388c-59dc-b97e-49fb98d81263,au::100163,Sint-Lenaarts,Plaats
343756c3-8a9b-5da5-8fd4-649d62e0b8ec,au::100164,Edegem,Plaats
27753268-f519-5971-a4b6-cd8bb268f779,au::100165,Essen,Plaats
69bbfcd6-1d97-52a9-a5ae-aeca077fe284,au::100166,Wildert,Plaats
4a884f9c-02be-5f2f-97e3-25bdd0a1a399,au::100167,Hemiksem,Plaats
7a0babff-48a5-5ab4-aed1-a8e772a00b9d,au::100168,Hove,Plaats
7365bb9c-a99b-5997-b53f-aa712432d751,au::100169,Kalmthout,Plaats
e293c6c8-4728-50bc-80d2-186a5e7cedc9,au::100170,Heide-Kalmthout,Plaats
86213786-7631-579a-ad9b-27a7adec9bc9,au::100171,Nieuwmoer,Plaats
6968732e-9f0a-57fa-9ea0-6f4465c8be67,au::100172,Kapellen,Plaats
e8937032-ffd8-5982-ba75-74b90f82638c,au::100174,Putte-Kapellen,Plaats
687ad8d2-1e1d-5367-a112-b43fb211cbfa,au::100175,Kontich,Plaats
4899f35d-d1a0-55ad-ba9c-b1f220c8a3a0,au::100176,Waarloos,Plaats
0e20134e-6ad1-575c-8dcf-009518a59960,au::100177,Lint,Plaats
28fcea1a-8a44-518c-9c96-db1567503230,au::100178,Malle,Plaats
322a2ecb-3bdc-522b-8958-7833c7952a2e,au::100179,Oostmalle,Plaats
414fa61f-62a8-51a0-bbae-7cbda32c95be,au::100180,Westmalle,Plaats
96d29746-b93f-528a-abc8-8a08c7baed26,au::100181,Mortsel,Plaats
770763fd-82d1-5456-945e-64e028d63bc3,au::100182,Niel,Plaats
edf2185d-68fc-5980-b300-2d6037cc9314,au::100183,Ranst,Plaats
fef5f13b-3fb3-5888-b337-7a74feebc5a8,au::100184,Broechem,Plaats
147a6cf7-d35d-5568-8875-67cb890ffa48,au::100185,Emblem,Plaats
4997a89e-4ea1-545f-b637-6c0b32441907,au::100186,Oelegem,Plaats
a47bd0c0-e09e-5aa6-bdd6-3157aafd0e12,au::100187,Rumst,Plaats
b43fc980-a02e-5297-84f6-5e094ea7f196,au::100188,Reet,Plaats
4a614d60-20da-5655-b14c-215fbe3ca1cc,au::100189,Terhagen,Plaats
70fc541a-83a8-55c5-8d18-f6143ee002b8,au::100190,Schelle,Plaats
049dd32b-4945-55b9-b0fa-c9e8f39ea50a,au::100191,Schilde,Plaats
f785a5b3-8e1a-5d4f-8c97-f35225ad4c8a,au::100192,'s-Gravenwezel,Plaats
cbaf688f-2203-5cb4-9d66-ac3202cf3e19,au::100193,Schoten,Plaats
13ac3fa9-f10d-535c-957f-d3b1542112dd,au::100194,Stabroek,Plaats
2e0c97ce-c0b5-599c-b013-448b0df513a2,au::100195,Hoevenen,Plaats
37cab3af-2354-56f8-b507-8d7b5c2b9819,au::100196,Putte-Stabroek,Plaats
de097c93-731e-5d95-985f-66eb1d723afa,au::100197,Wijnegem,Plaats
dcf0f7cb-373d-53e2-a47c-c1bd25616ca8,au::100198,Wommelgem,Plaats
c21f3d34-c77a-5628-bf93-41829acab8d9,au::100199,Wuustwezel,Plaats
525c487e-e48d-5f6a-a74d-6903f3cb1152,au::100200,Loenhout,Plaats
6f3daadf-bc77-546f-b9d1-d45780d0273a,au::100201,Zandhoven,Plaats
bf0152a4-0d44-5a1b-97ec-465be177a027,au::100202,Massenhoven,Plaats
7faef0ba-07a5-57cb-a6a4-4b2ba2e63ecb,au::100203,Pulderbos,Plaats
2611107f-280d-5577-8c87-1e10b8a268cb,au::100204,Pulle,Plaats
b92e4ed6-1ab7-5c4b-b1ba-1aaa6335bc5f,au::100205,Viersel,Plaats
bae40edf-e5ef-502f-831f-9f3b6b09e784,au::100206,Zoersel,Plaats
4afde848-a70f-5ce6-8b58-5ab342e89ae0,au::100207,Halle,Plaats
8d0cdae8-d16e-5381-901e-7044f2fbee92,au::100208,Sint-Antonius,Plaats
2639fac8-3379-57d2-b529-e264073d3836,au::100209,Zwijndrecht,Plaats
5ccd3a1b-ce37-5779-bcbb-f9c2f1ded2c4,au::100210,Burcht,Plaats
36c34ff1-1fdc-50d0-a613-8db83400aac7,au::100211,Mechelen,Plaats
3da3328c-2fd7-52ee-814c-689ed234ede7,au::100212,Berlaar,Plaats
078454d2-6143-5d6b-8c32-d90d16660d0f,au::100213,Gestel,Plaats
8ec509ca-1f55-5785-b539-b1d684f84e11,au::100214,Bonheiden,Plaats
5dbf7bfe-6118-5d20-8347-1327ef7812dd,au::100215,Rijmenam,Plaats
921d9565-1aeb-5d8a-9067-bf4a465ba4a4,au::100216,Bornem,Plaats
1c2287d6-b1c0-5ea1-b98d-49c05b7a8940,au::100217,Hingene,Plaats
1ba19cc5-2f73-50ec-80ae-2b49599ba45d,au::100218,Mariekerke,Plaats
333c6f82-2738-5115-b374-9e5c11e94f9e,au::100219,Weert,Plaats
e0b7e249-e545-5c46-8350-cff3fcf023e9,au::100220,Wintham,Plaats
5423bbf6-9854-52e0-897c-d368cac16bd1,au::100221,Duffel,Plaats
c6a34a0c-9935-5137-acaa-a61602b25eb6,au::100222,Heist-op-den-Berg,Plaats
61ac11fa-1b1c-5413-b60d-51a2b3671720,au::100223,Booischot,Plaats
93cc9e3d-2915-5add-a314-c0de35d18b2f,au::100224,Hallaar,Plaats
50c0d06b-f322-5248-8eb8-19b327d9cefb,au::100225,Itegem,Plaats
4093d871-f6d0-51d9-9f7a-0ecdade87dea,au::100226,Schriek,Plaats
c5433099-f3a4-5bff-b601-0133fecd0ef6,au::100227,Wiekevorst,Plaats
8489b8ce-8de9-560e-9f0c-cb99db02c309,au::100228,Heist-Goor,Plaats
f97bb3c8-a795-5e52-817b-dbb8c3310c33,au::100229,Lier,Plaats
1d183580-941a-55f6-a8f3-65615658df4b,au::100230,Koningshooikt,Plaats
8edb9f04-ad85-5c4a-aa2c-b4e509be84f2,au::100231,Mechelen,Plaats
5276a458-6c3f-5e85-8e51-e18bbf0c3860,au::100232,Heffen,Plaats
d84605ee-9f5a-5e6c-9aa4-3bdb18361fe8,au::100233,Hombeek,Plaats
b8ee3d2a-c3db-5dd2-9d66-68a5eab4d133,au::100234,Leest,Plaats
24217b6a-7bbb-5efc-b462-2d2273e911b1,au::100235,Muizen,Plaats
afbf0c7a-5c49-5e43-bd97-9aa6b7e801d9,au::100236,Walem,Plaats
af128e4b-9679-5fa2-ab7e-1b07ca432a6e,au::100237,Nijlen,Plaats
b5f220e0-4de4-549e-93a4-c5be136cdf06,au::100238,Bevel,Plaats
e5747484-3e94-50d6-aa1b-cf3263a45d8c,au::100239,Kessel,Plaats
8e471004-3867-5b86-aa51-cfa8f7bb251e,au::100240,Putte,Plaats
0582f0b2-4bb9-5258-bc4c-e562f85164aa,au::100241,Beerzel,Plaats
89e471c1-f826-5259-9c82-d80b49999f72,au::100242,Puurs,Plaats
904a263f-d38d-571f-990f-a0ae754ab151,au::100243,Breendonk,Plaats
c680cea7-fd92-554c-8ed8-8c1178c7ff7c,au::100244,Liezele,Plaats
bb57e7e6-1f48-5cfe-89a5-2c63ed837979,au::100245,Ruisbroek-Sauvegarde,Plaats
b0443530-b022-5747-b4ac-b632ff8a570a,au::100246,Kalfort,Plaats
14e937d0-c771-594c-8f3d-628afc3bd1f9,au::100247,Sint-Amands,Plaats
75f00c16-028c-530f-8080-8730d0f68622,au::100248,Lippelo,Plaats
e28318b2-bbf9-5cfa-8a37-2062a41b09d7,au::100249,Oppuurs,Plaats
93a767a6-98a6-5223-b594-b00d21d2e76b,au::100250,Sint-Katelijne-Waver,Plaats
2e49cb09-ae70-5b00-88f9-9e2d7152b35c,au::100251,Onze-Lieve-Vrouw-Waver,Plaats
b7106975-1381-5dde-92d5-63606ae12178,au::100252,Willebroek,Plaats
4ac93a7b-13c1-5b0a-b3e8-19b9c1c34c32,au::100253,Blaasveld,Plaats
293b6345-95b9-57ff-af0c-ba33f6b8bccc,au::100254,Heindonk,Plaats
62f2b3ee-bd71-59f4-8ce1-56209428f900,au::100255,Klein-Willebroek,Plaats
1cd5ea39-690b-5398-ba9c-965b7c8b1c6b,au::100256,Tisselt,Plaats
51b4e92d-c42b-5a9a-b956-c0f22a86edd7,au::100257,Turnhout,Plaats
03cae806-3a7b-5417-b74e-34b1008011e2,au::100258,Arendonk,Plaats
3eb617fd-02b4-5159-b1a5-e34ba967820b,au::100259,Baarle-Hertog,Plaats
a7e9563a-def2-5246-81c7-0074b249c342,au::100260,Zondereigen,Plaats
c5a92a92-e387-52b1-92ba-3e19dfe09fbf,au::100261,Balen,Plaats
d5880784-b139-5853-a486-30ee1f2bc83c,au::100262,Olmen,Plaats
e40833c8-f51e-5d43-9e43-9b0f72eed4b6,au::100263,Beerse,Plaats
c64a2d12-3c3d-532f-802a-8343686f3f49,au::100264,Vlimmeren,Plaats
68f02c5f-06f7-50dd-99a2-d0c49ac9de60,au::100265,Dessel,Plaats
3a873463-f933-51c1-962a-db62e7066f51,au::100266,Geel,Plaats
cfc8c28c-eccf-5d7a-a2ed-75864b2457fe,au::100267,Grobbendonk,Plaats
aab30e6e-75f1-542a-8f3d-41c8840219d4,au::100268,Bouwel,Plaats
66b274aa-ab04-594f-902e-894a142190d8,au::100269,Herentals,Plaats
9de46abb-c924-5454-8e80-b675e25705b4,au::100270,Morkhoven,Plaats
749f3bec-cb0a-56d3-aa49-dc6fcfcd70d8,au::100271,Noorderwijk,Plaats
442d6e1e-f880-56a4-8a38-b87c3f4a8f19,au::100272,Herenthout,Plaats
b25094b0-afe3-54bd-b667-6e8e8dcd7949,au::100273,Herselt,Plaats
0652cd55-9708-5289-97c9-c55f1a8d203b,au::100274,Ramsel,Plaats
da318993-9861-5f41-9a39-18b2cb29b514,au::100275,Hoogstraten,Plaats
46cb0eea-dd9d-570f-8746-eae5ffd48da6,au::100276,Meer,Plaats
c96a75be-95ea-57aa-8f74-b185e6f05e66,au::100277,Meerle,Plaats
7d35aef8-4e6d-5299-876e-04659cfa9fb9,au::100278,Minderhout,Plaats
658c8ccc-65a6-580f-8411-23c1d6592347,au::100279,Wortel,Plaats
7fff4f5c-09c7-5ce8-aa40-15cd259459e4,au::100280,Hulshout,Plaats
c15beeff-4d94-50a7-a42e-9f6125bd5748,au::100281,Houtvenne,Plaats
08487bd4-547b-5c9d-b285-a9dd105dc1ab,au::100282,Westmeerbeek,Plaats
6e5ce7d6-cc86-5bd7-894d-bf908cb7e4ba,au::100283,Kasterlee,Plaats
680ae169-eb2e-5b4c-8256-78283a8c82c2,au::100284,Lichtaart,Plaats
5ec23b23-a56c-543d-bbe0-127bd72142d7,au::100285,Tielen,Plaats
ce640525-b5ff-5676-a2b1-b6cb29680a28,au::100286,Laakdal,Plaats
e7ca8368-d7bf-5bbd-9d9e-c1bf58a5453c,au::100287,Eindhout,Plaats
53c841b0-805b-537c-aeea-564b2cee4c05,au::100288,Veerle,Plaats
7492b872-96c2-59dc-a79a-da287fd13906,au::100289,Vorst,Plaats
bf6f3c72-2ebd-5a79-9685-9c0b6c8d8776,au::100290,Lille,Plaats
30af261a-3cdb-5411-81d7-3c9ea99cb770,au::100291,Gierle,Plaats
9ad8a490-7662-5425-98c8-db051bfe1316,au::100292,Poederlee,Plaats
b24ce959-2811-5c6b-937e-cc96d4453aac,au::100293,Wechelderzande,Plaats
47b6f9f3-81ff-5183-8b52-07a7a9af7852,au::100294,Meerhout,Plaats
3fe3ceb4-3ba7-57f7-a191-a670c6dd8115,au::100295,Merksplas,Plaats
07944209-b37a-5e5c-be74-555856c8bae9,au::100296,Mol,Plaats
303379c0-aef4-53d4-a5b0-a24b58361cd3,au::100297,Mol-Achterbos,Plaats
53f38fe8-d954-5cbd-a378-6414d3b03dc2,au::100298,Mol-Millegem,Plaats
25334ab0-d2d2-5b16-80ce-6518e967f5cd,au::100299,Postel,Plaats
64bb047b-0b3b-5df0-9e02-447c37e8b3b6,au::100300,Olen,Plaats
37cb0dbf-06ab-57d0-af20-9f6796d7f1a9,au::100301,Oud-Turnhout,Plaats
6a52b6cc-d461-5e85-b4af-cbbd913f38ea,au::100302,Ravels,Plaats
7fe8a1aa-b765-52fc-bd37-e728b3158ccc,au::100303,Poppel,Plaats
d5533368-7631-506c-a483-21b0c18c6271,au::100304,Weelde,Plaats
1dd8aee5-8d75-5a9e-9f47-7cfc4fdea159,au::100305,Retie,Plaats
4a3f799b-d4fb-53fb-9c72-a4a8e1e70623,au::100306,Rijkevorsel,Plaats
3eecfeb9-c9bf-54a0-a02b-986026e248fe,au::100307,Turnhout,Plaats
b0b80f86-c71f-5f7e-ba19-8879d6c42f5c,au::100308,Vorselaar,Plaats
c4917150-35d3-5a3c-8a60-371956b9cd6e,au::100309,Vosselaar,Plaats
0c4110ff-a937-511f-84fd-e7ca121c32e9,au::100310,Westerlo,Plaats
826982ee-c661-5909-be75-bc0543a5068d,au::100311,Oevel,Plaats
88c00430-d1a0-5a20-b10d-649340b67b25,au::100312,Tongerlo,Plaats
9d2e6524-00cb-51a2-a1ca-62fdcd420dbf,au::100313,Zoerle-Parwijs,Plaats
3d581b52-71c5-5bc9-8d1c-00930c68fccf,au::100314,Limburg,Plaats
36cc89b7-55bd-5102-acc0-89ab9d53ddcb,au::100315,Hasselt,Plaats
543555dd-7143-5c1b-a38c-cd5f9dc5e7a6,au::100316,As,Plaats
f889a358-a44d-5759-add4-f69a476fa03f,au::100317,Niel-bij-As,Plaats
a4d389f2-6221-5cae-b5b7-ac1539f0ee01,au::100318,Beringen,Plaats
d949e308-71e4-51b0-8672-f995d172dca3,au::100319,Beverlo,Plaats
