ResourceID,card,order,Transactions
01c8e252-0dd6-595d-bf6d-27747e0a3e2f,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""5acdcabb-9c98-4fd5-93d0-39ea7efb6c63"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17b20e83-e4e8-41da-9470-7b917b7e4334"", ""inverseOntologyProperty"": """"}]"
031756e2-6d4a-5915-b5db-a9235abdbddc,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""505777b5-12a5-4717-898c-ae794a825666"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7d9ccf9f-2f80-4e15-a2a4-65e197a3337c"", ""inverseOntologyProperty"": """"}]"
03b574ab-218f-505e-bfab-98ae1b7d7a11,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""b8fd82ae-8f8f-4578-bb9b-0b5f7261cc09"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0e21736d-286f-49f6-87c6-786e266d16b2"", ""inverseOntologyProperty"": """"}]"
043475a8-e637-52ef-904f-63521481bc6f,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""cede0d48-2e51-4734-a3c0-e028085ab3f1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bffca1c3-0dd0-4d8e-83cd-5d18d2d5bb74"", ""inverseOntologyProperty"": """"}]"
07406529-3cbf-51d6-b811-14df16ebd749,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""f7623302-972a-4ffb-bf7b-41653bf2e209"", ""ontologyProperty"": """", ""resourceXresourceId"": ""120f32ce-3e7e-45f6-b1e5-34a2d6b4a37d"", ""inverseOntologyProperty"": """"}]"
07aed2ec-fdbe-5ba6-9a16-08d4e656671f,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""81c88e05-cedb-4430-8cc5-f362e63a3300"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e391bd4c-d0c7-4af8-9f7b-649d7c4accac"", ""inverseOntologyProperty"": """"}]"
07ce82de-1427-522a-9104-eb4115abce36,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""7557bd55-6fa2-4b67-b0cc-046d6f84e3c2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0ffac8eb-dc67-46c4-ab86-206fa1d2d4be"", ""inverseOntologyProperty"": """"}]"
07f81063-b1b9-591c-ad48-a00b75eff13d,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""39e98095-235b-4534-bee7-9ce9c9a60edf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""28ee1759-9ea7-4941-aa61-28db744bada4"", ""inverseOntologyProperty"": """"}]"
094b1e6a-fb10-5f5b-9cfc-f1a1a512634b,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""c9d5405b-69a2-4b39-904f-39077a89e030"", ""ontologyProperty"": """", ""resourceXresourceId"": ""090792df-f4ed-47ae-b363-41733ac5aaff"", ""inverseOntologyProperty"": """"}]"
099bdc25-6a29-5a27-a2a6-9f1c6eaf8cfe,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""3e27fc45-ffb9-4681-81b5-98b8b0bc1ec9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a8782778-a03e-4cd1-8716-3d23663cd833"", ""inverseOntologyProperty"": """"}]"
09d39614-36b5-5378-b81b-f7ce4dd33d9e,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""c2b70a9e-8877-4ab3-ac0e-9ac406e78f11"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c7260e9b-a7cc-4fc9-9e82-f7122e0d75cb"", ""inverseOntologyProperty"": """"}]"
09dc991c-d65d-550f-9478-0161270a8013,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""5ab8cfe6-f334-4f86-85d6-400ecd194ef9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2855bc6a-9026-4e7d-988f-cc6d23450090"", ""inverseOntologyProperty"": """"}]"
0aa63493-e46a-5a31-83a6-a085c760ce5e,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""6f115147-ede3-4336-b142-02e0d929bfa0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""29118de5-eeaa-41b0-a0d5-761166072b60"", ""inverseOntologyProperty"": """"}]"
0cb1347d-9421-524a-ac51-f9ef52824e90,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""d4efebfe-4897-4d11-9aad-bfe90d801bd1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6f0f6856-c663-4240-bbe8-71937a44d221"", ""inverseOntologyProperty"": """"}]"
0d9b6087-0a9e-519e-9db4-78c093e1a3fd,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""5039e0c2-8c94-4054-a7fb-9ec1c9fac67e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9c27272b-9ed7-4058-a8f0-de2b8e9f4e28"", ""inverseOntologyProperty"": """"}]"
0dd33f22-6022-54eb-b09e-eaa4186c4846,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""c6ab472b-8075-43a5-b8c4-368b1d7974c9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6ebe6f2f-5e99-4463-9c01-ed5a7a2c45c7"", ""inverseOntologyProperty"": """"}]"
0e271133-2775-51bb-b8c8-bf39ae7a85f1,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""02b83d26-f13d-479d-8741-e82f9ef9755f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43d47e43-3449-4485-bd9e-141221c0309c"", ""inverseOntologyProperty"": """"}]"
0fc429d5-3926-59eb-b6fe-5aebd50a05be,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""c8483328-7df3-469c-b2e4-8e0edac1cc09"", ""ontologyProperty"": """", ""resourceXresourceId"": ""875bfd78-7eff-471c-87bb-924768614df2"", ""inverseOntologyProperty"": """"}]"
1025d649-2e10-5fdd-9ec1-416c23957123,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""6ff8025d-3b1b-449c-bf4a-a9fcfcfa0257"", ""ontologyProperty"": """", ""resourceXresourceId"": ""daa1b965-8834-49cd-9538-5b2db826fc9f"", ""inverseOntologyProperty"": """"}]"
112fada8-207e-5e19-a6be-77374be5bd86,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""bbba59be-0911-4137-8e03-2136fea9146f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cab1cd04-6720-4c62-84cb-48a16056a90c"", ""inverseOntologyProperty"": """"}]"
1172f33e-384c-55d9-a9e5-a988d37053b5,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""10e42be9-8c30-482d-ae86-e3669de4fff2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5443169e-2eb3-4352-ac8b-8a1ffd8bf877"", ""inverseOntologyProperty"": """"}]"
11e77783-028f-5c86-8f00-ce05e3d90c16,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""3cafd02d-0e4b-4b26-a051-e571962c1553"", ""ontologyProperty"": """", ""resourceXresourceId"": ""326578a2-722e-47cd-9c24-bd529eb8a476"", ""inverseOntologyProperty"": """"}]"
125c8eed-aa1d-5ccc-bb67-e8a555cdc8b4,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""89807961-347e-40b1-a68f-e26dba031761"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f55358a8-0d10-47ab-b558-bb8e8103d8a3"", ""inverseOntologyProperty"": """"}]"
13ab5829-c40a-5ec3-8ed3-86320ba5f147,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""3008dbb9-5ab7-4125-a89f-453b6f2f63c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e717ac50-a77e-4ff7-95ab-5eb3eb47f824"", ""inverseOntologyProperty"": """"}]"
13ed4e87-4215-5c52-a594-fd7ede674dbd,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""ad1fcc08-66c3-418c-b0ef-bd695a5a1ee7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""90f61506-b673-4c39-9b00-e8c8a58edfb1"", ""inverseOntologyProperty"": """"}]"
14859b3f-1d1a-587d-b1c8-84dfa9030e4a,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""932cffac-9a0a-44b8-ad21-f18f2171b574"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bf7ca85b-fb2b-46ef-9121-48b9961782d4"", ""inverseOntologyProperty"": """"}]"
1501a300-821b-57ba-ba5d-ee388f1ad578,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""b4256d8f-e66c-4419-b85a-f371e879ca14"", ""ontologyProperty"": """", ""resourceXresourceId"": ""522098f8-961c-4a01-b15f-842f6529c8ff"", ""inverseOntologyProperty"": """"}]"
15b73281-6d16-57c0-b1a1-0bcb4cf7b49a,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""228cadac-e2f5-4020-a405-dc0e556ad289"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6b85c6c2-7a90-4dc1-8410-22e6bb5a9403"", ""inverseOntologyProperty"": """"}]"
15f27be2-61cb-5ba6-a8de-95777fd32235,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""68768228-2c21-4dbe-9728-bf6d88218e20"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3491a22b-2576-49fa-abb2-d006a51ec806"", ""inverseOntologyProperty"": """"}]"
165eea60-18b3-5c25-9ac8-5ee92f296341,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""4c22833d-67c3-468a-ae9e-c68d066d7333"", ""ontologyProperty"": """", ""resourceXresourceId"": ""64974be3-951c-4d46-b839-b796854664bd"", ""inverseOntologyProperty"": """"}]"
