ResourceID,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,originators (administrative),,,
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,getuige,,,
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,writers (clerical workers),,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,recipients (people),,,
b56d499f-8ab6-5605-b1f1-e494d979fb63,signers,,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,originators (administrative),,,
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,recipients (people),,,
99003766-9415-5d2b-98e7-d79b7807c2bb,originators (administrative),,,
99003766-9415-5d2b-98e7-d79b7807c2bb,signers,,,
812755cc-f2e7-5402-9774-9014079a0ea5,originators (administrative),,,
812755cc-f2e7-5402-9774-9014079a0ea5,recipients (people),,,
812755cc-f2e7-5402-9774-9014079a0ea5,writers (clerical workers),,,
2b35c8d5-d0e5-510f-aac3-6fab69a6842d,originators (administrative),,,
2b35c8d5-d0e5-510f-aac3-6fab69a6842d,writers (clerical workers),,,
00f441cc-a274-59ff-93e6-ab79435a4af4,originators (administrative),,,
00f441cc-a274-59ff-93e6-ab79435a4af4,begunstiger,,,
00f441cc-a274-59ff-93e6-ab79435a4af4,signers,,,
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,recipients (people),,,
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,begunstiger,,,
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,signers,,,
8c865d12-a422-5a72-81e3-49dd1e30c5e7,originators (administrative),,,
67f06f02-d177-5d72-8bec-fff07c5f5160,originators (administrative),,,
67f06f02-d177-5d72-8bec-fff07c5f5160,signers,,,
67f06f02-d177-5d72-8bec-fff07c5f5160,signers,,,
5bc0a533-73fc-50a5-a5f0-4096f29d3b80,originators (administrative),,,
5bc0a533-73fc-50a5-a5f0-4096f29d3b80,writers (clerical workers),,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,originators (administrative),,,
dd978c16-3568-5acb-8117-84c35fa9d8b6,recipients (people),,,
d3bc780d-7e26-55fa-8e90-54ee7fb8785e,originators (administrative),,,
6b2b5f77-d852-5193-8d8d-05696a203ba5,originators (administrative),,,
6b2b5f77-d852-5193-8d8d-05696a203ba5,recipients (people),,,
6b2b5f77-d852-5193-8d8d-05696a203ba5,recipients (people),,,
6b2b5f77-d852-5193-8d8d-05696a203ba5,writers (clerical workers),,,
e5345a9c-c26d-5f23-954b-0b469c6a7e05,originators (administrative),,,
1635f9f5-7768-5f30-ab4a-8d0c9b599fda,originators (administrative),,,
1635f9f5-7768-5f30-ab4a-8d0c9b599fda,writers (clerical workers),,,
c04c9025-0219-5cae-8879-4abbc0af96a5,originators (administrative),,,
c04c9025-0219-5cae-8879-4abbc0af96a5,recipients (people),,,
90d4e0fc-abe9-51ac-bc78-09a705cbc484,originators (administrative),,,
90d4e0fc-abe9-51ac-bc78-09a705cbc484,recipients (people),,,
90d4e0fc-abe9-51ac-bc78-09a705cbc484,writers (clerical workers),,,
2f80201a-9d43-50fd-96d5-f30d3559fd0a,originators (administrative),,,
1a165255-ed21-5e9b-9272-dab7bc7ac3cd,originators (administrative),,,
db9dd6fc-84e4-5cda-ada6-f44c52283e79,originators (administrative),,,
a09ddf78-2739-5937-93b6-198194e27820,originators (administrative),,,
a09ddf78-2739-5937-93b6-198194e27820,recipients (people),,,
5c8d58b1-074b-5294-a3ff-fa3359950804,originators (administrative),,,
5c8d58b1-074b-5294-a3ff-fa3359950804,recipients (people),,,
7f313a7b-8908-5715-a298-e4bb13353465,originators (administrative),,,
7f313a7b-8908-5715-a298-e4bb13353465,recipients (people),,,
7f313a7b-8908-5715-a298-e4bb13353465,writers (clerical workers),,,
6367bb70-e0bf-5b47-b9b4-4068ab744e6c,originators (administrative),,,
f5c777c2-b746-58c7-b637-0d43faaa684c,originators (administrative),,,
f5c777c2-b746-58c7-b637-0d43faaa684c,writers (clerical workers),,,
461ccabb-60ef-5a33-a0a1-7e7f0b7e5d43,originators (administrative),(kopiist),,
461ccabb-60ef-5a33-a0a1-7e7f0b7e5d43,writers (clerical workers),(auteur),,
75ae821c-f613-526a-b1fa-9a3dc0dcea0c,originators (administrative),,,
75ae821c-f613-526a-b1fa-9a3dc0dcea0c,recipients (people),,,
0bc9312c-6144-52e7-a6c5-a5eddb4de869,originators (administrative),,,
205f2c2f-c525-523f-b846-96abd9ec935f,originators (administrative),,,
205f2c2f-c525-523f-b846-96abd9ec935f,signers,,,
fd39fa72-4a4c-5e93-85f9-8b72e8a24046,originators (administrative),,,
fd39fa72-4a4c-5e93-85f9-8b72e8a24046,writers (clerical workers),,,
fd39fa72-4a4c-5e93-85f9-8b72e8a24046,writers (clerical workers),,,
5bb7db1b-2f7e-5773-9d19-e898649120e3,originators (administrative),,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,originators (administrative),,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,recipients (people),,,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,writers (clerical workers),,,
8ffa4fe6-ea72-50f0-9263-82a7a355e773,recipients (people),,,
8ffa4fe6-ea72-50f0-9263-82a7a355e773,writers (clerical workers),,,
89e77b32-f536-54a4-9244-c8350f761c98,recipients (people),,,
89e77b32-f536-54a4-9244-c8350f761c98,recipients (people),,,
89e77b32-f536-54a4-9244-c8350f761c98,recipients (people),,,
89e77b32-f536-54a4-9244-c8350f761c98,begunstiger,,,
89e77b32-f536-54a4-9244-c8350f761c98,begunstiger,,,
e1de6875-3670-51a2-8cf9-6d799baa1330,originators (administrative),,,
e1de6875-3670-51a2-8cf9-6d799baa1330,writers (clerical workers),,,
1a27a405-4f9b-5aae-88e4-36a7769e6661,originators (administrative),,,
1a27a405-4f9b-5aae-88e4-36a7769e6661,writers (clerical workers),,,
47cf333b-c8b7-5007-bffd-1cac013f988e,originators (administrative),,,
47cf333b-c8b7-5007-bffd-1cac013f988e,recipients (people),,,
37dd6344-9543-5f34-ad03-51cf572ac425,originators (administrative),,,
db4bee96-a1ef-5796-8538-fe484c2e11c6,originators (administrative),,,
db4bee96-a1ef-5796-8538-fe484c2e11c6,signers,,,
9f3270ec-a3e0-5430-977b-038bdf716879,originators (administrative),,,
fc21541f-a5b7-5a46-85e0-cc539a873f78,originators (administrative),,,
fc21541f-a5b7-5a46-85e0-cc539a873f78,signers,,,
0e3d92c0-d950-5219-8f34-214124603e7e,originators (administrative),,,
0e3d92c0-d950-5219-8f34-214124603e7e,signers,,,
0e3d92c0-d950-5219-8f34-214124603e7e,signers,,,
0e3d92c0-d950-5219-8f34-214124603e7e,signers,,,
0e3d92c0-d950-5219-8f34-214124603e7e,signers,,,
f932016d-6778-5a0f-ad10-ac25c2095bf2,originators (administrative),,,
f932016d-6778-5a0f-ad10-ac25c2095bf2,recipients (people),,,
f932016d-6778-5a0f-ad10-ac25c2095bf2,writers (clerical workers),,,
68cb4d36-8a18-5160-b5c2-6efcecf21aa8,originators (administrative),,,
68cb4d36-8a18-5160-b5c2-6efcecf21aa8,recipients (people),,,
68cb4d36-8a18-5160-b5c2-6efcecf21aa8,writers (clerical workers),,,
c8b7f424-4a03-5982-af2c-209424b68d8e,originators (administrative),,,
17929a17-9a68-5a3b-ae82-5e6ea8e22681,originators (administrative),,,
17929a17-9a68-5a3b-ae82-5e6ea8e22681,recipients (people),,,
8f3120fc-19f9-508d-b595-011936ba8380,originators (administrative),,,
b6283bf7-ef32-55e6-ab11-946b0a31fa38,originators (administrative),,,
b6283bf7-ef32-55e6-ab11-946b0a31fa38,originators (administrative),,,
5e5a3696-0971-5048-b844-9b6dc85ef769,originators (administrative),,,
5e5a3696-0971-5048-b844-9b6dc85ef769,recipients (people),,,
5e5a3696-0971-5048-b844-9b6dc85ef769,writers (clerical workers),,,
379e2914-fbe7-5981-8ed6-44b9d69bca9f,originators (administrative),,,
379e2914-fbe7-5981-8ed6-44b9d69bca9f,recipients (people),,,
379e2914-fbe7-5981-8ed6-44b9d69bca9f,writers (clerical workers),,,
8551d554-e49f-5cd2-bcf7-e2ee6354e2cf,originators (administrative),,,
8551d554-e49f-5cd2-bcf7-e2ee6354e2cf,getuige,,,
2dd83a6e-6d3f-583c-b49a-c2a5aa7eff9a,originators (administrative),,,
857aa1b6-1743-5bb3-9a33-50000bb28f81,originators (administrative),,,
2045556e-3f91-57d5-9896-b2434c530d13,recipients (people),,,
2045556e-3f91-57d5-9896-b2434c530d13,writers (clerical workers),,,
173392e3-b0ac-5fe3-a256-588da1d0392a,recipients (people),,,
173392e3-b0ac-5fe3-a256-588da1d0392a,recipients (people),,,
4bcd8c83-b31e-5038-81d3-e761e4dc3293,originators (administrative),,,
60fca594-adb6-5b88-ba57-cfa947278320,originators (administrative),,,
60fca594-adb6-5b88-ba57-cfa947278320,recipients (people),,,
60fca594-adb6-5b88-ba57-cfa947278320,writers (clerical workers),,,
5b671649-4092-5832-a1f9-a8ca4b0774e4,originators (administrative),,,
5b671649-4092-5832-a1f9-a8ca4b0774e4,begunstiger,,,
d5a3a593-2e2b-5b53-873b-6d921d86b2d6,originators (administrative),,,
d5a3a593-2e2b-5b53-873b-6d921d86b2d6,signers,,,
a5be2e94-1c1f-5b1c-afa7-0d90d3c1ad91,originators (administrative),,,
5a3b38ae-e90f-54e3-bee3-2197d07dca50,recipients (people),,,
5a3b38ae-e90f-54e3-bee3-2197d07dca50,recipients (people),,,
5a3b38ae-e90f-54e3-bee3-2197d07dca50,recipients (people),,,
5a3b38ae-e90f-54e3-bee3-2197d07dca50,begunstiger,,,
5a3b38ae-e90f-54e3-bee3-2197d07dca50,begunstiger,,,
71368d70-ac7d-5355-aaac-dac6cea8f946,recipients (people),,,
71368d70-ac7d-5355-aaac-dac6cea8f946,writers (clerical workers),,,
0271fa34-0f33-5df4-b297-36053f62a2cc,originators (administrative),,,
0271fa34-0f33-5df4-b297-36053f62a2cc,recipients (people),,,
db60acd0-4fa3-584f-894c-6d0a828d2098,originators (administrative),,,
db60acd0-4fa3-584f-894c-6d0a828d2098,recipients (people),,,
301a244a-7da1-5132-8326-287a7034ae8c,originators (administrative),,,
ecc8a14b-d4cd-573e-b6be-b229505ada0e,originators (administrative),,,
ecc8a14b-d4cd-573e-b6be-b229505ada0e,writers (clerical workers),,,
86a4a758-4d7d-50f8-8bc2-b5ec8d5b169f,originators (administrative),,,
86a4a758-4d7d-50f8-8bc2-b5ec8d5b169f,signers,,,
f4b3328c-24a8-51b1-b7f1-4532e846af81,originators (administrative),,,
97caed4b-b793-5fe5-8470-4b8b3fc224ac,originators (administrative),,,
46406d70-531f-5e36-b16d-32c373cc71dd,originators (administrative),,,
46406d70-531f-5e36-b16d-32c373cc71dd,recipients (people),,,
46406d70-531f-5e36-b16d-32c373cc71dd,getuige,,,
5a36c39f-3aa0-54ae-8150-d5970e7813fd,originators (administrative),,,
5a36c39f-3aa0-54ae-8150-d5970e7813fd,originators (administrative),,,
5a36c39f-3aa0-54ae-8150-d5970e7813fd,recipients (people),,,
5a36c39f-3aa0-54ae-8150-d5970e7813fd,writers (clerical workers),,,
8ef821da-d11d-5397-868d-7114c5bd311e,originators (administrative),,,
8ef821da-d11d-5397-868d-7114c5bd311e,recipients (people),,,
8ef821da-d11d-5397-868d-7114c5bd311e,writers (clerical workers),,,
e3c2fd80-7f3f-5856-86e7-f3a62ab65c99,originators (administrative),,,
e3c2fd80-7f3f-5856-86e7-f3a62ab65c99,originators (administrative),,,
623dd63c-e26e-55d7-87c4-338d87093cab,originators (administrative),,,
623dd63c-e26e-55d7-87c4-338d87093cab,recipients (people),,,
fbbb976b-2ac4-5588-b133-cfd3aef4cd9f,originators (administrative),,,
d691f4b8-e832-597e-b0c6-fddbc3562018,recipients (people),,,
d691f4b8-e832-597e-b0c6-fddbc3562018,writers (clerical workers),,,
6535a40d-d969-5a94-b08a-83552702125d,recipients (people),,,
6535a40d-d969-5a94-b08a-83552702125d,writers (clerical workers),,,
780ee72b-6eff-5922-aa06-2fa85a3019b6,originators (administrative),,,
780ee72b-6eff-5922-aa06-2fa85a3019b6,writers (clerical workers),,,
ee2776b8-9a6c-5094-a710-c7449ca5d9d1,originators (administrative),,,
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,recipients (people),,,
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,begunstiger,,,
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,signers,,,
d015ace3-fa4c-5508-8e0a-82b02136bf5c,originators (administrative),,,
d0498b1d-3d58-5de0-be5a-31868607c143,originators (administrative),,,
d0498b1d-3d58-5de0-be5a-31868607c143,recipients (people),,,
d0498b1d-3d58-5de0-be5a-31868607c143,writers (clerical workers),,,
4f4dee13-d8e2-5793-b654-70f02ce62ed2,originators (administrative),,,
4f4dee13-d8e2-5793-b654-70f02ce62ed2,signers,,,
ee6fbec6-15e3-5af2-b4cb-e99b17cc8283,originators (administrative),,,
ee6fbec6-15e3-5af2-b4cb-e99b17cc8283,recipients (people),,,
bfa4a29b-4cf3-5477-b2b0-2b7453c545b0,originators (administrative),,,
a85d9c5c-5ecb-5ae2-b1d7-fa7b7483d257,originators (administrative),,,
a85d9c5c-5ecb-5ae2-b1d7-fa7b7483d257,recipients (people),,,
dd34547b-589a-5009-afec-5dcf9ca4e7e5,originators (administrative),,,
737fcb23-f90b-5f64-9b1d-aa54b4107424,originators (administrative),,,
44a08216-abdd-5360-b18b-6d184364d9d3,originators (administrative),,,
1a5f2b27-cf11-501d-8c92-5580986334f9,originators (administrative),,,
1a5f2b27-cf11-501d-8c92-5580986334f9,recipients (people),,,
1a5f2b27-cf11-501d-8c92-5580986334f9,begunstiger,,,
1a5f2b27-cf11-501d-8c92-5580986334f9,signers,,,
1d9df6f8-63c7-534b-ac8c-e78603455e2d,originators (administrative),,,
1d9df6f8-63c7-534b-ac8c-e78603455e2d,writers (clerical workers),,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,originators (administrative),,,
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,writers (clerical workers),,,
09c44ab5-d181-5cbd-a83f-af4728479b9c,originators (administrative),,,
09c44ab5-d181-5cbd-a83f-af4728479b9c,recipients (people),,,
0aee682c-67c3-530e-9fb6-3daef4a83e33,originators (administrative),,,
ec26d06d-411a-514f-867d-712b9bdf9532,originators (administrative),,,
ec26d06d-411a-514f-867d-712b9bdf9532,signers,,,
ec26d06d-411a-514f-867d-712b9bdf9532,signers,,,
ec26d06d-411a-514f-867d-712b9bdf9532,signers,,,
ec26d06d-411a-514f-867d-712b9bdf9532,signers,,,
ec26d06d-411a-514f-867d-712b9bdf9532,signers,,,
4e4ed183-0d91-5347-b7b6-af35db18d3ff,originators (administrative),,,
4e4ed183-0d91-5347-b7b6-af35db18d3ff,writers (clerical workers),,,
ed7ddb61-11da-5693-b503-ccf22244ec16,originators (administrative),,,
ca08ab1b-02d5-544c-b24c-49929bf99852,originators (administrative),,,
ca08ab1b-02d5-544c-b24c-49929bf99852,recipients (people),,,
ca08ab1b-02d5-544c-b24c-49929bf99852,writers (clerical workers),,,
81aad390-43d4-53a8-9793-455cf29e2d73,originators (administrative),,,
81aad390-43d4-53a8-9793-455cf29e2d73,signers,Datum: 30.01.1706,,
ac89b905-ef82-5bfc-950d-f73dfc3f418b,originators (administrative),,,
a733cadc-0928-5c15-863e-3a51bf38ac13,originators (administrative),,,
a733cadc-0928-5c15-863e-3a51bf38ac13,originators (administrative),,,
0a8ad24d-06ef-5fc5-a44c-183b308a695c,originators (administrative),,,
0a8ad24d-06ef-5fc5-a44c-183b308a695c,recipients (people),,,
ed92343e-6b0c-5517-af9d-c1f1f6c14f8c,originators (administrative),,,
ed92343e-6b0c-5517-af9d-c1f1f6c14f8c,recipients (people),,,
ed92343e-6b0c-5517-af9d-c1f1f6c14f8c,signers,,,
224d9d00-0803-5155-86f9-59d7cdea0c8a,originators (administrative),,,
224d9d00-0803-5155-86f9-59d7cdea0c8a,recipients (people),,,
224d9d00-0803-5155-86f9-59d7cdea0c8a,writers (clerical workers),,,
35734f5f-fb78-5e2f-9bee-923239680429,originators (administrative),,,
35734f5f-fb78-5e2f-9bee-923239680429,recipients (people),,,
9f0ae734-f0c3-50e4-946c-243b6eaed8bd,originators (administrative),,,
9f0ae734-f0c3-50e4-946c-243b6eaed8bd,signers,,,
f2c3f933-e405-5914-80f8-5394a93b77f0,originators (administrative),,,
f2c3f933-e405-5914-80f8-5394a93b77f0,signers,,,
f2c3f933-e405-5914-80f8-5394a93b77f0,signers,,,
751f9009-b85d-50f7-b394-c9a855051108,recipients (people),,,
751f9009-b85d-50f7-b394-c9a855051108,writers (clerical workers),,,
751f9009-b85d-50f7-b394-c9a855051108,writers (clerical workers),,,
ae1b3d96-ce9e-56d5-9b19-8669b9bb0b84,originators (administrative),,,
ae1b3d96-ce9e-56d5-9b19-8669b9bb0b84,writers (clerical workers),,,
40d900ea-9c6c-5589-97fa-ed518d3af2cc,originators (administrative),,,
40d900ea-9c6c-5589-97fa-ed518d3af2cc,recipients (people),,,
40d900ea-9c6c-5589-97fa-ed518d3af2cc,begunstiger,,,
7743fa8b-2b1e-5ef4-bf6d-6eced8200516,originators (administrative),,,
7743fa8b-2b1e-5ef4-bf6d-6eced8200516,recipients (people),,,
e77ac24e-e805-5670-815e-12673803c9e0,originators (administrative),,,
2710272f-0932-541c-99a7-97b1d34cc378,originators (administrative),,,
f15d7c4f-8a07-5f42-afad-192df19c4fe7,originators (administrative),,,
f15d7c4f-8a07-5f42-afad-192df19c4fe7,recipients (people),,,
bdfc6536-aedd-5fa3-834c-7bf7fb00977c,recipients (people),,,
bdfc6536-aedd-5fa3-834c-7bf7fb00977c,writers (clerical workers),,,
bdfc6536-aedd-5fa3-834c-7bf7fb00977c,writers (clerical workers),,,
05c94a6e-f242-5db2-abe6-fc5c3ac1a80c,originators (administrative),,,
05c94a6e-f242-5db2-abe6-fc5c3ac1a80c,recipients (people),,,
05c94a6e-f242-5db2-abe6-fc5c3ac1a80c,begunstiger,,,
c2d9af40-6e2a-5e3b-a811-d886fb0803ae,recipients (people),,,
c2d9af40-6e2a-5e3b-a811-d886fb0803ae,recipients (people),,,
c2d9af40-6e2a-5e3b-a811-d886fb0803ae,writers (clerical workers),,,
36a3d200-ee4b-5857-96a2-edbae7510816,signers,,,
95e84be5-1c00-5ca0-ba9a-20af0043676e,originators (administrative),,,
98eea8f6-c4de-5f50-bb11-0a1b7b8dc83b,originators (administrative),,,
f2b05e2a-b1a9-54d7-9387-1d86b7797784,originators (administrative),,,
f2b05e2a-b1a9-54d7-9387-1d86b7797784,originators (administrative),,,
de180aae-e556-5094-94af-9aa2d3821821,originators (administrative),,,
cab46494-4b6a-50d1-b167-e83bf1094d1e,originators (administrative),,,
e107cd92-5e94-5781-b20b-c272950196ca,originators (administrative),,,
e107cd92-5e94-5781-b20b-c272950196ca,writers (clerical workers),,,
b5c81bab-24cd-5a40-8859-0915a216f259,originators (administrative),,,
daa05c79-84a0-5fc8-aad6-37822f8bee69,originators (administrative),,,
daa05c79-84a0-5fc8-aad6-37822f8bee69,recipients (people),,,
daa05c79-84a0-5fc8-aad6-37822f8bee69,writers (clerical workers),,,
5d29324e-8724-5c76-8e06-8c719144eb99,originators (administrative),,,
c4005d76-f02a-5d04-9fff-38ae70308ab6,originators (administrative),,,
c3772d5a-9caa-56af-a9c3-3eff0699b645,originators (administrative),,,
1cc0f223-edd2-56d9-a312-ddca9a46476b,originators (administrative),,,
1cc0f223-edd2-56d9-a312-ddca9a46476b,recipients (people),,,
1cc0f223-edd2-56d9-a312-ddca9a46476b,writers (clerical workers),,,
4d8a45d3-21ae-5ba9-9fcf-4217e3692b90,originators (administrative),,,
dfb6d1de-6ff2-52c6-a70c-6ed491ba63ca,originators (administrative),,,
dfb6d1de-6ff2-52c6-a70c-6ed491ba63ca,recipients (people),,,
dfb6d1de-6ff2-52c6-a70c-6ed491ba63ca,writers (clerical workers),,,
ffeb9537-c30b-519c-aa02-7cf01ff40174,originators (administrative),,,
6a36ab81-9442-5a8c-a694-37940cd30173,recipients (people),,,
6a36ab81-9442-5a8c-a694-37940cd30173,begunstiger,,,
6a36ab81-9442-5a8c-a694-37940cd30173,signers,,,
78b969f5-a651-57b5-8fa2-e52b4eee818f,originators (administrative),,,
78b969f5-a651-57b5-8fa2-e52b4eee818f,recipients (people),,,
455d88b3-5367-5215-9cb1-f71a250a87ef,originators (administrative),,,
455d88b3-5367-5215-9cb1-f71a250a87ef,recipients (people),,,
455d88b3-5367-5215-9cb1-f71a250a87ef,writers (clerical workers),,,
794a2bcb-507f-5a1b-a6f0-d6dfa6a83b6d,originators (administrative),,,
a9a0f113-2c5a-58ba-9d65-9bef8aa3a9df,originators (administrative),,,
a9a0f113-2c5a-58ba-9d65-9bef8aa3a9df,recipients (people),,,
c226f9f9-3d05-5498-86f3-b5cc7a581880,originators (administrative),,,
d168c7f0-4512-5103-bdea-c9fe32aec1dc,originators (administrative),,,
d168c7f0-4512-5103-bdea-c9fe32aec1dc,recipients (people),,,
fcf4ae2b-8e8d-5d5b-ae84-fd9c535aefc4,originators (administrative),,,
29ba7975-7e00-51cc-948d-ba020d86d885,recipients (people),,,
29ba7975-7e00-51cc-948d-ba020d86d885,writers (clerical workers),,,
29ba7975-7e00-51cc-948d-ba020d86d885,writers (clerical workers),,,
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,originators (administrative),,,
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,recipients (people),,,
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,writers (clerical workers),,,
1d8b6aa6-3747-5a73-b0cf-a000dfe6c0d7,originators (administrative),,,
1d8b6aa6-3747-5a73-b0cf-a000dfe6c0d7,recipients (people),,,
1d8b6aa6-3747-5a73-b0cf-a000dfe6c0d7,begunstiger,,,
db2aacae-f452-58aa-ad20-f48728dc5481,originators (administrative),,,
db2aacae-f452-58aa-ad20-f48728dc5481,recipients (people),,,
9d0a7a76-4a1f-5e76-9d9a-c170ce0b4e5a,originators (administrative),,,
9d0a7a76-4a1f-5e76-9d9a-c170ce0b4e5a,recipients (people),,,
5875d145-7b27-51b5-9d7d-d9a123ca1fec,originators (administrative),,,
5875d145-7b27-51b5-9d7d-d9a123ca1fec,recipients (people),,,
749b8421-fd73-568b-8618-aa24cd5c47d6,originators (administrative),,,
749b8421-fd73-568b-8618-aa24cd5c47d6,recipients (people),,,
9fda81e9-b4d7-51b9-a9c1-b69ac9ee4b9f,originators (administrative),,,
52700687-6884-53b5-9248-958bb471dbce,originators (administrative),,,
52700687-6884-53b5-9248-958bb471dbce,originators (administrative),,,
52700687-6884-53b5-9248-958bb471dbce,recipients (people),,,
52700687-6884-53b5-9248-958bb471dbce,writers (clerical workers),,,
806f8195-199c-598a-8da6-599fc058858e,originators (administrative),,,
806f8195-199c-598a-8da6-599fc058858e,writers (clerical workers),,,
a5f746ec-15ca-5fc5-b2c4-1e328cb6ecf6,originators (administrative),,,
6d7a544c-bfbc-51e4-ada6-74182533d205,originators (administrative),,,
6d7a544c-bfbc-51e4-ada6-74182533d205,recipients (people),,,
6d7a544c-bfbc-51e4-ada6-74182533d205,recipients (people),,,
6d7a544c-bfbc-51e4-ada6-74182533d205,recipients (people),,,
6d7a544c-bfbc-51e4-ada6-74182533d205,writers (clerical workers),,,
6d7a544c-bfbc-51e4-ada6-74182533d205,writers (clerical workers),,,
1a528c30-66e4-5263-9d6a-e8059daf7874,originators (administrative),,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,originators (administrative),,,
ba3fa344-195a-5907-9bc2-c83dbea1a890,getuige,,,
c56698bc-1b59-5b37-a978-c248fdbc6484,originators (administrative),,,
2af7bbec-ec71-5265-b1c0-1d22d7f0ab84,originators (administrative),,,
63df3ae3-d2de-5da4-a3d9-ff071fc9c1ba,originators (administrative),,,
63df3ae3-d2de-5da4-a3d9-ff071fc9c1ba,writers (clerical workers),,,
6c9a3b6b-ddd3-594c-bb98-8f5a90a55333,originators (administrative),,,
e46111bf-cbf9-5281-bf1c-ca0513af1ecb,recipients (people),,,
e46111bf-cbf9-5281-bf1c-ca0513af1ecb,begunstiger,,,
e46111bf-cbf9-5281-bf1c-ca0513af1ecb,signers,,,
db800c7a-f282-55f4-b9f6-7eb65a63e95d,originators (administrative),,,
b55bf815-8869-58ab-aa2d-aec104bcf5c5,originators (administrative),,,
b55bf815-8869-58ab-aa2d-aec104bcf5c5,recipients (people),,,
b55bf815-8869-58ab-aa2d-aec104bcf5c5,writers (clerical workers),,,
1916e3ae-7e6b-5c8f-83bc-f727a4330a04,originators (administrative),,,
ac236484-835b-5421-b75e-a80cf31dc98e,originators (administrative),,,
ac236484-835b-5421-b75e-a80cf31dc98e,recipients (people),,,
ac236484-835b-5421-b75e-a80cf31dc98e,writers (clerical workers),,,
d3f470c7-3a62-5ef2-badd-09000c133eee,originators (administrative),,,
d3f470c7-3a62-5ef2-badd-09000c133eee,recipients (people),,,
63d5195a-beaf-59c1-9f6e-2c25a0193b69,originators (administrative),,,
63d5195a-beaf-59c1-9f6e-2c25a0193b69,originators (administrative),,,
63d5195a-beaf-59c1-9f6e-2c25a0193b69,writers (clerical workers),,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,originators (administrative),,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,signers,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,signers,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,signers,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,signers,,,
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,writers (clerical workers),,,
110a609e-10ce-5b9a-9f0c-46a6429730a6,originators (administrative),,,
110a609e-10ce-5b9a-9f0c-46a6429730a6,writers (clerical workers),,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,originators (administrative),,,
81b02da2-fcdb-5d44-9a27-302e1e15deb7,recipients (people),,,
00e2d85a-e51c-502e-b7b4-17f7a66b9b01,recipients (people),,,
00e2d85a-e51c-502e-b7b4-17f7a66b9b01,begunstiger,,,
ae061637-9aca-53de-9042-41252b523078,originators (administrative),,,
ae061637-9aca-53de-9042-41252b523078,recipients (people),,,
5b4249c3-4e05-5744-9dc4-8bc84f8cf446,recipients (people),,,
5b4249c3-4e05-5744-9dc4-8bc84f8cf446,writers (clerical workers),,,
5b4249c3-4e05-5744-9dc4-8bc84f8cf446,writers (clerical workers),,,
ea3f473d-e14c-56db-ac62-6715fda69c6d,originators (administrative),,,
ea3f473d-e14c-56db-ac62-6715fda69c6d,writers (clerical workers),,,
10bb1e3e-f96f-5ae2-854e-465b1430584d,originators (administrative),,,
353c5c9d-cc97-5ce9-a412-e299be9186c2,originators (administrative),,,
353c5c9d-cc97-5ce9-a412-e299be9186c2,recipients (people),,,
0535cd5a-8508-5633-9ed8-fcb7734e5423,originators (administrative),,,
3a6f6047-a597-5a45-a886-247420e0e561,originators (administrative),,,
3a6f6047-a597-5a45-a886-247420e0e561,signers,,,
81a4954e-3f21-5105-8f91-cbf0c7eee977,originators (administrative),,,
81a4954e-3f21-5105-8f91-cbf0c7eee977,signers,,,
81a4954e-3f21-5105-8f91-cbf0c7eee977,signers,,,
81a4954e-3f21-5105-8f91-cbf0c7eee977,signers,,,
167bdaa8-6e05-5409-99dd-92200c813cac,recipients (people),,,
167bdaa8-6e05-5409-99dd-92200c813cac,begunstiger,,,
99942dde-265c-530d-9e7d-d1226641083c,recipients (people),,,
99942dde-265c-530d-9e7d-d1226641083c,writers (clerical workers),,,
99942dde-265c-530d-9e7d-d1226641083c,writers (clerical workers),,,
