ResourceID,card,order,Dimension Value,Dimension Type,Dimension Measurement Unit
b8b5409c-91ae-59d4-8b50-db012a9ff53a,Dimensions,1,"30,0",Width of work,Centimetres
0231e8fd-5eee-5636-93ff-3f3498c33beb,Dimensions,1,"24,0",Height of work,Centimetres
0231e8fd-5eee-5636-93ff-3f3498c33beb,Dimensions,1,"19,0",Width of work,Centimetres
8cee5a1e-60a2-50ee-9350-6c52ceb23530,Dimensions,1,"27,5",Height of work,Centimetres
8cee5a1e-60a2-50ee-9350-6c52ceb23530,Dimensions,1,"39,5",Width of work,Centimetres
2d3e31a2-3fec-5ace-96f0-0be1f186afb7,Dimensions,1,"29,0",Height of work,Centimetres
2d3e31a2-3fec-5ace-96f0-0be1f186afb7,Dimensions,1,"41,0",Width of work,Centimetres
042a7d3f-61b8-56cb-b0a9-07d8f76be226,Dimensions,1,"21,7",Height of work,Centimetres
042a7d3f-61b8-56cb-b0a9-07d8f76be226,Dimensions,1,"14,6",Width of work,Centimetres
82e91293-6e94-5a5e-a48a-89cd4b744d3d,Dimensions,1,"27,5",Height of work,Centimetres
82e91293-6e94-5a5e-a48a-89cd4b744d3d,Dimensions,1,"21,0",Width of work,Centimetres
487dad95-bb75-5f45-9b40-9d3dd8ee0d14,Dimensions,1,"27,0",Height of work,Centimetres
487dad95-bb75-5f45-9b40-9d3dd8ee0d14,Dimensions,1,"21,0",Width of work,Centimetres
532e7022-6e3d-524c-96db-2731c7d7b6b4,Dimensions,1,"34,0",Height of work,Centimetres
532e7022-6e3d-524c-96db-2731c7d7b6b4,Dimensions,1,"21,3",Width of work,Centimetres
2e263c17-2437-5318-b2ff-4b8642191284,Dimensions,1,"27,5",Height of work,Centimetres
2e263c17-2437-5318-b2ff-4b8642191284,Dimensions,1,"21,5",Width of work,Centimetres
8d2e29b6-9996-533f-9d05-7917c8ddf43f,Dimensions,1,"32,5",Height of work,Centimetres
8d2e29b6-9996-533f-9d05-7917c8ddf43f,Dimensions,1,"20,5",Width of work,Centimetres
ae010ecf-a729-5d6f-9edf-ce7ac9a9552a,Dimensions,1,"28,8",Height of work,Centimetres
ae010ecf-a729-5d6f-9edf-ce7ac9a9552a,Dimensions,1,"21,0",Width of work,Centimetres
aabcda04-bbdd-59a9-920a-6d10cd8c5c49,Dimensions,1,"27,0",Height of work,Centimetres
aabcda04-bbdd-59a9-920a-6d10cd8c5c49,Dimensions,1,"21,0",Width of work,Centimetres
4020ba1d-a6c4-5ff6-8c29-42c3c4ab41d4,Dimensions,1,"33,0",Height of work,Centimetres
4020ba1d-a6c4-5ff6-8c29-42c3c4ab41d4,Dimensions,1,"21,0",Width of work,Centimetres
b209b6e7-9bda-5e68-ade2-e5e7bb1d2397,Dimensions,1,"20,0",Height of work,Centimetres
b209b6e7-9bda-5e68-ade2-e5e7bb1d2397,Dimensions,1,"30,5",Width of work,Centimetres
4cd96a6a-6f1b-5924-8bff-e3421bded130,Dimensions,1,"21,0",Height of work,Centimetres
4cd96a6a-6f1b-5924-8bff-e3421bded130,Dimensions,1,"17,0",Width of work,Centimetres
500e4ad3-1c08-57ff-9874-eac10535e834,Dimensions,1,"29,0",Height of work,Centimetres
500e4ad3-1c08-57ff-9874-eac10535e834,Dimensions,1,"23,0",Width of work,Centimetres
f0d7b5e8-08a1-562d-9550-570e6fc04716,Dimensions,1,"22,0",Height of work,Centimetres
f0d7b5e8-08a1-562d-9550-570e6fc04716,Dimensions,1,"22,0",Width of work,Centimetres
7eb45347-0357-5a50-b9f7-1f403d936396,Dimensions,1,"11,5",Height of work,Centimetres
7eb45347-0357-5a50-b9f7-1f403d936396,Dimensions,1,"9,5",Width of work,Centimetres
4b076eb5-e8b6-5dcb-89dc-e09d10107ff5,Dimensions,1,"27,3",Height of work,Centimetres
4b076eb5-e8b6-5dcb-89dc-e09d10107ff5,Dimensions,1,"21,4",Width of work,Centimetres
087b0924-c4f9-5f36-93a5-186d940ffe5a,Dimensions,1,"17,5",Height of work,Centimetres
087b0924-c4f9-5f36-93a5-186d940ffe5a,Dimensions,1,"15,5",Width of work,Centimetres
5b64b296-0d9e-57ec-916f-47de9a020590,Dimensions,1,"32,0",Height of work,Centimetres
5b64b296-0d9e-57ec-916f-47de9a020590,Dimensions,1,"21,0",Width of work,Centimetres
e1521d6b-2902-57af-9010-bfce65aeed1f,Dimensions,1,"27,0",Height of work,Centimetres
e1521d6b-2902-57af-9010-bfce65aeed1f,Dimensions,1,"21,0",Width of work,Centimetres
ff6a0562-9695-575f-880b-41304f1eab10,Dimensions,1,"27,0",Height of work,Centimetres
ff6a0562-9695-575f-880b-41304f1eab10,Dimensions,1,"21,0",Width of work,Centimetres
7d633617-4e0b-5840-ae52-f92d404db6f8,Dimensions,1,"36,5",Height of work,Centimetres
7d633617-4e0b-5840-ae52-f92d404db6f8,Dimensions,1,"13,0",Width of work,Centimetres
326fa05c-f561-574f-a816-93a5efc78df1,Dimensions,1,"17,0",Height of work,Centimetres
326fa05c-f561-574f-a816-93a5efc78df1,Dimensions,1,"11,0",Width of work,Centimetres
bc6204d9-e13d-57e7-8123-1e5d93e95f8c,Dimensions,1,"24,0",Height of work,Centimetres
bc6204d9-e13d-57e7-8123-1e5d93e95f8c,Dimensions,1,"18,0",Width of work,Centimetres
e1c5721c-97dc-5560-a056-0668c7d5ef07,Dimensions,1,"68,0",Height of work,Centimetres
e1c5721c-97dc-5560-a056-0668c7d5ef07,Dimensions,1,"52,0",Width of work,Centimetres
634924a8-5c40-5e6c-a91c-501ed8f251d0,Dimensions,1,"20,0",Height of work,Centimetres
634924a8-5c40-5e6c-a91c-501ed8f251d0,Dimensions,1,"15,5",Width of work,Centimetres
d0fd1a97-a517-54fb-add1-7864b89860b3,Dimensions,1,"27,5",Height of work,Centimetres
d0fd1a97-a517-54fb-add1-7864b89860b3,Dimensions,1,"21,0",Width of work,Centimetres
e3d627a2-1377-5fbe-ba74-ffb0f312d3db,Dimensions,1,"28,4",Height of work,Centimetres
e3d627a2-1377-5fbe-ba74-ffb0f312d3db,Dimensions,1,"21,7",Width of work,Centimetres
8b4cc738-dd1b-53ef-aba1-71673f94aa23,Dimensions,1,"27,0",Height of work,Centimetres
8b4cc738-dd1b-53ef-aba1-71673f94aa23,Dimensions,1,"21,0",Width of work,Centimetres
014e162a-422b-53a5-a7cc-b31145381672,Dimensions,1,"22,0",Height of work,Centimetres
014e162a-422b-53a5-a7cc-b31145381672,Dimensions,1,"28,0",Width of work,Centimetres
aae3c0c2-9df1-5250-a294-5f2352f9e0c0,Dimensions,1,"27,0",Height of work,Centimetres
aae3c0c2-9df1-5250-a294-5f2352f9e0c0,Dimensions,1,"21,0",Width of work,Centimetres
fe6d3d18-15ce-5f83-81e7-d29cbab7585c,Dimensions,1,"33,0",Height of work,Centimetres
fe6d3d18-15ce-5f83-81e7-d29cbab7585c,Dimensions,1,"20,5",Width of work,Centimetres
c7c0a476-1399-5e6f-a06b-d03f660895a2,Dimensions,1,"29,3",Height of work,Centimetres
c7c0a476-1399-5e6f-a06b-d03f660895a2,Dimensions,1,"21,5",Width of work,Centimetres
e67a13f1-753e-58a4-ae80-6c412af40f4f,Dimensions,1,"32,0",Height of work,Centimetres
e67a13f1-753e-58a4-ae80-6c412af40f4f,Dimensions,1,"21,0",Width of work,Centimetres
c8b4e154-2ddd-5aae-95c2-2a4035e0ac2f,Dimensions,1,"27,0",Height of work,Centimetres
c8b4e154-2ddd-5aae-95c2-2a4035e0ac2f,Dimensions,1,"20,0",Width of work,Centimetres
6db71a3f-292f-5861-a747-ba92c7ba6ca7,Dimensions,1,"33,8",Height of work,Centimetres
6db71a3f-292f-5861-a747-ba92c7ba6ca7,Dimensions,1,"21,3",Width of work,Centimetres
03121ee9-cc5a-5ae2-a79f-d11a9547c51a,Dimensions,1,"21,0",Height of work,Centimetres
03121ee9-cc5a-5ae2-a79f-d11a9547c51a,Dimensions,1,"13,25",Width of work,Centimetres
4c6e5626-33fd-5f07-a2a3-1bb3faaf9045,Dimensions,1,"27,0",Height of work,Centimetres
4c6e5626-33fd-5f07-a2a3-1bb3faaf9045,Dimensions,1,"38,0",Width of work,Centimetres
21f2c964-cca0-5333-9105-e2bef4bddb66,Dimensions,1,"27,5",Height of work,Centimetres
21f2c964-cca0-5333-9105-e2bef4bddb66,Dimensions,1,"36,0",Width of work,Centimetres
03fc60eb-4479-57ad-b611-7b9acaa3e50e,Dimensions,1,"23,5",Height of work,Centimetres
03fc60eb-4479-57ad-b611-7b9acaa3e50e,Dimensions,1,"29,0",Width of work,Centimetres
20d8f33d-376e-5988-a4d3-abf3eba4bbe0,Dimensions,1,"24,0",Height of work,Centimetres
20d8f33d-376e-5988-a4d3-abf3eba4bbe0,Dimensions,1,"19,0",Width of work,Centimetres
57f19257-318a-5179-ae44-02084db219e6,Dimensions,1,"16,5",Height of work,Centimetres
57f19257-318a-5179-ae44-02084db219e6,Dimensions,1,"21,5",Width of work,Centimetres
664d47a9-0621-5d45-9852-c92979c28a6f,Dimensions,1,"27,0",Height of work,Centimetres
664d47a9-0621-5d45-9852-c92979c28a6f,Dimensions,1,"21,0",Width of work,Centimetres
f1b0a574-b0be-5bbb-ac89-e354b76f5f34,Dimensions,1,"42,2",Height of work,Centimetres
f1b0a574-b0be-5bbb-ac89-e354b76f5f34,Dimensions,1,"29,5",Width of work,Centimetres
26bf11cf-6023-52db-bd46-1a7d23cd21bd,Dimensions,1,"26,5",Height of work,Centimetres
26bf11cf-6023-52db-bd46-1a7d23cd21bd,Dimensions,1,"37,5",Width of work,Centimetres
86af526e-aa73-5c08-9600-ca3ef25cb929,Dimensions,1,"27,0",Height of work,Centimetres
86af526e-aa73-5c08-9600-ca3ef25cb929,Dimensions,1,"21,0",Width of work,Centimetres
66eb60de-24a9-5936-ac97-848778181837,Dimensions,1,"27,5",Height of work,Centimetres
66eb60de-24a9-5936-ac97-848778181837,Dimensions,1,"41,0",Width of work,Centimetres
413d773a-1c52-5c8a-a344-5a4713d05631,Dimensions,1,"32,0",Height of work,Centimetres
413d773a-1c52-5c8a-a344-5a4713d05631,Dimensions,1,"26,0",Width of work,Centimetres
8a9be4a0-996a-596b-8b7b-230a53588ebe,Dimensions,1,"27,5",Height of work,Centimetres
8a9be4a0-996a-596b-8b7b-230a53588ebe,Dimensions,1,"21,0",Width of work,Centimetres
5afeb490-cc8e-57e9-a983-92e3cbe01821,Dimensions,1,"27,5",,Centimetres
5afeb490-cc8e-57e9-a983-92e3cbe01821,Dimensions,1,"21,0",,Centimetres
d60b5c1f-8e9c-529a-96e5-e517a2d14757,Dimensions,1,"27,5",,Centimetres
d60b5c1f-8e9c-529a-96e5-e517a2d14757,Dimensions,1,"21,0",,Centimetres
d1346b06-06c9-5cd9-be9c-2e0853cfb994,Dimensions,1,"27,5",,Centimetres
d1346b06-06c9-5cd9-be9c-2e0853cfb994,Dimensions,1,"21,0",,Centimetres
3f9411db-812d-5e1b-bf65-dc2a94d7c248,Dimensions,1,"27,5",,Centimetres
3f9411db-812d-5e1b-bf65-dc2a94d7c248,Dimensions,1,"21,0",,Centimetres
09ef6e56-46fd-54dd-aa9b-2ac90a298d32,Dimensions,1,"27,5",,Centimetres
09ef6e56-46fd-54dd-aa9b-2ac90a298d32,Dimensions,1,"21,0",,Centimetres
6590b326-525f-569f-a17a-d21202abc47a,Dimensions,1,"27,5",,Centimetres
6590b326-525f-569f-a17a-d21202abc47a,Dimensions,1,"21,0",,Centimetres
782d17f9-dfac-5e90-9378-e15be88c2b68,Dimensions,1,"27,5",,Centimetres
782d17f9-dfac-5e90-9378-e15be88c2b68,Dimensions,1,"21,0",,Centimetres
d54f61aa-638a-5cd6-a511-682a8c70a2c0,Dimensions,1,"27,5",,Centimetres
d54f61aa-638a-5cd6-a511-682a8c70a2c0,Dimensions,1,"21,0",,Centimetres
bde477b9-7c4d-5ebe-81ec-09b31012da0a,Dimensions,1,"27,5",,Centimetres
bde477b9-7c4d-5ebe-81ec-09b31012da0a,Dimensions,1,"21,0",,Centimetres
44cc7649-6db9-50d1-a4eb-f5673cab8ed1,Dimensions,1,"27,5",,Centimetres
44cc7649-6db9-50d1-a4eb-f5673cab8ed1,Dimensions,1,"21,0",,Centimetres
e17ad8dc-b129-585d-9150-3ee98656fc63,Dimensions,1,"27,5",,Centimetres
e17ad8dc-b129-585d-9150-3ee98656fc63,Dimensions,1,"21,0",,Centimetres
7c693e1c-a038-5f44-974e-7660045f0589,Dimensions,1,"27,5",,Centimetres
7c693e1c-a038-5f44-974e-7660045f0589,Dimensions,1,"21,0",,Centimetres
d25f5f96-a383-5b98-ac99-4c37f63a4adf,Dimensions,1,"27,5",,Centimetres
d25f5f96-a383-5b98-ac99-4c37f63a4adf,Dimensions,1,"21,0",,Centimetres
158540f7-ee20-557b-9154-eb94a02cb69b,Dimensions,1,"27,5",,Centimetres
158540f7-ee20-557b-9154-eb94a02cb69b,Dimensions,1,"21,0",,Centimetres
dfd8bc5b-a20e-517e-8781-20f6b3c29b32,Dimensions,1,"27,5",,Centimetres
dfd8bc5b-a20e-517e-8781-20f6b3c29b32,Dimensions,1,"21,0",,Centimetres
1dc34227-2c53-5c35-ae88-c42821ac6483,Dimensions,1,"27,5",,Centimetres
1dc34227-2c53-5c35-ae88-c42821ac6483,Dimensions,1,"21,0",,Centimetres
6d97b1f3-e7b4-5d37-8a38-373a3c888c55,Dimensions,1,"27,5",,Centimetres
6d97b1f3-e7b4-5d37-8a38-373a3c888c55,Dimensions,1,"21,0",,Centimetres
ef8308b5-7f9e-5e62-b04c-8e5dffc291d0,Dimensions,1,"27,5",,Centimetres
ef8308b5-7f9e-5e62-b04c-8e5dffc291d0,Dimensions,1,"21,0",,Centimetres
6e14d3be-a1ee-5320-879b-3ad23373be13,Dimensions,1,"27,5",,Centimetres
6e14d3be-a1ee-5320-879b-3ad23373be13,Dimensions,1,"21,0",,Centimetres
d9566016-9591-5149-8dbb-2fdb82c419de,Dimensions,1,"27,5",,Centimetres
d9566016-9591-5149-8dbb-2fdb82c419de,Dimensions,1,"21,0",,Centimetres
69eebb8e-d5c7-5e01-abc8-619d1a3b139b,Dimensions,1,"27,5",,Centimetres
69eebb8e-d5c7-5e01-abc8-619d1a3b139b,Dimensions,1,"21,0",,Centimetres
e12f60d9-42f8-5c6e-a3e5-db71229eeb07,Dimensions,1,"27,5",,Centimetres
e12f60d9-42f8-5c6e-a3e5-db71229eeb07,Dimensions,1,"21,0",,Centimetres
cc357418-e907-57dc-bdbf-1df6c8f1ed33,Dimensions,1,"27,5",,Centimetres
cc357418-e907-57dc-bdbf-1df6c8f1ed33,Dimensions,1,"21,0",,Centimetres
a6aa35c8-afd2-5060-837f-8f6d9f2f1aef,Dimensions,1,"27,5",,Centimetres
a6aa35c8-afd2-5060-837f-8f6d9f2f1aef,Dimensions,1,"21,0",,Centimetres
e76152a1-6ed2-5abd-b108-8c7c6f068e86,Dimensions,1,"27,5",,Centimetres
e76152a1-6ed2-5abd-b108-8c7c6f068e86,Dimensions,1,"21,0",,Centimetres
6446a276-6138-5707-8ac7-5cad04be4a51,Dimensions,1,"27,5",,Centimetres
6446a276-6138-5707-8ac7-5cad04be4a51,Dimensions,1,"21,0",,Centimetres
601737a6-271f-518a-a1f4-b74dc13efcf0,Dimensions,1,"27,5",,Centimetres
601737a6-271f-518a-a1f4-b74dc13efcf0,Dimensions,1,"21,0",,Centimetres
f726911f-4124-53db-b8cc-c288d1d1b3e8,Dimensions,1,"27,5",,Centimetres
f726911f-4124-53db-b8cc-c288d1d1b3e8,Dimensions,1,"21,0",,Centimetres
af8a767b-6220-5f7d-85b2-90aff6a9d199,Dimensions,1,"27,5",,Centimetres
af8a767b-6220-5f7d-85b2-90aff6a9d199,Dimensions,1,"21,0",,Centimetres
aae9a626-8693-5155-ad9b-d590379a7f53,Dimensions,1,"27,5",,Centimetres
aae9a626-8693-5155-ad9b-d590379a7f53,Dimensions,1,"21,0",,Centimetres
ab70cbd0-9491-58ed-a055-4ba93921b57b,Dimensions,1,"27,5",,Centimetres
ab70cbd0-9491-58ed-a055-4ba93921b57b,Dimensions,1,"21,0",,Centimetres
f37ef15b-f7e5-5972-b71a-1a6229227e87,Dimensions,1,"27,5",,Centimetres
f37ef15b-f7e5-5972-b71a-1a6229227e87,Dimensions,1,"21,0",,Centimetres
b6bf9963-1e2b-5b55-bfd2-e67337fe47f9,Dimensions,1,"27,5",,Centimetres
b6bf9963-1e2b-5b55-bfd2-e67337fe47f9,Dimensions,1,"21,0",,Centimetres
b0528a6f-fa42-5b27-bc0d-24d8b4bf95a8,Dimensions,1,"27,5",,Centimetres
b0528a6f-fa42-5b27-bc0d-24d8b4bf95a8,Dimensions,1,"21,0",,Centimetres
9dbe167c-8f5c-5812-9770-ff7762926de0,Dimensions,1,"27,5",,Centimetres
9dbe167c-8f5c-5812-9770-ff7762926de0,Dimensions,1,"21,0",,Centimetres
7dbce934-61c1-5e86-936c-24c2900f472e,Dimensions,1,"27,5",,Centimetres
7dbce934-61c1-5e86-936c-24c2900f472e,Dimensions,1,"21,0",,Centimetres
a70f76cb-fded-5b93-b517-9136434111e1,Dimensions,1,"27,5",,Centimetres
a70f76cb-fded-5b93-b517-9136434111e1,Dimensions,1,"21,0",,Centimetres
65b74196-745d-5b6a-8f85-12d21736dfef,Dimensions,1,"27,5",,Centimetres
65b74196-745d-5b6a-8f85-12d21736dfef,Dimensions,1,"21,0",,Centimetres
335d3034-0a27-5dc2-93b9-6d534fa0584b,Dimensions,1,"27,5",,Centimetres
335d3034-0a27-5dc2-93b9-6d534fa0584b,Dimensions,1,"21,0",,Centimetres
7062e09d-0b08-5db1-adda-e69a21fe4eb2,Dimensions,1,"27,5",,Centimetres
7062e09d-0b08-5db1-adda-e69a21fe4eb2,Dimensions,1,"21,0",,Centimetres
45a12239-0dbe-5714-8b9c-78b7b53bb523,Dimensions,1,"27,5",,Centimetres
45a12239-0dbe-5714-8b9c-78b7b53bb523,Dimensions,1,"21,0",,Centimetres
df8a726e-5335-52f2-955e-be4f020de40f,Dimensions,1,"27,5",,Centimetres
df8a726e-5335-52f2-955e-be4f020de40f,Dimensions,1,"21,0",,Centimetres
6fb59e4a-111b-5b2e-8e2c-a734b70eaad7,Dimensions,1,"27,5",,Centimetres
6fb59e4a-111b-5b2e-8e2c-a734b70eaad7,Dimensions,1,"21,0",,Centimetres
17295643-ba29-5915-b371-78b6e458297e,Dimensions,1,"27,5",,Centimetres
17295643-ba29-5915-b371-78b6e458297e,Dimensions,1,"21,0",,Centimetres
3698a1a3-0d00-5a10-bd3a-812ed629f918,Dimensions,1,"27,5",,Centimetres
3698a1a3-0d00-5a10-bd3a-812ed629f918,Dimensions,1,"21,0",,Centimetres
167b7ca6-fea7-51a1-a1bd-6ca2957f42bc,Dimensions,1,"27,5",,Centimetres
167b7ca6-fea7-51a1-a1bd-6ca2957f42bc,Dimensions,1,"21,0",,Centimetres
4a8f4cce-4235-5545-95cb-bde2baae99d0,Dimensions,1,"27,5",,Centimetres
4a8f4cce-4235-5545-95cb-bde2baae99d0,Dimensions,1,"21,0",,Centimetres
45d0ebc8-d7fc-5f3f-88f5-c4a1bdcb94db,Dimensions,1,"27,5",,Centimetres
45d0ebc8-d7fc-5f3f-88f5-c4a1bdcb94db,Dimensions,1,"21,0",,Centimetres
578bf28b-78f7-56dd-a6f0-aea26e8fc9c2,Dimensions,1,"27,5",,Centimetres
578bf28b-78f7-56dd-a6f0-aea26e8fc9c2,Dimensions,1,"21,0",,Centimetres
10c89015-1cac-5749-b266-caba0ab8b4a0,Dimensions,1,"27,5",,Centimetres
10c89015-1cac-5749-b266-caba0ab8b4a0,Dimensions,1,"21,0",,Centimetres
167a9900-7e17-5718-b13d-a050fc44f573,Dimensions,1,"27,5",,Centimetres
167a9900-7e17-5718-b13d-a050fc44f573,Dimensions,1,"21,0",,Centimetres
0569d9f7-7725-51a2-bb87-6133c53a82bd,Dimensions,1,"27,5",,Centimetres
0569d9f7-7725-51a2-bb87-6133c53a82bd,Dimensions,1,"21,0",,Centimetres
2e2217ed-3f95-531d-b0e0-7f6b48d89761,Dimensions,1,"27,5",,Centimetres
2e2217ed-3f95-531d-b0e0-7f6b48d89761,Dimensions,1,"21,0",,Centimetres
dad11e2f-6c14-591e-bb5e-74b164c56f93,Dimensions,1,"27,5",,Centimetres
dad11e2f-6c14-591e-bb5e-74b164c56f93,Dimensions,1,"21,0",,Centimetres
e3bc4ac1-724c-58cc-a020-dc019d9b583a,Dimensions,1,"27,5",,Centimetres
e3bc4ac1-724c-58cc-a020-dc019d9b583a,Dimensions,1,"21,0",,Centimetres
2856a0a0-cfc6-59ec-a579-c00cefafca1c,Dimensions,1,"27,5",,Centimetres
2856a0a0-cfc6-59ec-a579-c00cefafca1c,Dimensions,1,"21,0",,Centimetres
a287348e-da44-5d66-a62c-4f4960afc44d,Dimensions,1,"27,5",,Centimetres
a287348e-da44-5d66-a62c-4f4960afc44d,Dimensions,1,"21,0",,Centimetres
de1a7545-2d76-5aaf-aa8e-9709eb6b66b6,Dimensions,1,"27,5",,Centimetres
de1a7545-2d76-5aaf-aa8e-9709eb6b66b6,Dimensions,1,"21,0",,Centimetres
d662ec5e-ad9b-5929-8c7b-bcac2202a6b0,Dimensions,1,"27,5",,Centimetres
d662ec5e-ad9b-5929-8c7b-bcac2202a6b0,Dimensions,1,"21,0",,Centimetres
6343342f-f716-5c84-9ef9-219078c8bdd2,Dimensions,1,"27,5",,Centimetres
6343342f-f716-5c84-9ef9-219078c8bdd2,Dimensions,1,"21,0",,Centimetres
316d24d4-aa32-529b-b858-99bfa2b377fd,Dimensions,1,"27,5",,Centimetres
316d24d4-aa32-529b-b858-99bfa2b377fd,Dimensions,1,"21,0",,Centimetres
cdc69293-1823-59f4-889c-0d99ae633128,Dimensions,1,"27,5",,Centimetres
cdc69293-1823-59f4-889c-0d99ae633128,Dimensions,1,"21,0",,Centimetres
5d5bf1c3-c1b9-5fc6-9494-8250b79bcb9c,Dimensions,1,"27,5",,Centimetres
5d5bf1c3-c1b9-5fc6-9494-8250b79bcb9c,Dimensions,1,"21,0",,Centimetres
73fd5f13-edf3-5c2c-ab02-64912e8e1abe,Dimensions,1,"27,5",,Centimetres
73fd5f13-edf3-5c2c-ab02-64912e8e1abe,Dimensions,1,"21,0",,Centimetres
b97aca93-8153-527b-a9fb-dc9de55a875f,Dimensions,1,"27,5",,Centimetres
b97aca93-8153-527b-a9fb-dc9de55a875f,Dimensions,1,"21,0",,Centimetres
0791cbd8-04ac-5caa-96e5-a1866f4e7454,Dimensions,1,"27,5",,Centimetres
0791cbd8-04ac-5caa-96e5-a1866f4e7454,Dimensions,1,"21,0",,Centimetres
6a586f7b-7a30-5d09-8dfb-f26579b21fbe,Dimensions,1,"27,5",,Centimetres
6a586f7b-7a30-5d09-8dfb-f26579b21fbe,Dimensions,1,"21,0",,Centimetres
a3dd1b7a-ccf0-52b3-8a46-e6d32cb02a80,Dimensions,1,"27,5",,Centimetres
a3dd1b7a-ccf0-52b3-8a46-e6d32cb02a80,Dimensions,1,"21,0",,Centimetres
7e52a98e-59bd-5f03-8219-9a6c04826523,Dimensions,1,"27,5",,Centimetres
7e52a98e-59bd-5f03-8219-9a6c04826523,Dimensions,1,"21,0",,Centimetres
f5119d7d-32e2-5c69-aa6a-912210a96cb4,Dimensions,1,"27,5",,Centimetres
f5119d7d-32e2-5c69-aa6a-912210a96cb4,Dimensions,1,"21,0",,Centimetres
c7f2e9a5-0e76-50ea-8fde-e922928259a6,Dimensions,1,"27,5",,Centimetres
c7f2e9a5-0e76-50ea-8fde-e922928259a6,Dimensions,1,"21,0",,Centimetres
5fabf137-52b3-54f3-8cb9-33f4cd8e10f5,Dimensions,1,"27,5",,Centimetres
5fabf137-52b3-54f3-8cb9-33f4cd8e10f5,Dimensions,1,"21,0",,Centimetres
