ResourceID,card,Start Date,End Date
22eaffc4-cffa-57af-b614-78955e3ce7d0,e22_ProductionTimeSpans,1888-06-28,
cf21a1b6-2ee5-52b4-b015-2a3dc118a29c,e22_ProductionTimeSpans,1888-07-uu,
8403880a-b5ec-547d-8a7d-1eef891be34e,e22_ProductionTimeSpans,1888-07-01,
3a3fb251-17a6-571b-a2e5-635e5eee72ac,e22_ProductionTimeSpans,1888-07-02,
d9053fe0-ba95-5d80-89c1-702273d1505a,e22_ProductionTimeSpans,1888-07-03,
d4c4b4dd-e2a3-54e9-9aac-da37d26bc39d,e22_ProductionTimeSpans,1888-07-04,
e7cc422b-01ae-52ca-8f81-64c234ca2b52,e22_ProductionTimeSpans,1888-07-06,
e906a3df-30ec-5fe8-a525-e87b73aa7c52,e22_ProductionTimeSpans,1888-07-12,
06d75fab-dc76-5ff2-975d-4306a342dd67,e22_ProductionTimeSpans,1888-07-16,
37304376-bf9c-52f2-a1f1-a13511d8672e,e22_ProductionTimeSpans,1888-07-20,
473683d2-35e8-5b17-b9a5-1d033db34619,e22_ProductionTimeSpans,1888-07-24,
08811b07-36ee-590a-b8cb-357041e89548,e22_ProductionTimeSpans,1888-07-24,
1db1b09f-384f-5f04-abe7-033105ce346b,e22_ProductionTimeSpans,1888-07-25,
537041d7-8e2b-598f-b1a9-2fa189cf15aa,e22_ProductionTimeSpans,1888-07-28,
e0b96315-d3c5-5167-a0c3-1dda3ee8346e,e22_ProductionTimeSpans,1888-08-02,
9b2777ba-056f-53d1-8335-90db3fb215be,e22_ProductionTimeSpans,1888-08-03,
67dcbb19-2d85-528d-9be1-b4ed50691e33,e22_ProductionTimeSpans,1888-08-08,
4df2164d-5a26-553a-9a26-410ccf683b4f,e22_ProductionTimeSpans,1888-09-04,
91e5c8f5-5898-500a-807b-4af620bdcec0,e22_ProductionTimeSpans,1888-09-09,
d079a335-be41-5e3a-85e6-6a144a5e7f1a,e22_ProductionTimeSpans,1888-09-17,
f7ec5235-e790-5be5-ba71-610f217e1595,e22_ProductionTimeSpans,1888-09-24,
6e9d1a07-d8e2-5b1b-87f0-e7a8b509b12f,e22_ProductionTimeSpans,1888-10-02,
d746e2ed-5a84-5868-9404-6b2c763daa5b,e22_ProductionTimeSpans,1888-10-02,
49a8c7ea-19e4-5c64-8dde-4e7acc24f50e,e22_ProductionTimeSpans,1888-10-18,
f7768c9e-da8b-5a2f-a81b-ce883ce15d32,e22_ProductionTimeSpans,1888-10-22,
848c6483-371b-5b7b-b86f-eebe883101fa,e22_ProductionTimeSpans,1888-10-30,
81a3fef1-b63d-58e1-8342-f976a5a6d5b0,e22_ProductionTimeSpans,1888-11-13,
8de8a59b-337f-5d90-ab67-9733a349bc9c,e22_ProductionTimeSpans,1888-11-28,
00a02dd3-bd76-557e-a439-9dc8ff064000,e22_ProductionTimeSpans,1888-11-28,
5ecd1096-838d-506c-8021-2d6e27dde599,e22_ProductionTimeSpans,1888-12-01,
d3325538-4b45-5ef6-8f9b-16369e861bdd,e22_ProductionTimeSpans,1888-12-09,
660203ed-01e9-53e8-8a8b-c5b3bdcbb2d6,e22_ProductionTimeSpans,1888-12-10,
02907213-0484-51db-b78d-7cf8582a1941,e22_ProductionTimeSpans,1888-12-12,
bd0a1c9d-c099-5ac3-a90e-bee23d126e98,e22_ProductionTimeSpans,1888-12-12,
ba8edef2-4d92-5b65-bbcb-826a6b808d95,e22_ProductionTimeSpans,1888-12-14,
efa403d0-4596-5091-b0f0-3133c7ac88b4,e22_ProductionTimeSpans,1888-12-20,
cf1e9a84-1778-50d2-8353-078157e3ddc7,e22_ProductionTimeSpans,1888-12-26,
fbe516a5-d6da-53bd-b15d-b95e313b258d,e22_ProductionTimeSpans,1888-12-27,
9446211d-e4a1-5772-a491-0265b1835806,e22_ProductionTimeSpans,1889-11-11,
9b7e2c16-9e3b-5f2d-96ca-9fd3e2f251f8,e22_ProductionTimeSpans,1889-01-03,
8afd3d08-63ef-535e-a44e-49148340b86e,e22_ProductionTimeSpans,1889-01-13,
60625324-dd76-506d-a33d-3ff627ef7969,e22_ProductionTimeSpans,1889-01-13,
b1996ae7-c8bf-5881-8a5c-8cbede864a10,e22_ProductionTimeSpans,1889-01-15,
c2b553dc-c3e3-543e-90c7-8289ae626b14,e22_ProductionTimeSpans,1889-01-25,
49cf0400-21c3-5539-a892-e87d0a799c4d,e22_ProductionTimeSpans,1889-01-30,
ec6705c2-ce16-54bd-872c-5c7ec01c3f1d,e22_ProductionTimeSpans,1889-02-04,
589e10fe-1d28-53e6-96a6-a833fbcf8ff5,e22_ProductionTimeSpans,1889-02-09,
b31af68b-0a09-5702-8e8d-dcf76dcc2f8b,e22_ProductionTimeSpans,1889-02-25,
15114fab-4c9f-5769-bd15-63076a1b69d4,e22_ProductionTimeSpans,1889-03-06,
6cbd8349-b911-5c79-a552-057a845c60cc,e22_ProductionTimeSpans,1889-03-08,
a5ea1eaf-8e52-545d-9a21-544787851f9c,e22_ProductionTimeSpans,1889-03-10,
ee798716-27bc-5e62-acc7-70330b2b705b,e22_ProductionTimeSpans,1889-03-12,
64865cbb-4242-557e-9b43-2613fd32ad2e,e22_ProductionTimeSpans,1889-03-21,
2f99336a-9cda-5653-b9da-91561cfc4aea,e22_ProductionTimeSpans,1889-03-26,
7657fcd2-3a01-5867-9bd3-6026aed8ba17,e22_ProductionTimeSpans,1889-04-04,
dedc36a4-050f-5fa2-a92b-6450fe41e139,e22_ProductionTimeSpans,1889-06-01,
473829c8-66a1-5249-b17c-a8b1697e2646,e22_ProductionTimeSpans,1889-06-05,
d2bbc205-5d8f-540a-afd2-96d895491202,e22_ProductionTimeSpans,1889-06-07,
10a316e7-bfd0-58a9-b8ae-6c961191e0c5,e22_ProductionTimeSpans,1889-06-08,
c75afe87-d9a6-5db1-9c26-719a4d8dc805,e22_ProductionTimeSpans,1889-06-12,
07dbefb0-dfef-5655-99ce-a0c5388e4372,e22_ProductionTimeSpans,1889-06-21,
e44c1134-0a97-581e-ae03-51444eca96c5,e22_ProductionTimeSpans,1889-06-23,
2c5f6645-c3d6-54f7-97ff-fb024eae1455,e22_ProductionTimeSpans,1889-06-25,
465e0ad2-9945-5b17-8411-298bb11950e6,e22_ProductionTimeSpans,1889-07-02,
4ccb1e4a-55a9-5a65-a714-6256616da887,e22_ProductionTimeSpans,1889-08-14,
992618ba-47da-5557-a98c-14d9bde0368b,e22_ProductionTimeSpans,1889-08-25,
bc4bb4b8-030c-5f77-93e4-2a4c4e22ab8f,e22_ProductionTimeSpans,1889-09-05,
23550dd6-8d5e-5000-a115-b69885f23b64,e22_ProductionTimeSpans,1889-11-12,
cd76e41d-f28f-5d3c-a885-4aff5fbef9bc,e22_ProductionTimeSpans,1889-12-04,
dce550a2-b344-582a-a8c5-4c53c27fd355,e22_ProductionTimeSpans,1889-12-05,
2af688b9-8d6f-58a5-975f-3ce46dc01c9f,e22_ProductionTimeSpans,1889-12-06,
17ef6532-acad-59b6-b1b0-beb913443ba6,e22_ProductionTimeSpans,1889-12-06,
c07d78e2-b258-5646-806d-0b42b9c63164,e22_ProductionTimeSpans,1889-12-10,
4c77ea5e-fc28-5c24-8cd9-3aa03c9c9d1c,e22_ProductionTimeSpans,1889-12-10,
d8a29c14-8666-5e49-8e33-b8dd1bc71032,e22_ProductionTimeSpans,1889-12-11,
d125de91-3940-5c76-8739-882212df95af,e22_ProductionTimeSpans,1889-12-08,1889-12-18
1fc33147-3024-5b51-9dcd-01f34aca1cb7,e22_ProductionTimeSpans,1889-12-31,
27ef8e65-077d-54e5-8fb4-1dce4603ad73,e22_ProductionTimeSpans,1890-01-17,
2c902660-8da0-52fc-b444-ae97877ac5b7,e22_ProductionTimeSpans,1890-01-25,
74e2f541-94bf-5c1c-ae8f-afa6079a6de1,e22_ProductionTimeSpans,1890-02-10,
f686552a-9a9d-5016-b14d-b1d7bbf2b435,e22_ProductionTimeSpans,1890-03-20,
8a1e3f9e-3aba-5312-84ab-3a9b55dee103,e22_ProductionTimeSpans,1890-04-15,
e3b761ef-ac68-50bf-a456-aea7f709a1c2,e22_ProductionTimeSpans,1890-04-16,
bf998f8d-16a3-5682-81b1-86e1f897f385,e22_ProductionTimeSpans,1890-04-26,
1ae70f3b-29a0-579d-bd56-cdc2ccd7a90a,e22_ProductionTimeSpans,1890-05-03,
36fb317c-7981-5fc4-82c3-7de07944dbba,e22_ProductionTimeSpans,1890-05-04,
40c32e64-7016-53f4-95d6-cf203e6af2c5,e22_ProductionTimeSpans,1890-05-06,
784e43ec-dd22-5686-b209-d92ac35880f9,e22_ProductionTimeSpans,1890-05-21,
4d7f453b-b473-58ca-bab6-b959274d21bd,e22_ProductionTimeSpans,1890-05-22,
a132366a-6275-52ac-b74c-c2daecd2dafc,e22_ProductionTimeSpans,1890-05-26,
19319473-c6dd-58b1-a205-c3d5ea126078,e22_ProductionTimeSpans,1890-06-02,
19dfab99-5ef7-5d0a-a47a-69c15e425d4c,e22_ProductionTimeSpans,1890-06-08,
8106ec6b-6241-5648-9c21-bd5ed8b10400,e22_ProductionTimeSpans,1890-06-13,
a2710eaf-d526-520d-9b9b-3b27ac257dd3,e22_ProductionTimeSpans,1890-06-16,
42d18564-dfb4-5a9d-8b3d-341d27b926f1,e22_ProductionTimeSpans,1890-06-17,
885d3a86-d7b5-5946-a705-6fb89a153a2a,e22_ProductionTimeSpans,1890-06-19,
80efaab0-c38f-5330-99be-82abcb44373f,e22_ProductionTimeSpans,1890-06-25,
db8d0703-4b37-5458-b13a-71d65b661842,e22_ProductionTimeSpans,1890-06-27,
4366e596-40f4-55ed-b01d-d5d1620c79ad,e22_ProductionTimeSpans,1890-06-27,
85c2117f-b382-5758-afcd-423d35679665,e22_ProductionTimeSpans,1890-06-29,
c3624ae0-3e43-5b5b-902f-6bb494acac3d,e22_ProductionTimeSpans,1890-07-04,
42bde016-e533-5383-a8ef-2535595fcfae,e22_ProductionTimeSpans,1890-07-05,
fcd2dfb8-bb65-52bf-9b70-03c1a3de4b32,e22_ProductionTimeSpans,1890-07-08,
b0749259-e6dd-588a-9acc-5d452aa23e50,e22_ProductionTimeSpans,1890-07-11,
9b09de9f-4352-51a1-9504-9794269a3163,e22_ProductionTimeSpans,1890-07-17,
c79f77a1-77c3-520e-a676-a821d535f9e8,e22_ProductionTimeSpans,1890-07-20,
18fb1360-21ff-5577-b862-594901767341,e22_ProductionTimeSpans,1890-07-21,
736e5f9c-8bc8-531f-8db9-7058ac5bf4f9,e22_ProductionTimeSpans,1890-07-28,
e71e1000-21ff-5ec0-9b2f-970891badaa5,e22_ProductionTimeSpans,1890-07-30,
93804a43-d030-56ae-8658-bc8dc5adf194,e22_ProductionTimeSpans,1890-07-31,
bcdb11d5-7539-5c87-b22d-2a4dd3b013d8,e22_ProductionTimeSpans,1890-07-31,
4549b099-c706-53b5-a6a9-bd2384e9d563,e22_ProductionTimeSpans,1890-08-04,
429479d9-7e7d-5994-b52d-844d717ba706,e22_ProductionTimeSpans,1890-08-19,
0f1bf5ca-f417-5c41-8e67-01749d27aec5,e22_ProductionTimeSpans,1890-08-24,
9617b5f4-32f1-50a7-897b-77e4174b30ae,e22_ProductionTimeSpans,1890-08-27,
79c1022d-e33c-5bd5-af9a-4764ad8d96d1,e22_ProductionTimeSpans,1890-08-28,
c5647964-d9ef-5494-8f59-cce632122e1d,e22_ProductionTimeSpans,1890-08-29,
63d697fd-1352-5ded-99c4-6e1dfe911b8c,e22_ProductionTimeSpans,1890-09-01,
d4bc6e0c-8996-5f26-b304-8f334610c6da,e22_ProductionTimeSpans,1890-09-02,
b5b8d056-10d4-5389-9869-493fb27f1f18,e22_ProductionTimeSpans,1890-09-02,
fc469624-992c-5eb8-b707-5e16eb3a88e4,e22_ProductionTimeSpans,1890-09-06,
4d4989a0-2158-583a-9108-e314a9d5f036,e22_ProductionTimeSpans,1890-09-09,
9557650a-e5f3-5ead-b319-56d6e68a708a,e22_ProductionTimeSpans,1890-09-10,
16e4025f-1d06-5c0c-afbb-1a7d34ee5e6b,e22_ProductionTimeSpans,1890-09-13,
4c167375-236a-5b90-a8ce-c8048121b10b,e22_ProductionTimeSpans,1898-09-13,
60295e20-16f6-585e-a6da-6df8fdcc2099,e22_ProductionTimeSpans,1890-09-15,
675ad68f-ceb6-5421-ae70-6dbda259e206,e22_ProductionTimeSpans,1890-09-18,
8719de34-56c5-5eab-9fde-1251bc411a72,e22_ProductionTimeSpans,1890-09-19,
06541aa8-5137-555c-bb98-353824b7409c,e22_ProductionTimeSpans,1890-09-22,
cda6633c-c3ea-5ea5-b425-d25da775397c,e22_ProductionTimeSpans,1890-09-26,
fe3de476-d9e8-5431-89b6-4490bb3ce54f,e22_ProductionTimeSpans,1890-10-07,
bc701c8a-242b-5ca7-9013-80180a9984ad,e22_ProductionTimeSpans,1890-10-21,
28da1e92-cada-57e1-8af7-f4ef4c306d80,e22_ProductionTimeSpans,1890-11-11,
ed2f6a53-b4d2-5ce4-8338-4664ef808099,e22_ProductionTimeSpans,1890-11-18,
52d325e5-be80-50b6-82e4-591519578edf,e22_ProductionTimeSpans,1890-11-20,
41d5dc09-893e-5370-b27c-90d73855f760,e22_ProductionTimeSpans,1890-11-24,
e04fae40-8ec4-5879-8cf4-ab6670928f93,e22_ProductionTimeSpans,1890-11-24,
eb9ed462-e555-58a2-9bec-9b8679d5132b,e22_ProductionTimeSpans,1890-12-09,
5c059bd6-1907-5433-b0b0-5ea0b11354d2,e22_ProductionTimeSpans,1890-12-27,
338ddf43-f75c-528b-b303-5e245f9dce38,e22_ProductionTimeSpans,1890-12-27,
35109f74-7bf5-5263-a0bc-7bfa42dc89b6,e22_ProductionTimeSpans,1890-12-29,
4d922ca3-11a2-52ff-96a8-6474f11d54bf,e22_ProductionTimeSpans,1890-12-29,
3d9a872d-32db-5a71-bb0f-b407256c9ed2,e22_ProductionTimeSpans,1890-12-31,
a46cac88-6c1f-5cee-a87b-677371b0ed92,e22_ProductionTimeSpans,1890-12-31,
dfa79bbe-43fa-5725-a842-8913734abc09,e22_ProductionTimeSpans,1891-01-05,
bd9e1f10-1945-527a-95c3-41b9da04b54d,e22_ProductionTimeSpans,1891-01-08,
ace5eec9-84c8-52ea-af0d-040d5aab287b,e22_ProductionTimeSpans,1891-01-09,
952d346b-5f79-5fbb-b170-ad4bb4fadae5,e22_ProductionTimeSpans,1891-01-12,
9f4882d5-944e-510b-9058-8a3b74d74f21,e22_ProductionTimeSpans,1891-01-12,
eaaea70c-1db9-5469-bd60-0f5567ec6446,e22_ProductionTimeSpans,1891-02-03,
b2f562c5-391f-5056-9ce8-d73cfe60a17f,e22_ProductionTimeSpans,1891-02-03,
4fb05aa4-e2e3-5582-8723-5d1b794ff990,e22_ProductionTimeSpans,1891-02-04,
aa375f51-4cd4-56a9-802f-c47925ec3405,e22_ProductionTimeSpans,1891-02-10,
9cd64baa-997f-5c5f-a4d8-1228f630920e,e22_ProductionTimeSpans,1891-02-12,
e83d0e5c-7829-5403-a37d-71bd3e99ba0d,e22_ProductionTimeSpans,1891-02-16,
0da2384f-6c97-589f-a560-39b86f4c7fb4,e22_ProductionTimeSpans,1891-03-12,
23a651f1-3814-57fc-b492-f7f6b8787db6,e22_ProductionTimeSpans,1891-03-13,
cd14926d-222f-5972-a684-38e2083f6308,e22_ProductionTimeSpans,1891-03-29,
ac054406-b11b-5078-a0d5-ffc17ea44afc,e22_ProductionTimeSpans,1891-03-31,
e180dce1-f3bf-5031-95cb-669205660dbe,e22_ProductionTimeSpans,1891-04-10,
5b127c5f-ad4e-5a73-b094-300e5c61b028,e22_ProductionTimeSpans,1891-04-10,
fe62ff18-91a4-5e67-a864-4d2ad86f1f47,e22_ProductionTimeSpans,1891-04-11,
b421f1d2-46a3-5e3d-8f7a-1a8852e41261,e22_ProductionTimeSpans,1891-04-12,
51a25f68-bda6-5e1a-add0-e2ae49b981d3,e22_ProductionTimeSpans,1891-04-14,
5b2f71ed-94f7-567e-b0da-3d3ecee757ae,e22_ProductionTimeSpans,1891-04-20,
8d1c447b-5cc8-5ec5-94b7-fc9303d62174,e22_ProductionTimeSpans,1891-04-20,
d31c36ce-b11c-5bda-87c8-b74e656bfc9b,e22_ProductionTimeSpans,1891-04-25,
c7f0b0c5-ddcb-5458-9f3f-78dddd8e5893,e22_ProductionTimeSpans,1891-04-26,
ea141223-33a7-5740-9587-db96f8e0a141,e22_ProductionTimeSpans,1891-04-28,
798a3e04-0274-5719-84ff-4574f761b350,e22_ProductionTimeSpans,1891-05-07,
476630e9-0431-5895-9ef0-5cb7bb612a97,e22_ProductionTimeSpans,1891-05-08,
4a575c39-8424-5746-819e-31e7cc033453,e22_ProductionTimeSpans,1891-05-09,
a8e20a66-fc63-5b9e-b344-c239fe10d7e0,e22_ProductionTimeSpans,1891-05-17,
519af24e-6f37-570c-a97e-ee2c870da559,e22_ProductionTimeSpans,1891-06-08,
6a526fde-3a38-521c-8d48-246b598ba470,e22_ProductionTimeSpans,1891-06-11,
0c4df5f3-d039-58c6-8bd3-f736a002d9a0,e22_ProductionTimeSpans,1891-06-20,
eeda4fc8-1865-5bc8-b750-99c3b62e27f6,e22_ProductionTimeSpans,1891-07-09,
642a7f90-8419-5deb-8035-ea069faf7846,e22_ProductionTimeSpans,1891-08-20,
49dfea26-2778-5677-871f-39439ed6a383,e22_ProductionTimeSpans,1891-08-30,
950e4d85-a057-5ee9-9967-3fe306338996,e22_ProductionTimeSpans,1891-09-07,
445e090e-7330-5d58-804b-3f9439b91728,e22_ProductionTimeSpans,1891-09-18,
4552f032-1570-50ad-ac78-e50fcb390bbf,e22_ProductionTimeSpans,1891-09-26,
19ce33ff-e4e7-5f72-959b-677a8a7234b2,e22_ProductionTimeSpans,1891-09-27,
b9230772-938a-5562-9e7a-335c25476051,e22_ProductionTimeSpans,1891-09-29,
28098168-b9a6-5d07-86c5-f797a1096325,e22_ProductionTimeSpans,1891-10-08,
34d977c3-d79c-5f95-8c2a-f1e9dec623aa,e22_ProductionTimeSpans,1891-10-20,
6025a038-dd9c-5177-a602-a9643913843c,e22_ProductionTimeSpans,1891-10-26,
26ff3ada-338d-58af-8910-fe1f9e96cd57,e22_ProductionTimeSpans,1891-10-27,
95ce7ce3-5a0c-54e3-b9bc-a3cf31fd5139,e22_ProductionTimeSpans,1891-10-30,
fa839fd3-734a-59a9-9c3d-de6e24ec0eb6,e22_ProductionTimeSpans,1891-10-30,
dd10d90c-9a57-5132-9546-c298ea4349da,e22_ProductionTimeSpans,1891-11-12,
b2f4b5d6-7071-50da-bd10-61ad1e57c458,e22_ProductionTimeSpans,1891-11-17,
aab1af74-fa35-53bd-8662-0b27da220125,e22_ProductionTimeSpans,1891-11-20,
3c84f003-dea8-5f6f-8622-bbf24b7eade7,e22_ProductionTimeSpans,1891-11-27,
11c82fa5-6f48-5402-9f09-c8e8a1588030,e22_ProductionTimeSpans,1891-11-27,
78e769ed-2fa3-539a-ad54-aa4f8fe8daa4,e22_ProductionTimeSpans,1891-12-04,
b9c1de47-d960-5399-a08c-b4af11a18e18,e22_ProductionTimeSpans,1891-12-04,
fba0d37a-2162-586c-9589-0257ed10d25f,e22_ProductionTimeSpans,1891-12-05,
f94c879d-4209-52cd-8e41-556d7fd5194f,e22_ProductionTimeSpans,1891-12-10,
afcdcd9f-ad85-5729-b8e0-41407ea83463,e22_ProductionTimeSpans,1891-12-12,
4c37ea8d-9fcb-5f91-a6f8-adaf8f4ff9b7,e22_ProductionTimeSpans,1891-12-12,
27c5fe62-a193-554d-861c-e122f0659590,e22_ProductionTimeSpans,1891-12-15,
cae03c52-ff60-56af-a148-6bd2e7b7fbf0,e22_ProductionTimeSpans,1891-12-18,
732ed284-75fc-5581-8b7f-432248661f9b,e22_ProductionTimeSpans,1891-12-21,
cbc51318-8015-5e56-b282-a89ef9e96bb4,e22_ProductionTimeSpans,1891-12-30,
cd9deba5-f620-5f56-a72f-17cc902afae8,e22_ProductionTimeSpans,1891-12-30,
348ab829-2fbb-5d2d-9418-80b56601045b,e22_ProductionTimeSpans,1891-12-31,
099c2879-4025-523f-8a02-784eccc8a05c,e22_ProductionTimeSpans,1891-12-31,
51e7bc0b-2525-5bb5-8fe3-16d6131f4fd7,e22_ProductionTimeSpans,1892-uu-uu,
b6d1049b-be97-5122-83c6-f6eb011c542d,e22_ProductionTimeSpans,1892-uu-uu,
478125a4-1dbe-5977-b4d8-c8abebfc81d6,e22_ProductionTimeSpans,1905-03-06,
c112ad95-a731-54ca-b4a2-8d91944e6600,e22_ProductionTimeSpans,1905-03-06,
aa04db33-5bad-59f5-964e-f1446928e9c3,e22_ProductionTimeSpans,1892-uu-uu,
7fd7945b-414f-5dfd-8657-f9b7d966387f,e22_ProductionTimeSpans,1892-01-05,
fb9804a0-9fe1-59b7-a3d2-4a6922f69623,e22_ProductionTimeSpans,1892-01-09,
2e1d0649-0653-5149-8bd4-10104e76eb49,e22_ProductionTimeSpans,1892-01-12,
3c7f5674-367d-5f9c-95f0-75086ba3642d,e22_ProductionTimeSpans,1892-01-15,
b14186d6-931d-5b11-808a-f29089837b16,e22_ProductionTimeSpans,1892-01-15,
0345a921-1c62-59a9-84ec-e38183d8f8f2,e22_ProductionTimeSpans,1892-01-30,
f9f7301a-4e55-5a7a-90bd-1a077c36780f,e22_ProductionTimeSpans,1892-01-30,
82c46707-6eee-574c-9b02-119f6e24d0d4,e22_ProductionTimeSpans,1892-02-01,
052f98f2-2ec3-53d6-8fad-d257ba92ca52,e22_ProductionTimeSpans,1892-02-01,
66910c84-b073-58c9-8023-ec17f18c7a29,e22_ProductionTimeSpans,1892-02-20,
a3787094-d91b-5fbc-8777-2fb30704904f,e22_ProductionTimeSpans,1892-02-24,
e671f6a2-8349-5750-a2a8-afa1cc29ccee,e22_ProductionTimeSpans,1892-02-26,
0fe11014-ce81-51fc-9a5f-7220e3d9c9e5,e22_ProductionTimeSpans,1892-03-01,
f3333bbe-78b1-5d7f-a948-e1a4a8df8b4e,e22_ProductionTimeSpans,1892-03-06,
c32a9770-6fc7-5729-aeb9-08dd6eaf85ae,e22_ProductionTimeSpans,1892-03-17,
a15a7110-b4d0-5884-94e8-35aaa97e0783,e22_ProductionTimeSpans,1892-03-31,
461c3136-81ca-51da-a1e5-613a6a3a1468,e22_ProductionTimeSpans,1892-03-31,
7e91aa81-8165-5fc1-92da-8182550e18fe,e22_ProductionTimeSpans,1892-04-07,
4db4e53e-7aa8-567c-879e-560362f996f2,e22_ProductionTimeSpans,1892-04-07,
202ba258-8375-5dd6-ba50-6bbcc03e9d7b,e22_ProductionTimeSpans,1892-04-16,
3171dd7d-5910-565a-aa8a-6fb4516c7396,e22_ProductionTimeSpans,1892-04-25,
4169fb12-9a9f-5907-8809-fb3303effdeb,e22_ProductionTimeSpans,1892-04-25,
5aab54a2-2472-5f20-a519-1cb42b781847,e22_ProductionTimeSpans,1892-04-26,
9e7587e2-ffc4-50c4-a0e9-95f0b242a282,e22_ProductionTimeSpans,1892-04-26,
0706d91d-438a-5fc4-a512-bb667430cb88,e22_ProductionTimeSpans,1892-04-26,
9da8cd11-70ed-533e-86a1-1d6c312d712d,e22_ProductionTimeSpans,1892-05-03,
87759caf-9679-5d07-aac4-e07fcac4e928,e22_ProductionTimeSpans,1892-05-09,
38890938-1a37-50cb-b763-16412b5ac317,e22_ProductionTimeSpans,1892-05-10,
226b088a-9946-54c7-b649-625cf8c3a7d9,e22_ProductionTimeSpans,1892-05-11,
