ResourceID,card,External Relation URL Prefix,External Relation URL,External Relation URL Type
dd1c8403-ebec-5d5f-a4c4-dc87b7450d3e,e73_Languages,https://dams.antwerpen.be,/asset/r1TWEmVPZRfrO7mJPP3gACLx,DAMS Archief
dd1c8403-ebec-5d5f-a4c4-dc87b7450d3e,e73_Languages,https://dams.antwerpen.be,/asset/fNiKTfDfBEIVQIRKVn569vfP,DAMS Archief
2d665a71-4ab0-529a-9969-4fdded130b91,e73_Languages,https://dams.antwerpen.be,/asset/otligYRFrVtqLHen5R7RNdzD,DAMS Archief
248e3a48-d25e-5b81-b2f1-79d3bea3d273,e73_Languages,https://dams.antwerpen.be,/asset/RhPvHWlZGBEcFhOnf4gn9Tp4,DAMS Archief
51aafbeb-7614-5702-ad59-c2397b1e7a7d,e73_Languages,https://dams.antwerpen.be,/asset/S1QeSqFugaqMbDGNNAMjw5Lq,DAMS Archief
d942e472-d691-5bf0-8946-6e505f2bdeed,e73_Languages,https://dams.antwerpen.be,/asset/G2X6ZelLMRXUPHIX6dvNWSR6,DAMS Archief
3d774f5c-d16f-5f4f-b900-cd2e7b99f714,e73_Languages,https://dams.antwerpen.be,/asset/S1QeSqFugaqMbDGNNAMjw5Lq,DAMS Archief
3cb06a5f-eda9-5e35-a131-d5c0d44b163a,e73_Languages,https://dams.antwerpen.be,/asset/i1fXFhImgTZPZgeNM8QPw7E8,DAMS Archief
3cb06a5f-eda9-5e35-a131-d5c0d44b163a,e73_Languages,https://dams.antwerpen.be,/asset/Y1JKSwLvOdnFgITcNQmo4qww,DAMS Archief
9a4df2e1-ca02-5e38-af6b-6f29ffb636a1,e73_Languages,https://dams.antwerpen.be,/asset/hGdVljAL9VsjXqPZ9B4Wveu2,DAMS Archief
6073fe67-4dff-504f-8ea9-c68f6a3bc222,e73_Languages,https://dams.antwerpen.be,/asset/RhPvHWlZGBEcFhOnf4gn9Tp4,DAMS Archief
b2de5ae3-3b73-50f0-9471-2d7ab7f944b2,e73_Languages,https://dams.antwerpen.be,/asset/GKjTjUcdnNV9amsDXFG2c8Xn,DAMS Archief
b2de5ae3-3b73-50f0-9471-2d7ab7f944b2,e73_Languages,https://dams.antwerpen.be,/asset/K1GJrlIYCYLDONZEhW2kTbCp,DAMS Archief
b2de5ae3-3b73-50f0-9471-2d7ab7f944b2,e73_Languages,https://dams.antwerpen.be,/asset/HginWaFTjiYcTsWjiG8DC0lG,DAMS Archief
b2de5ae3-3b73-50f0-9471-2d7ab7f944b2,e73_Languages,https://dams.antwerpen.be,/asset/dTFsQjJiWWVHHOTcEX5tFYYr,DAMS Archief
b2de5ae3-3b73-50f0-9471-2d7ab7f944b2,e73_Languages,https://dams.antwerpen.be,/asset/r1TWEmVPZRfrO7mJPP3gACLx,DAMS Archief
b2de5ae3-3b73-50f0-9471-2d7ab7f944b2,e73_Languages,https://dams.antwerpen.be,/asset/fNiKTfDfBEIVQIRKVn569vfP,DAMS Archief
2a3cbb00-72ae-53e1-963e-d3b4d5cfd0a8,e73_Languages,https://dams.antwerpen.be,/asset/RhPvHWlZGBEcFhOnf4gn9Tp4,DAMS Archief
6df6f43e-76f0-54ca-bc1a-796f2d66b9d0,e73_Languages,https://dams.antwerpen.be,/asset/RhPvHWlZGBEcFhOnf4gn9Tp4,DAMS Archief
4c8a16e9-e536-5994-9bbf-35c056a7b977,e73_Languages,https://dams.antwerpen.be,/asset/CZgQsPZOeTXqKqcQBWtaa5HM,DAMS Archief
cf342262-2bc8-584c-99e7-74a2b3b1eba2,e73_Languages,https://dams.antwerpen.be,/asset/CZgQsPZOeTXqKqcQBWtaa5HM,DAMS Archief
db2a13f2-96e1-5500-a90d-ff54035f81e3,e73_Languages,https://dams.antwerpen.be,/asset/Z1SZ6GPRkfjnO9REWJhNVnD1,DAMS Archief
371c593d-5eec-5dd0-a0d4-142d2a197b22,e73_Languages,https://dams.antwerpen.be,/asset/AsIaZKPjUYXNMZXcSDWOpxTZ,DAMS Archief
371c593d-5eec-5dd0-a0d4-142d2a197b22,e73_Languages,https://dams.antwerpen.be,/asset/B1YRVIQrSJjPGSCRLqLrF12H,DAMS Archief
28a33be5-a5e3-529e-8e9c-8a8221ed9dfc,e73_Languages,https://dams.antwerpen.be,/asset/u27aBndOZZQdUUKMYWlIeSyz,DAMS Archief
99685785-d0b0-5aa9-96d3-fbc295ef462b,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
d805e098-97ab-5a7c-afdb-63380b32c955,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
ee8ce4b4-83ec-50d1-b68e-9aeca61f0324,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
c2c9d2a6-d743-5da7-bdd7-e86d086f7b24,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
93ffe75d-2ce9-500e-920b-c1e2c70eab1f,e73_Languages,https://dams.antwerpen.be,/asset/QHTQ7ARbUMobkN9eWCxXbqD4,DAMS Archief
e304e327-0a8b-5966-b281-d950528018de,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
d5a3ecb7-248b-5a9d-87fb-485de2e3f51c,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
e786813e-ebef-5b28-864c-a080b2a90091,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
63272701-eff4-5954-a52a-7b5e443354eb,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
92d9616c-3e34-5973-82fb-e652cc20f957,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
fc8615c9-9aba-5b48-b40d-9ef284d8b042,e73_Languages,https://dams.antwerpen.be,/asset/QHTQ7ARbUMobkN9eWCxXbqD4,DAMS Archief
a684138d-c839-538b-8c66-74720162e9ed,e73_Languages,https://dams.antwerpen.be,/asset/vfjNe7ZRTbgLlHPgRo9Rk9Mh,DAMS Archief
5433da46-bcef-5b36-bca4-662debce9a94,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
9b0026eb-d7f3-546e-b019-3ee415c7389a,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
af16ce68-c244-5ff8-9ef7-e56bded8b5ff,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
e0712544-49c6-50b0-85fb-c76abfe342d3,e73_Languages,https://dams.antwerpen.be,/asset/n1KKBSqGGpZLHmjbMTJrpGTJ,DAMS Archief
9acdb3dc-ee2e-57df-9f3b-0095c7a53fa8,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
1d75ab13-6de7-5d14-a172-0c6c3250739d,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
b1d59a75-1ea2-5cdb-8094-f119853ca7e9,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
f77243db-0210-523f-9641-2dc12552a61f,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
4b6b4123-c88a-5b2d-9798-9a2a851d4d27,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
0deb38cf-5641-5b7f-9daa-fa6776f84f62,e73_Languages,https://dams.antwerpen.be,/asset/q1lgihMaPFVdVNVNcZ6qq1Fq,DAMS Archief
5f84364e-afa1-5874-8bed-a80f8f407242,e73_Languages,https://dams.antwerpen.be,/asset/U2PPQIUMMdtSASSgvTMZ8e3P,DAMS Archief
88f937fe-a8fa-5ec8-b719-d72206341cf2,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
29badd67-f375-5a59-803d-705e4acc713d,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
f5789fa8-12d1-5639-ade7-e38120eeeaf8,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
ea27ca0d-b92c-5399-b8a1-c508416dc2ff,e73_Languages,https://dams.antwerpen.be,/asset/h1FEhXdLYncmoRSkfF2jDZPL,DAMS Archief
f9a8469b-0007-5749-985a-6af4d199d90e,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
7ac5b7b4-ba50-57e1-bb44-d957bea5cfd1,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
71ce7cae-6246-534a-936e-8ba489e54c64,e73_Languages,https://dams.antwerpen.be,/asset/q1lgihMaPFVdVNVNcZ6qq1Fq,DAMS Archief
a689706b-2cf8-5b3f-808c-aca4bfc13342,e73_Languages,https://dams.antwerpen.be,/asset/rRaQDpreT9EHpdSWTVZQnzDO,DAMS Archief
a689706b-2cf8-5b3f-808c-aca4bfc13342,e73_Languages,https://dams.antwerpen.be,/asset/q1FlfimYNblqPFTQcTQiyiZv,DAMS Archief
f6ca2eda-ee18-5cc8-b4e8-29759dbe950a,e73_Languages,https://dams.antwerpen.be,/asset/WLNILVSZNfqIDSZzFfHzRl5f,DAMS Archief
8e75b2e5-db58-5b91-b473-718ac06c17ed,e73_Languages,https://dams.antwerpen.be,/asset/D1apybDKbGKOeYNjTNvLXVzQ,DAMS Archief
a6f64b93-024c-5323-9336-12d583ffed58,e73_Languages,https://dams.antwerpen.be,/asset/D1apybDKbGKOeYNjTNvLXVzQ,DAMS Archief
7a102a7f-3412-5dba-88de-be6671a03ce1,e73_Languages,https://dams.antwerpen.be,/asset/g1PbgOZUBMfKLMZEQayEMyE5,DAMS Archief
2848fb67-dff7-5271-909b-49b531642aa5,e73_Languages,https://dams.antwerpen.be,/asset/D1apybDKbGKOeYNjTNvLXVzQ,DAMS Archief
a20b45d8-be86-5084-8696-63b92596f49a,e73_Languages,https://dams.antwerpen.be,/asset/D1apybDKbGKOeYNjTNvLXVzQ,DAMS Archief
890f7bc6-7a78-5b35-a463-a690086826d3,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
068f2cb4-37d4-55f1-95b2-bff15bc4717d,e73_Languages,https://dams.antwerpen.be,/asset/w1cgYkPDYbeaXsQcCMiKVCDw,DAMS Archief
48f0d6b8-a1b0-587b-9e57-d6cc23f53f09,e73_Languages,https://dams.antwerpen.be,/asset/D1apybDKbGKOeYNjTNvLXVzQ,DAMS Archief
474275a0-e98c-5dd6-af05-34510b866d51,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
4f2adf43-cc92-56d1-9dda-a6877b408b4c,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
0552492e-3174-55f8-a1f0-2052a02fb9a2,e73_Languages,https://dams.antwerpen.be,/asset/HlMJSLShYKm2VWTBWNtFPR2c,DAMS Archief
547739b1-286b-52b0-9ff1-9863918435f8,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/H1SIXaCRmKcnRcdDeYLtNOBa,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/O1LCoNsdhdWoqShWJqzCSIAw,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/T2VShnrEIsGORFdBVWeDwOvM,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/KP9EZQFW7PdWjQeYmT8f01f0,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/Y2UIkXu7YYQR2PMOgaAGc5j3,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/u2EcYjeaXfAKNoNyYsKZOCQ4,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/R2gUf7ZRRcaWjjaUlLhCn68t,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/d1fkRFbqwmEYR3VPefcyLgor,DAMS Archief
e122e2dc-32b1-5eed-973f-75de4ff03419,e73_Languages,https://dams.antwerpen.be,/asset/W1ghjKjmKqrVTcPbcU0aHEbt,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/g1XWAqTMRSUamLmTJeye2qDD,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/y2E3jQgSNReSLhTXU3klQG0M,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/j1uj6lcOwjXVZWTuNljo8auu,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/Z2RVSeOUeDTOYDPVbl8tgAer,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/P1N8MNWmJNFY9ppUHSXXYLgl,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/FirM6SHORgALhWmfpt3ycWsG,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/J26ojDfTWFOQSXTOQLU8Horu,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/P1vLgOSGJgJRsVmmPdV1QLC9,DAMS Archief
5d1b20c5-72c2-5231-8da2-015c69ca7707,e73_Languages,https://dams.antwerpen.be,/asset/q2ERvHdIMfYmiRnaaTMEkcTe,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/g1XWAqTMRSUamLmTJeye2qDD,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/y2E3jQgSNReSLhTXU3klQG0M,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/j1uj6lcOwjXVZWTuNljo8auu,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/Z2RVSeOUeDTOYDPVbl8tgAer,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/P1N8MNWmJNFY9ppUHSXXYLgl,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/FirM6SHORgALhWmfpt3ycWsG,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/J26ojDfTWFOQSXTOQLU8Horu,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/P1vLgOSGJgJRsVmmPdV1QLC9,DAMS Archief
474dc15f-9bb6-5ab4-9fe4-4038c95fd084,e73_Languages,https://dams.antwerpen.be,/asset/q2ERvHdIMfYmiRnaaTMEkcTe,DAMS Archief
78692bdc-44e3-523e-b6f0-843001d06726,e73_Languages,https://dams.antwerpen.be,/asset/I2LYEYanMqXaNBG1LiNmxPpj,DAMS Archief
742cba44-fc4a-552e-bb28-afbe3d66c73f,e73_Languages,https://dams.antwerpen.be,/asset/yIT8jFXSMnYVHLLhPuskkcpI,DAMS Archief
87283975-46a5-5a50-aed5-5dc78122defc,e73_Languages,https://dams.antwerpen.be,/asset/yIT8jFXSMnYVHLLhPuskkcpI,DAMS Archief
2126609e-20a3-5d08-98b5-2bf5bfc59521,e73_Languages,https://dams.antwerpen.be,/asset/yIT8jFXSMnYVHLLhPuskkcpI,DAMS Archief
2126609e-20a3-5d08-98b5-2bf5bfc59521,e73_Languages,https://dams.antwerpen.be,/asset/I2LYEYanMqXaNBG1LiNmxPpj,DAMS Archief
63427cfd-ed48-5024-828a-4091c0f96407,e73_Languages,https://dams.antwerpen.be,/asset/yIT8jFXSMnYVHLLhPuskkcpI,DAMS Archief
ca5a7dc8-8926-5ea9-80e5-a2523b3b4c80,e73_Languages,https://dams.antwerpen.be,/asset/a2nfFYFAb2ak9lJYrMQ1nVw4,DAMS Archief
ca5a7dc8-8926-5ea9-80e5-a2523b3b4c80,e73_Languages,https://dams.antwerpen.be,/asset/P1UyWZXn7LbTRBED8fzKCKdN,DAMS Archief
ca5a7dc8-8926-5ea9-80e5-a2523b3b4c80,e73_Languages,https://dams.antwerpen.be,/asset/E1ShDTadJVQJHSJH47LPXn9N,DAMS Archief
ca5a7dc8-8926-5ea9-80e5-a2523b3b4c80,e73_Languages,https://dams.antwerpen.be,/asset/j1hIddtNQ5H7WMmsaezU0Wta,DAMS Archief
ca5a7dc8-8926-5ea9-80e5-a2523b3b4c80,e73_Languages,https://dams.antwerpen.be,/asset/I1fLYIsgKQEgmihGGJSVgQ2e,DAMS Archief
ca5a7dc8-8926-5ea9-80e5-a2523b3b4c80,e73_Languages,https://dams.antwerpen.be,/asset/EAZqhaIOhIEOUQYONE2hDSyB,DAMS Archief
ca5a7dc8-8926-5ea9-80e5-a2523b3b4c80,e73_Languages,https://dams.antwerpen.be,/asset/v1PjYJEYMeTHWkMcsBS8u7nh,DAMS Archief
