ResourceID,card,order,Keeper,Object Number,Object Identifier,archive_code,Warehouse Location (begin),Warehouse Location (end),Material,Production Technique Type,Object Type,Document status
ac78d6a7-6ba2-5970-92d4-11146934fa4d,AA,0,Museum Mayer van den Bergh,MMB.A.1512_#1,https://data.MMB.be/ark:/24970/ac78d6a7-6ba2-5970-92d4-11146934fa4d,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
49127b6a-5069-5323-a959-f11b6917975d,AA,0,Museum Mayer van den Bergh,MMB.A.1513_#1,https://data.MMB.be/ark:/24970/49127b6a-5069-5323-a959-f11b6917975d,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
31af5ce7-c479-58e7-8d5f-0ba4288013bc,AA,0,Museum Mayer van den Bergh,MMB.A.1514_#1,https://data.MMB.be/ark:/24970/31af5ce7-c479-58e7-8d5f-0ba4288013bc,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
b55ef72b-e3b2-518e-a78c-12129009a841,AA,0,Museum Mayer van den Bergh,MMB.A.1518_#1,https://data.MMB.be/ark:/24970/b55ef72b-e3b2-518e-a78c-12129009a841,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
05829454-b471-5b9e-a238-deb8dc7b346b,AA,0,Museum Mayer van den Bergh,MMB.A.1526_#1,https://data.MMB.be/ark:/24970/05829454-b471-5b9e-a238-deb8dc7b346b,MMB.A.I.D.2.c,Doos A.XI,,ink,typewriting,postcards,
5a499e29-d63a-543a-8954-ff0fd06eccc7,AA,0,Museum Mayer van den Bergh,MMB.A.1527_#1,https://data.MMB.be/ark:/24970/5a499e29-d63a-543a-8954-ff0fd06eccc7,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
752ecd8e-04ea-5cbc-a824-eb1838a4b80c,AA,0,Museum Mayer van den Bergh,MMB.A.1528_#1,https://data.MMB.be/ark:/24970/752ecd8e-04ea-5cbc-a824-eb1838a4b80c,MMB.A.I.D.2.c,Doos A.XI,,ink,typewriting,letters (correspondence),
689c86ef-f0c7-5091-9463-571f8506f7cb,AA,0,Museum Mayer van den Bergh,MMB.A.1529_#1,https://data.MMB.be/ark:/24970/689c86ef-f0c7-5091-9463-571f8506f7cb,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
06f1624f-d557-523f-8624-1c3befcecf15,AA,0,Museum Mayer van den Bergh,MMB.A.1531_#1,https://data.MMB.be/ark:/24970/06f1624f-d557-523f-8624-1c3befcecf15,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
e58f4008-1c9b-51b3-bd6e-975f1a265943,AA,0,Museum Mayer van den Bergh,MMB.A.1532_#1,https://data.MMB.be/ark:/24970/e58f4008-1c9b-51b3-bd6e-975f1a265943,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
6dca0d54-6ba8-5093-aa98-728d5b55fd71,AA,0,Museum Mayer van den Bergh,MMB.A.1533_#1,https://data.MMB.be/ark:/24970/6dca0d54-6ba8-5093-aa98-728d5b55fd71,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
80753ad5-9c32-53cc-ab99-9364c760d323,AA,0,Museum Mayer van den Bergh,MMB.A.1534_#1,https://data.MMB.be/ark:/24970/80753ad5-9c32-53cc-ab99-9364c760d323,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
77b2326e-cc78-500b-a8e7-b3aadb92b4ea,AA,0,Museum Mayer van den Bergh,MMB.A.1535_#1,https://data.MMB.be/ark:/24970/77b2326e-cc78-500b-a8e7-b3aadb92b4ea,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
7007c150-0896-56e0-bacb-bd573ce1e892,AA,0,Museum Mayer van den Bergh,MMB.A.1536_#1,https://data.MMB.be/ark:/24970/7007c150-0896-56e0-bacb-bd573ce1e892,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
bbfe5db3-86bb-5f0c-a017-f6be2da2c1f6,AA,0,Museum Mayer van den Bergh,MMB.A.1537_#1,https://data.MMB.be/ark:/24970/bbfe5db3-86bb-5f0c-a017-f6be2da2c1f6,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
67bbe795-bf36-50f4-9300-55133c98df4b,AA,0,Museum Mayer van den Bergh,MMB.A.1538_#1,https://data.MMB.be/ark:/24970/67bbe795-bf36-50f4-9300-55133c98df4b,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
951f3768-0440-594a-862c-74444462589c,AA,0,Museum Mayer van den Bergh,MMB.A.1539_#1,https://data.MMB.be/ark:/24970/951f3768-0440-594a-862c-74444462589c,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
ab7b9204-dc2e-556a-8e83-2273c29d992c,AA,0,Museum Mayer van den Bergh,MMB.A.1540_#1,https://data.MMB.be/ark:/24970/ab7b9204-dc2e-556a-8e83-2273c29d992c,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,postcards,
2d3fc110-eaf7-5b01-90d2-609df3eaed96,AA,0,Museum Mayer van den Bergh,MMB.A.1541_#1,https://data.MMB.be/ark:/24970/2d3fc110-eaf7-5b01-90d2-609df3eaed96,MMB.A.I.D.2.c,Doos A.XI,,pencils (drawing and writing equipment),handwriting,telegrams,
6b016cb1-185d-5229-92a4-28f9da41e6e9,AA,0,Museum Mayer van den Bergh,MMB.A.1542_#1,https://data.MMB.be/ark:/24970/6b016cb1-185d-5229-92a4-28f9da41e6e9,MMB.A.I.D.2.c,Doos A.XI,,ink,typewriting,telegrams,
b9c9e4d9-6cb5-559b-9f20-0836b13ec291,AA,0,Museum Mayer van den Bergh,MMB.A.1543_#1,https://data.MMB.be/ark:/24970/b9c9e4d9-6cb5-559b-9f20-0836b13ec291,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
b8ff3b71-8453-56b6-aaea-d588d1361414,AA,0,Museum Mayer van den Bergh,MMB.A.1544_#1,https://data.MMB.be/ark:/24970/b8ff3b71-8453-56b6-aaea-d588d1361414,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,postcards,
dd3a7b51-bba2-513b-9747-e7dc8ff82071,AA,0,Museum Mayer van den Bergh,MMB.A.1545_#1,https://data.MMB.be/ark:/24970/dd3a7b51-bba2-513b-9747-e7dc8ff82071,MMB.A.I.D.2.c,Doos A.XI,,ink,typewriting,postcards,
ddf57eb6-dcea-5679-add4-60136996d0dd,AA,0,Museum Mayer van den Bergh,MMB.A.1546_#1,https://data.MMB.be/ark:/24970/ddf57eb6-dcea-5679-add4-60136996d0dd,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,postcards,
21b0c604-94b6-5cb5-9a41-d995e2653b83,AA,0,Museum Mayer van den Bergh,MMB.A.1547_#1,https://data.MMB.be/ark:/24970/21b0c604-94b6-5cb5-9a41-d995e2653b83,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,visiting cards,
9315e1c8-e021-519b-960d-2ed44f77a572,AA,0,Museum Mayer van den Bergh,MMB.A.1548_#1,https://data.MMB.be/ark:/24970/9315e1c8-e021-519b-960d-2ed44f77a572,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
582b3886-5806-5677-b8d9-e7be73e385e4,AA,0,Museum Mayer van den Bergh,MMB.A.1549_#1,https://data.MMB.be/ark:/24970/582b3886-5806-5677-b8d9-e7be73e385e4,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
109f50ee-6ea0-5129-ab1d-545453174e65,AA,0,Museum Mayer van den Bergh,MMB.A.1551_#1,https://data.MMB.be/ark:/24970/109f50ee-6ea0-5129-ab1d-545453174e65,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
87d5a398-711c-5986-9f13-274eab9cefc6,AA,0,Museum Mayer van den Bergh,MMB.A.1552_#1,https://data.MMB.be/ark:/24970/87d5a398-711c-5986-9f13-274eab9cefc6,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
da0caca5-160b-570a-a83d-ef373f63d1d6,AA,0,Museum Mayer van den Bergh,MMB.A.1553_#1,https://data.MMB.be/ark:/24970/da0caca5-160b-570a-a83d-ef373f63d1d6,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
4c8985aa-13e3-5823-8c07-bd4ede213e3e,AA,0,Museum Mayer van den Bergh,MMB.A.1554_#1,https://data.MMB.be/ark:/24970/4c8985aa-13e3-5823-8c07-bd4ede213e3e,MMB.A.I.D.2.c,Doos A.XI,,ink,typewriting,letters (correspondence),
7ab0136b-c143-5988-9bf9-3c65bf1869dc,AA,0,Museum Mayer van den Bergh,MMB.A.1555_#1,https://data.MMB.be/ark:/24970/7ab0136b-c143-5988-9bf9-3c65bf1869dc,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
7c720301-bca7-519f-a176-65f10b4c5f5f,AA,0,Museum Mayer van den Bergh,MMB.A.1556_#1,https://data.MMB.be/ark:/24970/7c720301-bca7-519f-a176-65f10b4c5f5f,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
6db5e074-ae28-590f-8604-decd239a14de,AA,0,Museum Mayer van den Bergh,MMB.A.1557_#1,https://data.MMB.be/ark:/24970/6db5e074-ae28-590f-8604-decd239a14de,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
81ddcf69-f016-542b-ab57-1a55b95864fe,AA,0,Museum Mayer van den Bergh,MMB.A.1560_#1,https://data.MMB.be/ark:/24970/81ddcf69-f016-542b-ab57-1a55b95864fe,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),
52fe588f-e2fd-52e7-b787-60ae18a2518f,AA,0,Museum Mayer van den Bergh,MMB.A.1561_#1,https://data.MMB.be/ark:/24970/52fe588f-e2fd-52e7-b787-60ae18a2518f,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),
44562478-0ddc-54a9-bf34-30d7f7ff1b3b,AA,0,Museum Mayer van den Bergh,MMB.A.1562_#1,https://data.MMB.be/ark:/24970/44562478-0ddc-54a9-bf34-30d7f7ff1b3b,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),
c81b0bd0-6e47-50cd-bf3f-0aae6e8859ae,AA,0,Museum Mayer van den Bergh,MMB.A.1563_#1,https://data.MMB.be/ark:/24970/c81b0bd0-6e47-50cd-bf3f-0aae6e8859ae,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),
b643d861-87aa-55f9-bcfb-2604cbcf73b6,AA,0,Museum Mayer van den Bergh,MMB.A.1564_#1,https://data.MMB.be/ark:/24970/b643d861-87aa-55f9-bcfb-2604cbcf73b6,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),
22543d5c-debb-55d0-b2bc-d164b55903e0,AA,0,Museum Mayer van den Bergh,MMB.A.1565_#1,https://data.MMB.be/ark:/24970/22543d5c-debb-55d0-b2bc-d164b55903e0,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),photocopies
212e87dd-597f-5e8e-8b53-f735f9ac184b,AA,0,Museum Mayer van den Bergh,MMB.A.1566_#1,https://data.MMB.be/ark:/24970/212e87dd-597f-5e8e-8b53-f735f9ac184b,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),photocopies
59b0b453-ecfc-5394-a2de-f26d2cd51239,AA,0,Museum Mayer van den Bergh,MMB.A.1567_#1,https://data.MMB.be/ark:/24970/59b0b453-ecfc-5394-a2de-f26d2cd51239,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),photocopies
72710b17-01d4-5559-a5ca-a87c2d2713c4,AA,0,Museum Mayer van den Bergh,MMB.A.1568_#1,https://data.MMB.be/ark:/24970/72710b17-01d4-5559-a5ca-a87c2d2713c4,MMB.A.I.D.2.c,Doos A.XI,,ink,handwriting,letters (correspondence),
0b74f610-fc3f-5289-9e29-0d43a795c159,AA,0,Museum Mayer van den Bergh,MMB.A.1569_#1,https://data.MMB.be/ark:/24970/0b74f610-fc3f-5289-9e29-0d43a795c159,MMB.A.I.E.1,Doos A.XI,,ink,handwriting,letters (correspondence),
137df05d-e1e6-53dd-9dd9-f9ade9c23e68,AA,0,Museum Mayer van den Bergh,MMB.A.1570_#1,https://data.MMB.be/ark:/24970/137df05d-e1e6-53dd-9dd9-f9ade9c23e68,MMB.A.I.E.1,Doos A.XII,,ink,handwriting,letters (correspondence),
849a4142-ef00-55a3-aea6-44c7becaac53,AA,0,Museum Mayer van den Bergh,MMB.A.1571_#1,https://data.MMB.be/ark:/24970/849a4142-ef00-55a3-aea6-44c7becaac53,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
3dda2b9b-c523-5805-8e17-3cfcc6d7fc04,AA,0,Museum Mayer van den Bergh,MMB.A.1572_#1,https://data.MMB.be/ark:/24970/3dda2b9b-c523-5805-8e17-3cfcc6d7fc04,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
921a821e-882e-5b26-a24e-b9a33d5e6c13,AA,0,Museum Mayer van den Bergh,MMB.A.1573_#1,https://data.MMB.be/ark:/24970/921a821e-882e-5b26-a24e-b9a33d5e6c13,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
a5a1b234-5c51-55cf-873d-82e8fa6e770f,AA,0,Museum Mayer van den Bergh,MMB.A.1574_#1,https://data.MMB.be/ark:/24970/a5a1b234-5c51-55cf-873d-82e8fa6e770f,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
b3c51acd-9cb4-598a-8f89-688ed0aae7ba,AA,0,Museum Mayer van den Bergh,MMB.A.1577_#1,https://data.MMB.be/ark:/24970/b3c51acd-9cb4-598a-8f89-688ed0aae7ba,MMB.A.I.C.1,Doos A.XII,,ink,handwriting,letters (correspondence),
83331507-d465-51d3-9efa-948d0e07a0fc,AA,0,Museum Mayer van den Bergh,MMB.A.1578_#1,https://data.MMB.be/ark:/24970/83331507-d465-51d3-9efa-948d0e07a0fc,MMB.A.I.C.1,Doos A.XII,,ink,handwriting,letters (correspondence),
adee595e-2c34-5213-bab9-ccc9798d380e,AA,0,Museum Mayer van den Bergh,MMB.A.1579_#1,https://data.MMB.be/ark:/24970/adee595e-2c34-5213-bab9-ccc9798d380e,MMB.A.I.C.1,Doos A.XII,,ink,handwriting,letters (correspondence),
b0e93402-8be5-5c94-9319-1984f9a08f1e,AA,0,Museum Mayer van den Bergh,MMB.A.1580_#1,https://data.MMB.be/ark:/24970/b0e93402-8be5-5c94-9319-1984f9a08f1e,MMB.A.I.C.1,Doos A.XII,,ink,handwriting,letters (correspondence),
d251cdaf-9fc3-5f4c-95dd-06fec0e975fe,AA,0,Museum Mayer van den Bergh,MMB.A.1581_#1,https://data.MMB.be/ark:/24970/d251cdaf-9fc3-5f4c-95dd-06fec0e975fe,MMB.A.I.C.2,Doos A.XII,,ink,handwriting,letters (correspondence),
56772bdb-3b12-57fc-a2b5-39b161a41ecb,AA,0,Museum Mayer van den Bergh,MMB.A.1582_#1,https://data.MMB.be/ark:/24970/56772bdb-3b12-57fc-a2b5-39b161a41ecb,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
2fa82552-8733-55fe-9326-54fa42ff86ba,AA,0,Museum Mayer van den Bergh,MMB.A.1583_#1,https://data.MMB.be/ark:/24970/2fa82552-8733-55fe-9326-54fa42ff86ba,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
c413976a-c74d-503c-a32b-fd5d10d38e5e,AA,0,Museum Mayer van den Bergh,MMB.A.1584_#1,https://data.MMB.be/ark:/24970/c413976a-c74d-503c-a32b-fd5d10d38e5e,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
c6b641c8-188c-57cb-b16d-23ebd03dec0d,AA,0,Museum Mayer van den Bergh,MMB.A.1585_#1,https://data.MMB.be/ark:/24970/c6b641c8-188c-57cb-b16d-23ebd03dec0d,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
fc81deb4-e77c-5d66-b8be-2af2d195fc50,AA,0,Museum Mayer van den Bergh,MMB.A.1586_#1,https://data.MMB.be/ark:/24970/fc81deb4-e77c-5d66-b8be-2af2d195fc50,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
1158e7ec-c7ef-52cb-932e-8bfb9b2ada0d,AA,0,Museum Mayer van den Bergh,MMB.A.1587_#1,https://data.MMB.be/ark:/24970/1158e7ec-c7ef-52cb-932e-8bfb9b2ada0d,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
077a5b20-e6ff-541a-b329-f28afd66bf38,AA,0,Museum Mayer van den Bergh,MMB.A.1588_#1,https://data.MMB.be/ark:/24970/077a5b20-e6ff-541a-b329-f28afd66bf38,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
857a5dff-6dc4-5c9a-a47c-0ca313a8cabc,AA,0,Museum Mayer van den Bergh,MMB.A.1589_#1,https://data.MMB.be/ark:/24970/857a5dff-6dc4-5c9a-a47c-0ca313a8cabc,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
6b402602-2c0c-5e70-a573-106b94a55856,AA,0,Museum Mayer van den Bergh,MMB.A.1590_#1,https://data.MMB.be/ark:/24970/6b402602-2c0c-5e70-a573-106b94a55856,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
2879ff71-3dd0-50bf-be00-2db3efd6cf0f,AA,0,Museum Mayer van den Bergh,MMB.A.1591_#1,https://data.MMB.be/ark:/24970/2879ff71-3dd0-50bf-be00-2db3efd6cf0f,MMB.A.I.B.2,Doos A.XII,,ink,typewriting,letters (correspondence),
60ea7224-ec6e-57ff-8ab0-1baf82beb4c7,AA,0,Museum Mayer van den Bergh,MMB.A.1592_#1,https://data.MMB.be/ark:/24970/60ea7224-ec6e-57ff-8ab0-1baf82beb4c7,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
36e1768d-b1c4-5df5-bcb6-63b47b560bc9,AA,0,Museum Mayer van den Bergh,MMB.A.1593_#1,https://data.MMB.be/ark:/24970/36e1768d-b1c4-5df5-bcb6-63b47b560bc9,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
eb203427-59e9-5531-a57c-f5faf5c8cf1a,AA,0,Museum Mayer van den Bergh,MMB.A.1594_#1,https://data.MMB.be/ark:/24970/eb203427-59e9-5531-a57c-f5faf5c8cf1a,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
0ef5af42-bff7-57c2-8095-40d4585b0023,AA,0,Museum Mayer van den Bergh,MMB.A.1595_#1,https://data.MMB.be/ark:/24970/0ef5af42-bff7-57c2-8095-40d4585b0023,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
4c4cb580-7cac-567b-beb7-7d4554a88143,AA,0,Museum Mayer van den Bergh,MMB.A.1596_#1,https://data.MMB.be/ark:/24970/4c4cb580-7cac-567b-beb7-7d4554a88143,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
d7a58852-ea11-55c5-9322-8c443035d45c,AA,0,Museum Mayer van den Bergh,MMB.A.1597_#1,https://data.MMB.be/ark:/24970/d7a58852-ea11-55c5-9322-8c443035d45c,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
b11f59dd-4372-595a-afb4-ca6a5321a8e0,AA,0,Museum Mayer van den Bergh,MMB.A.1598_#1,https://data.MMB.be/ark:/24970/b11f59dd-4372-595a-afb4-ca6a5321a8e0,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
66fc6ea2-e8a8-5006-a159-fc58fc8895d9,AA,0,Museum Mayer van den Bergh,MMB.A.1599_#1,https://data.MMB.be/ark:/24970/66fc6ea2-e8a8-5006-a159-fc58fc8895d9,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
da23bccb-02fc-5c57-90a7-20a7bf2977a2,AA,0,Museum Mayer van den Bergh,MMB.A.1600_#1,https://data.MMB.be/ark:/24970/da23bccb-02fc-5c57-90a7-20a7bf2977a2,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,postcards,
ccbe82ff-bb49-5608-aa04-b2deca54ae76,AA,0,Museum Mayer van den Bergh,MMB.A.1601_#1,https://data.MMB.be/ark:/24970/ccbe82ff-bb49-5608-aa04-b2deca54ae76,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
1a61f665-1c96-5d86-8bbe-39ff9f46d297,AA,0,Museum Mayer van den Bergh,MMB.A.1602_#1,https://data.MMB.be/ark:/24970/1a61f665-1c96-5d86-8bbe-39ff9f46d297,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
c3c407a1-683e-5419-ba5e-78ed35e909e1,AA,0,Museum Mayer van den Bergh,MMB.A.1603_#1,https://data.MMB.be/ark:/24970/c3c407a1-683e-5419-ba5e-78ed35e909e1,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
0c929a5f-c03b-57b4-9b57-5622ca7beecf,AA,0,Museum Mayer van den Bergh,MMB.A.1604_#1,https://data.MMB.be/ark:/24970/0c929a5f-c03b-57b4-9b57-5622ca7beecf,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
05cf2a8d-8659-5cd9-a5eb-61bfec3e82f3,AA,0,Museum Mayer van den Bergh,MMB.A.1605_#1,https://data.MMB.be/ark:/24970/05cf2a8d-8659-5cd9-a5eb-61bfec3e82f3,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
8cbfb016-cd32-596f-91bc-a3f2e179d849,AA,0,Museum Mayer van den Bergh,MMB.A.1606_#1,https://data.MMB.be/ark:/24970/8cbfb016-cd32-596f-91bc-a3f2e179d849,MMB.A.I.E.1,Doos A.XII,,ink,handwriting,letters (correspondence),
bc238b26-af02-5c3b-9523-5d1b25bc2434,AA,0,Museum Mayer van den Bergh,MMB.A.1607_#1,https://data.MMB.be/ark:/24970/bc238b26-af02-5c3b-9523-5d1b25bc2434,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
9dd9837b-08fa-5393-8970-00a755a21158,AA,0,Museum Mayer van den Bergh,MMB.A.1608_#1,https://data.MMB.be/ark:/24970/9dd9837b-08fa-5393-8970-00a755a21158,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
e50cbcd9-234a-51d0-aa33-14e9e1c16f82,AA,0,Museum Mayer van den Bergh,MMB.A.1609_#1,https://data.MMB.be/ark:/24970/e50cbcd9-234a-51d0-aa33-14e9e1c16f82,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
ecc2fe05-145f-5c7d-a3d4-2e9dc3d44395,AA,0,Museum Mayer van den Bergh,MMB.A.1610_#1,https://data.MMB.be/ark:/24970/ecc2fe05-145f-5c7d-a3d4-2e9dc3d44395,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,postcards,
3c869f9a-9cdb-57b7-a94c-60e6be21c429,AA,0,Museum Mayer van den Bergh,MMB.A.1611_#1,https://data.MMB.be/ark:/24970/3c869f9a-9cdb-57b7-a94c-60e6be21c429,MMB.A.I.A.2,Doos A.XII,,ink,typewriting,letters (correspondence),
4b9e86b9-becf-5eb1-88f6-ce13e403fa09,AA,0,Museum Mayer van den Bergh,MMB.A.1612_#1,https://data.MMB.be/ark:/24970/4b9e86b9-becf-5eb1-88f6-ce13e403fa09,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,postcards,
1fc51ac0-b0cf-5fe8-8aa5-ca475774d1d5,AA,0,Museum Mayer van den Bergh,MMB.A.1613_#1,https://data.MMB.be/ark:/24970/1fc51ac0-b0cf-5fe8-8aa5-ca475774d1d5,MMB.A.I.E.1,Doos A.XII,,ink,handwriting,postcards,
dd5407c4-d400-592f-aa9a-d28132929fb6,AA,0,Museum Mayer van den Bergh,MMB.A.1622_#1,https://data.MMB.be/ark:/24970/dd5407c4-d400-592f-aa9a-d28132929fb6,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
1775d124-c4ad-5000-90b0-febe9826d06f,AA,0,Museum Mayer van den Bergh,MMB.A.1623_#1,https://data.MMB.be/ark:/24970/1775d124-c4ad-5000-90b0-febe9826d06f,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
daeefe55-bfc3-546d-bc7f-288ed52a0825,AA,0,Museum Mayer van den Bergh,MMB.A.1624_#1,https://data.MMB.be/ark:/24970/daeefe55-bfc3-546d-bc7f-288ed52a0825,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
caf1751f-766f-53f8-9d0c-5d174d478245,AA,0,Museum Mayer van den Bergh,MMB.A.1625_#1,https://data.MMB.be/ark:/24970/caf1751f-766f-53f8-9d0c-5d174d478245,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
30c47848-0e7c-5bcb-a809-a464c51ae44a,AA,0,Museum Mayer van den Bergh,MMB.A.1626_#1,https://data.MMB.be/ark:/24970/30c47848-0e7c-5bcb-a809-a464c51ae44a,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,postcards,
a035a40d-657e-54dd-99b3-431cd9435810,AA,0,Museum Mayer van den Bergh,MMB.A.1627_#1,https://data.MMB.be/ark:/24970/a035a40d-657e-54dd-99b3-431cd9435810,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
f11e4508-2d20-5414-a8c8-99f295b47c5d,AA,0,Museum Mayer van den Bergh,MMB.A.1628_#1,https://data.MMB.be/ark:/24970/f11e4508-2d20-5414-a8c8-99f295b47c5d,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
1ecf0d93-2212-5fff-b55c-249e0539059f,AA,0,Museum Mayer van den Bergh,MMB.A.1629_#1,https://data.MMB.be/ark:/24970/1ecf0d93-2212-5fff-b55c-249e0539059f,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,visiting cards,
41a25c11-0c89-502b-a432-7a30076a04b4,AA,0,Museum Mayer van den Bergh,MMB.A.1630_#1,https://data.MMB.be/ark:/24970/41a25c11-0c89-502b-a432-7a30076a04b4,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
2d851740-613a-5570-b566-267809914fe4,AA,0,Museum Mayer van den Bergh,MMB.A.1631_#1,https://data.MMB.be/ark:/24970/2d851740-613a-5570-b566-267809914fe4,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
ea50b30f-813d-5fbb-92d8-60318860c384,AA,0,Museum Mayer van den Bergh,MMB.A.1632_#1,https://data.MMB.be/ark:/24970/ea50b30f-813d-5fbb-92d8-60318860c384,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
605d33d9-5930-5c00-a1fe-70f8b04ffa54,AA,0,Museum Mayer van den Bergh,MMB.A.1633_#1,https://data.MMB.be/ark:/24970/605d33d9-5930-5c00-a1fe-70f8b04ffa54,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
55066d45-2a7c-5578-b261-ca5213bbfdec,AA,0,Museum Mayer van den Bergh,MMB.A.1634_#1,https://data.MMB.be/ark:/24970/55066d45-2a7c-5578-b261-ca5213bbfdec,MMB.A.I.B.2,Doos A.XII,,ink,handwriting,letters (correspondence),
