ResourceID,card,order,Transactions
000f17aa-ca9f-5545-b316-4de33005afde,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""12dc6bf5-5780-4cd8-a9e1-8f19a8b4192b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a2d01535-eeaa-44d8-b058-67490ce0470a"", ""inverseOntologyProperty"": """"}]"
00732235-46bb-5684-8ae0-dfcc03eabf97,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""6075588f-69d6-4539-b54a-0807d92ddc06"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5becf8f5-49fb-4780-af48-e3b6e0242f5a"", ""inverseOntologyProperty"": """"}]"
00f89853-c95f-5304-ae66-e780c3e3ff73,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""0d216a41-8a8c-4835-8f89-f26bc52045de"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2e7c74b0-dc95-485b-87c7-0ad922eb5a81"", ""inverseOntologyProperty"": """"}]"
016a03ef-1fb2-50f1-b3e5-0864495730b6,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""b65709cb-4c62-4c81-98d1-037453ca7f04"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d413cea4-9208-4fe5-bd64-a8c664416433"", ""inverseOntologyProperty"": """"}]"
017546af-98ba-5aab-9268-d1b1ca90b997,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""77b8f346-bae0-4981-80d6-ffac7fbe8ac7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c7a829ec-ea22-4ab1-ab55-3579dc4114cc"", ""inverseOntologyProperty"": """"}]"
0195e8c2-8615-5e9a-9f2d-6b527d058e91,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""f2d08411-f463-4d83-99cc-d9a478ad9627"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6fd20a6b-628f-45ac-82ea-9123085aac6d"", ""inverseOntologyProperty"": """"}]"
01e917d2-b2ff-52ac-8754-d2115a3b00c5,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""b0b9a79c-f49b-4c06-9cc6-e3bec047b79e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""29786e09-3468-45ea-9e37-a22ee2703f5d"", ""inverseOntologyProperty"": """"}]"
0213ea83-2085-53ae-aeb3-917a6ca88e4b,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""d9d39ebf-2103-42bd-a8db-accbfd97d1e9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43f42a2b-fbb3-43ab-91a3-09d2c597e94e"", ""inverseOntologyProperty"": """"}]"
027a12d9-7907-55e4-a927-e30d1118cf95,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""c62943c1-9021-4d82-86e4-c9f950b5dd35"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2eead3cd-f9af-4724-a8c6-2817941bb4a0"", ""inverseOntologyProperty"": """"}]"
03869c41-ef35-5f76-bc0b-edc159506379,e73_ChangeHistoryRelations,1,"[{""resourceId"": ""da99846c-72a1-4c13-9b73-ec4accf0503e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fe27350f-90bf-4438-8f20-b167c4d80dd8"", ""inverseOntologyProperty"": """"}]"
