ResourceID,card,Object Number,Start Date,End Date
202cbea2-7de0-5ba2-8b69-35ba14eb6a06,e73_CreationTimeSpans,MMB.A.1211_#1,1881-07-28,
02a7c43b-567d-5262-834b-8e7dd9d3a2b3,e73_CreationTimeSpans,MMB.A.1212_#1,1885-04-06,
9a0a905e-f600-5f84-900d-6df7b5301a31,e73_CreationTimeSpans,MMB.A.1213_#1,1885-04-06,
8a09bdb3-d90a-52b0-a55f-f0eb7ca9f127,e73_CreationTimeSpans,MMB.A.1214_#1,1892-02-15,
10259d16-d64d-56b7-b4c0-2920fb6822be,e73_CreationTimeSpans,MMB.A.1215_#1,1894-01-07,
6f8ecc87-55bb-555d-b290-ecb9619dd44a,e73_CreationTimeSpans,MMB.A.1236_#1,1895-05-14,
bc8959b7-86e8-5c0c-810d-f36935a1ceab,e73_CreationTimeSpans,MMB.A.1237_#1,1899-06-27,
5094166b-8638-577c-a9fc-47acf7ad6dc9,e73_CreationTimeSpans,MMB.A.1238_#1,1901-05-04,
4766d069-ec5e-5fd0-a2a0-db42912a8fa1,e73_CreationTimeSpans,MMB.A.1239_#1,1901-05-04,
3ff121cd-de57-5e58-9a64-3085887b48f4,e73_CreationTimeSpans,MMB.A.1240_#1,1901-05-04,
7bffca9a-54ff-54e5-9258-36c9186d7fc6,e73_CreationTimeSpans,MMB.A.1241_#1,1901-05-04,
f122e404-6518-5c17-90e0-e745370d6bb3,e73_CreationTimeSpans,MMB.A.1242_#1,1897-05-11,
239f02f5-5c8c-52af-8d96-2ef53b057008,e73_CreationTimeSpans,MMB.A.1243_#1,1900-03-27,
7e9a7737-a075-5acb-be5a-6ee021aefce0,e73_CreationTimeSpans,MMB.A.1263_#1,1878-07-12,1878-08-09
7e6a296a-fbe5-5724-97f6-f76409ed8d9c,e73_CreationTimeSpans,MMB.A.1269_#1,1894-10-23,
2ea566d8-5196-5c6d-ae5d-fd023a249523,e73_CreationTimeSpans,MMB.A.1270_#1,1894-10-26,
eafc4487-68ec-53fa-8613-b33ec135fd70,e73_CreationTimeSpans,MMB.A.1276_#1,1901-03-04,
f211d286-340a-5b3f-a905-51044c579dbc,e73_CreationTimeSpans,MMB.A.1277_#1,1901-03-02,
9d592524-4c2e-5e41-b466-9ca68292bfda,e73_CreationTimeSpans,MMB.A.1278_#1,1901-03-02,
291e122f-ed10-5991-a5a8-0fa008517e92,e73_CreationTimeSpans,MMB.A.1284_#1,1894-08-14,
bfabd67f-360c-53af-961f-d7ac972b8183,e73_CreationTimeSpans,MMB.A.1285_#1,1905-03-08,
efdf7258-5981-5057-919e-2ca99aa1acb6,e73_CreationTimeSpans,MMB.A.1286_#1,1905-03-09,
06cb669c-92ef-5f49-8985-baa8bdd76144,e73_CreationTimeSpans,MMB.A.1288_#1,1904-12-17,
56b64c26-755f-50a6-bfee-2efac95c6bdb,e73_CreationTimeSpans,MMB.A.1296_#1,1890-uu-uu,
949a9a30-7d04-5d96-8dd8-fa98b5597984,e73_CreationTimeSpans,MMB.A.1297_#1,1903-uu-uu,
53c93be3-36b9-5910-85fe-b37dfa2daaee,e73_CreationTimeSpans,MMB.A.1319_#1,1919-10-10,1920-11-25
2290d47a-ae3c-5bbf-91ef-e863221f1d4c,e73_CreationTimeSpans,MMB.A.1320_#1,1921-04-29,
a74cac71-5285-59d2-b73a-b90b1b6a6371,e73_CreationTimeSpans,MMB.A.1321_#1,1921-01-19,
b2588791-3728-54c6-95d1-e3275b10318d,e73_CreationTimeSpans,MMB.A.1322_#1,1928-08-01,
c75df007-cd6c-5e30-acb6-9875092d8983,e73_CreationTimeSpans,MMB.A.1338_#1,1907-08-10,1907-11-18
39b5b90d-b23f-57d7-9c86-c9e64abbb74f,e73_CreationTimeSpans,MMB.A.1342_#1,1906-07-30,1906-07-31
ae0892bc-7c76-578e-9777-b10136a2d4cc,e73_CreationTimeSpans,MMB.A.1363_#1,1906-07-15,
ad0eafe7-c60e-5a20-866b-a2940fc2cd21,e73_CreationTimeSpans,MMB.A.1369_#1,1903-07-01,
78fd0b39-1547-574e-94cb-5711c42eb757,e73_CreationTimeSpans,MMB.A.1454_#1,1906-02-02,1918-12-31
eecb120e-e891-5a7f-b196-60f9f7e2fa9d,e73_CreationTimeSpans,MMB.A.1455_#1,1901-10-11,
297cbdca-548e-5283-a099-c2ffb4947a33,e73_CreationTimeSpans,MMB.A.1456_#1,1904-12-16,
93b95e31-1ddc-5735-bfe9-ea78a9155bfc,e73_CreationTimeSpans,MMB.A.1457_#1,1905-01-06,
d0d45958-6650-54be-80e9-857dba13bcef,e73_CreationTimeSpans,MMB.A.1458_#1,1904-12-31,
dbed0c68-cdac-58ca-b17c-609dea1bece3,e73_CreationTimeSpans,MMB.A.1459_#1,1904-12-31,
cd3e4c30-0b88-5aa0-b66e-8b7207f06cda,e73_CreationTimeSpans,MMB.A.1460_#1,1904-12-31,
509b829f-b5a9-5a80-9ade-4f22b329071a,e73_CreationTimeSpans,MMB.A.1461_#1,1904-12-31,
422c9e42-9665-56af-9349-28b55631a3c4,e73_CreationTimeSpans,MMB.A.1462_#1,1914-12-31,
15b7e536-a701-5d87-84a4-4c4613f4d445,e73_CreationTimeSpans,MMB.A.1463_#1,1904-10-07,1905-04-08
698936c7-dd67-5712-9128-040b7edb4b74,e73_CreationTimeSpans,MMB.A.1464_#1,1905-04-07,
66de5ebf-189f-5ff1-bf83-d8ca62e527b1,e73_CreationTimeSpans,MMB.A.1465_#1,1905-03-18,
a10cd7d6-a8ea-58f0-93f9-56dcbcc71221,e73_CreationTimeSpans,MMB.A.1467_#1,1906-09-30,
5d56e537-faf3-547d-905e-440e6d2fdf97,e73_CreationTimeSpans,MMB.A.1468_#1,1907-03-31,
8c56abcc-8304-53f8-b72c-3bf2792f8419,e73_CreationTimeSpans,MMB.A.1469_#1,1911-12-31,
abf69221-894e-5c15-8726-0a6a907e4767,e73_CreationTimeSpans,MMB.A.1470_#1,1916-12-31,
56d9a1a4-3994-5779-b0de-e9d3cd3100fd,e73_CreationTimeSpans,MMB.A.1472_#1,1914-12-31,
7fc9ff6d-dd4b-5b87-a655-ee1745f68c8c,e73_CreationTimeSpans,MMB.A.1473_#1,1907-12-31,1921-07-28
cfcd4f01-2cb2-5372-9eee-ef081632d0cd,e73_CreationTimeSpans,MMB.A.1474_#1,1916-12-12,
f8bd8d25-1671-5c04-9041-15dc373cc836,e73_CreationTimeSpans,MMB.A.1475_#1,1916-12-31,
54dadb67-ca0e-5a5e-9a6e-108e4bec86f6,e73_CreationTimeSpans,MMB.A.1476_#1,1918-07-18,
253d0c3e-444b-57fe-90f4-d389d77432d8,e73_CreationTimeSpans,MMB.A.1479_#1,1921-02-18,1922-12-22
1d3fb492-5190-520b-ab34-d8564d65faf7,e73_CreationTimeSpans,MMB.A.1480_#1,1925-11-18,1927-11-20
864d9c22-81aa-52f5-a178-865bdf2c6760,e73_CreationTimeSpans,MMB.A.1481_#1,1902-12-18,1931-04-18
dd372f35-1ba8-5475-8da9-9241bad39e28,e73_CreationTimeSpans,MMB.A.1482_#1,1921-01-04,1921-04-01
13ed22fe-7510-5305-ae44-01915cce5d88,e73_CreationTimeSpans,MMB.A.1485_#1,1904-10-07,1929-07-03
1cb1b45d-0008-50eb-8fe6-9408821d3f6c,e73_CreationTimeSpans,MMB.A.1486_#1,1905-10-29,1930-10-03
a0581a47-640f-5f3c-bbc4-c8875bac5cf8,e73_CreationTimeSpans,MMB.A.1490_#1,1916-01-19,
22df5e7f-3e50-5710-978a-f9dd862d5c61,e73_CreationTimeSpans,MMB.A.1515_#1,1905-03-30,1905-03-31
1926bcdb-4f64-5bc7-8a16-04f74366aef8,e73_CreationTimeSpans,MMB.A.1516_#1,uuuu-05-25,uuuu-06-11
6f19e166-0e7a-50b1-a71c-98746cbe9613,e73_CreationTimeSpans,MMB.A.1517_#1,uuuu-04-01,uuuu-06u06
6d96bc0a-4a0d-510e-ae9a-fb59e5825a4d,e73_CreationTimeSpans,MMB.A.1519_#1,1916-05-09,1916-05-18
7db4718f-cd55-599e-a442-f800da79ebb7,e73_CreationTimeSpans,MMB.A.1520_#1,1916-09-04,1916-10-20
5f88bfb6-3ca7-5865-89bc-a54eb76e2848,e73_CreationTimeSpans,MMB.A.1521_#1,1916-12-09,1916-12-14
c7814e47-4e03-5ef9-8f4b-98f9d19fd6a9,e73_CreationTimeSpans,MMB.A.1522_#1,1918-02-05,
6b279506-deb0-5f21-afe3-30a008a64ce3,e73_CreationTimeSpans,MMB.A.1523_#1,1917-10-29,1917-12-01
0e6a2698-faf8-5984-9aea-d9eafa93e0b6,e73_CreationTimeSpans,MMB.A.1524_#1,1917-07-23,1917-02-24
8f74ebbe-c149-56de-bcfe-b52e2f9f8f0c,e73_CreationTimeSpans,MMB.A.1525_#1,1917-03-20,
28692f4c-12bf-51d2-b814-b2b0cbdcc95a,e73_CreationTimeSpans,MMB.A.1550_#1,1905-01-01,
4ccd3a34-9967-5991-86b6-2227dc48182c,e73_CreationTimeSpans,MMB.A.1575_#1,1911-03-27,
7b26bc89-09e6-5e69-af67-f3a189c20d25,e73_CreationTimeSpans,MMB.A.1614_#1,1884-uu-uu,
88acb304-7738-5bbc-a9aa-131143af63fe,e73_CreationTimeSpans,MMB.A.1616_#1,1911-03-31,
4f35d2a0-2f6a-5997-8e24-f41fa3b1d575,e73_CreationTimeSpans,MMB.A.1617_#1,uuuu-04-27,
9038d002-c04e-5817-9524-c7dc4af43350,e73_CreationTimeSpans,MMB.A.1649_#1,1888-04-07,
e93ff887-2bc9-5d37-9370-b0ee05df0b88,e73_CreationTimeSpans,MMB.A.1658_#1,1893-04-17,
38547267-e9df-5e7d-a0c1-ba09263dd1f4,e73_CreationTimeSpans,MMB.A.1661_#1,1892-07-uu,
729fe3f0-7d6a-5ac3-9e8d-a034ecf254d0,e73_CreationTimeSpans,MMB.A.1662_#1,1896-04-uu,
858addde-7bad-5144-ad7c-620969e6b6af,e73_CreationTimeSpans,MMB.A.1663_#1,1895-10-28,
10246f72-38b1-57be-ad95-57c1eaa1f76c,e73_CreationTimeSpans,MMB.A.1665_#1,1893-07-06,
16f5bd22-6e29-5a01-9b0f-3a864fab8baa,e73_CreationTimeSpans,MMB.A.1666_#1,1897-06-19,
df2baa07-d4fd-5264-9440-11d6c01877e7,e73_CreationTimeSpans,MMB.A.1670_#1,1898-03-03,
772bef81-3e97-558e-bae4-b14b852dff44,e73_CreationTimeSpans,MMB.A.2341_#1,1910-06-20,
14a1ad3d-0ab5-521f-94d5-1cbddddbf13c,e73_CreationTimeSpans,MMB.A.2342_#1,1910-06-19,
901ac866-29f7-5f61-9bc8-33e6a1f2eb2f,e73_CreationTimeSpans,MMB.A.2343_#1,1909-04-10,
0d219ba2-c0fa-5ec6-8729-73c752c48af6,e73_CreationTimeSpans,MMB.A.2420_#1,1892-uu-uu,
1fdb2f7b-21a4-58fd-b6ed-04ed9b7393c1,e73_CreationTimeSpans,MMB.A.2421_#1,1903-uu-uu,
e1c83f6f-d719-5f37-b08f-63140bb7d345,e73_CreationTimeSpans,MMB.A.2422_#1,1916-08-17,
a704a9a6-400e-57b5-970f-65b5fc67a119,e73_CreationTimeSpans,MMB.A.2484_#1,1904-uu-uu,
de99d5c0-ca7e-53e9-8787-027cf3c792ff,e73_CreationTimeSpans,MMB.A.2485_#1,1904-uu-uu,
11a806c7-b595-5c4b-9c47-cca59ddddfae,e73_CreationTimeSpans,MMB.A.2486_#1,1904-uu-uu,
6b3f682b-8af5-567b-914d-7e2cf5b0e365,e73_CreationTimeSpans,MMB.A.2487_#1,1904-uu-uu,
218c78ed-fc71-553a-b42d-438aab35a1cb,e73_CreationTimeSpans,MMB.A.2488_#1,1904-uu-uu,
dc2197dd-d243-5a94-a2a0-1376a0d31c7f,e73_CreationTimeSpans,MMB.A.2489_#1,1904-uu-uu,
e73d0200-f061-502d-8e95-80c98de16077,e73_CreationTimeSpans,MMB.A.2490_#1,1909-02-10,2006-10-26
7690b9db-c248-5cd4-9e90-dc5e97992771,e73_CreationTimeSpans,MMB.A.2491_#1,1909-uu-uu,
72fbdede-c994-53a8-8981-d919da309013,e73_CreationTimeSpans,MMB.A.2492_#1,1909-uu-uu,
dd11596a-420f-5132-903f-b8078ff03376,e73_CreationTimeSpans,MMB.A.2493_#1,1909-uu-uu,
34e44d7d-cb8c-5e91-9c88-dbb48076f749,e73_CreationTimeSpans,MMB.A.2494_#1,1909-uu-uu,1911-uu-uu
12443445-d2b2-5e3e-95d9-e298f3825f72,e73_CreationTimeSpans,MMB.A.2495_#1,1909-uu-uu,1911-uu-uu
2022833c-dc16-583b-b24c-12395984abe9,e73_CreationTimeSpans,MMB.A.2496_#1,1905-03-25,
b00d2968-e295-5a55-8405-989bc07e3e49,e73_CreationTimeSpans,MMB.A.2498_#1,1898-uu-uu,
4e5b13ac-d188-5cff-9943-cd1c810b1488,e73_CreationTimeSpans,MMB.A.2520_#1,1879-01-31,1879-03-04
30f30092-187f-5768-a959-f24aa704eb17,e73_CreationTimeSpans,MMB.A.2521_#1,1872-04-01,1880-01-30
d186a7fe-a55b-57db-bbfc-28054f7d3732,e73_CreationTimeSpans,MMB.A.2550_#1,1895-02-16,
a4619751-dd94-5136-9168-fcd1df13d482,e73_CreationTimeSpans,MMB.A.2551_#1,uuuu-02-07,uuuu-02-09
e441cb54-980f-5957-a6f1-f714c2761981,e73_CreationTimeSpans,MMB.A.2552_#1,uuuu-01-20,uuuu-02-17
