ResourceID,card,order,Keeper,Object Number,Object Identifier,archive_code,Warehouse Location (begin),Warehouse Location (end),Object Type
3b4a3cb9-c72a-5e4c-9157-b943cb06cdb3,AA,0,MMB,MMB.A.1189_#1,https://data.MMB.be/ark:/24970/3b4a3cb9-c72a-5e4c-9157-b943cb06cdb3,MMB.A.I.E.3,Doos A.IX,,cards (information artifacts)
9c35bf7a-c33f-5ec8-8032-373f31ee94dc,AA,0,MMB,MMB.A.1190_#1,https://data.MMB.be/ark:/24970/9c35bf7a-c33f-5ec8-8032-373f31ee94dc,MMB.A.I.E.3,Doos A.IX,,files (document groupings)
168fd424-5e24-5008-be58-2ef1f87d6661,AA,0,MMB,MMB.A.1191_#1,https://data.MMB.be/ark:/24970/168fd424-5e24-5008-be58-2ef1f87d6661,MMB.A.I.E.3,Doos A.IX,,files (document groupings)
60ec1f4d-58bd-511a-895f-750327220d5e,AA,0,MMB,MMB.A.1192_#1,https://data.MMB.be/ark:/24970/60ec1f4d-58bd-511a-895f-750327220d5e,MMB.A.I.E.3,Doos A.IX,,files (document groupings)
ecd38819-3a5b-5a25-a344-4f08423177db,AA,0,MMB,MMB.A.1193_#1,https://data.MMB.be/ark:/24970/ecd38819-3a5b-5a25-a344-4f08423177db,MMB.A.I.E.3,Doos A.IX,,files (document groupings)
de92844a-21e6-52e7-915f-b0754be77f12,AA,0,MMB,MMB.A.1194_#1,https://data.MMB.be/ark:/24970/de92844a-21e6-52e7-915f-b0754be77f12,MMB.A.I.E.3,Doos A.IX,,files (document groupings)
77eafc55-1f97-59de-9767-d89bcc85ad88,AA,0,MMB,MMB.A.1195_#1,https://data.MMB.be/ark:/24970/77eafc55-1f97-59de-9767-d89bcc85ad88,MMB.A.I.E.3,Doos A.IX,,obituaries
70262fca-96e4-5a74-b8f3-e860ee9726e7,AA,0,MMB,MMB.A.1196_#1,https://data.MMB.be/ark:/24970/70262fca-96e4-5a74-b8f3-e860ee9726e7,MMB.A.I.E.3,Doos A.IX,,obituaries
c79a41f3-52db-54c4-b572-6efd27739abb,AA,0,MMB,MMB.A.1197_#1,https://data.MMB.be/ark:/24970/c79a41f3-52db-54c4-b572-6efd27739abb,MMB.A.I.E.3,Doos A.IX,,obituaries
150a7a2b-4c6b-5a87-a018-d9da63d5cc0a,AA,0,MMB,MMB.A.1198_#1,https://data.MMB.be/ark:/24970/150a7a2b-4c6b-5a87-a018-d9da63d5cc0a,MMB.A.I.E.3,Doos A.IX,,obituaries
87191be8-5f84-5141-b6b0-19ec741ad8e6,AA,0,MMB,MMB.A.1199_#1,https://data.MMB.be/ark:/24970/87191be8-5f84-5141-b6b0-19ec741ad8e6,MMB.A.I.E.3,Doos A.IX,,obituaries
71152f08-44fe-5015-98f3-7090753a5056,AA,0,MMB,MMB.A.1200_#1,https://data.MMB.be/ark:/24970/71152f08-44fe-5015-98f3-7090753a5056,MMB.A.I.E.3,Doos A.IX,,obituaries
8e31a388-8e70-5092-b270-9e42701704c3,AA,0,MMB,MMB.A.1201_#1,https://data.MMB.be/ark:/24970/8e31a388-8e70-5092-b270-9e42701704c3,MMB.A.I.E.3,Doos A.IX,,obituaries
9ba78331-fd77-5e3e-8b68-b313986f717e,AA,0,MMB,MMB.A.1202_#1,https://data.MMB.be/ark:/24970/9ba78331-fd77-5e3e-8b68-b313986f717e,MMB.A.I.E.3,Doos A.IX,,obituaries
e1850fd4-95e9-577d-af0d-31aebf74eb96,AA,0,MMB,MMB.A.1203_#1,https://data.MMB.be/ark:/24970/e1850fd4-95e9-577d-af0d-31aebf74eb96,MMB.A.I.E.3,Doos A.IX,,obituaries
dc57f0d2-fce4-5bc2-af8f-f2446f38f9d6,AA,0,MMB,MMB.A.1204_#1,https://data.MMB.be/ark:/24970/dc57f0d2-fce4-5bc2-af8f-f2446f38f9d6,MMB.A.I.E.3,Doos A.IX,,obituaries
f66aa3db-2e0d-5395-b893-5e19e8ecac11,AA,0,MMB,MMB.A.1205_#1,https://data.MMB.be/ark:/24970/f66aa3db-2e0d-5395-b893-5e19e8ecac11,MMB.A.I.E.3,Doos A.IX,,obituaries
ccbd3d3d-e74b-5cee-92c5-cac031b6927f,AA,0,MMB,MMB.A.1206_#1,https://data.MMB.be/ark:/24970/ccbd3d3d-e74b-5cee-92c5-cac031b6927f,MMB.A.I.E.3,Doos A.IX,,obituaries
f5caffa0-b4ba-51da-8472-fd7a5eb212d1,AA,0,MMB,MMB.A.1207_#1,https://data.MMB.be/ark:/24970/f5caffa0-b4ba-51da-8472-fd7a5eb212d1,MMB.A.I.E.3,Doos A.IX,,obituaries
727322e3-4c3a-5dd9-8b54-ab754ad5f00a,AA,0,MMB,MMB.A.1208_#1,https://data.MMB.be/ark:/24970/727322e3-4c3a-5dd9-8b54-ab754ad5f00a,MMB.A.I.E.3,Doos A.IX,,obituaries
3d71a4a4-1da7-50cd-8178-b2d3a78f098f,AA,0,MMB,MMB.A.1209_#1,https://data.MMB.be/ark:/24970/3d71a4a4-1da7-50cd-8178-b2d3a78f098f,MMB.A.I.E.3,Doos A.IX,,obituaries
43ba160e-21bb-5a47-baa5-1d80749fc4a1,AA,0,MMB,MMB.A.1210_#1,https://data.MMB.be/ark:/24970/43ba160e-21bb-5a47-baa5-1d80749fc4a1,MMB.A.I.E.3,Doos A.IX,,obituaries
202cbea2-7de0-5ba2-8b69-35ba14eb6a06,AA,0,MMB,MMB.A.1211_#1,https://data.MMB.be/ark:/24970/202cbea2-7de0-5ba2-8b69-35ba14eb6a06,MMB.A.I.E.3,Doos A.IX,,obituaries
02a7c43b-567d-5262-834b-8e7dd9d3a2b3,AA,0,MMB,MMB.A.1212_#1,https://data.MMB.be/ark:/24970/02a7c43b-567d-5262-834b-8e7dd9d3a2b3,MMB.A.I.E.3,Doos A.IX,,obituaries
9a0a905e-f600-5f84-900d-6df7b5301a31,AA,0,MMB,MMB.A.1213_#1,https://data.MMB.be/ark:/24970/9a0a905e-f600-5f84-900d-6df7b5301a31,MMB.A.I.E.3,Doos A.IX,,obituaries
8a09bdb3-d90a-52b0-a55f-f0eb7ca9f127,AA,0,MMB,MMB.A.1214_#1,https://data.MMB.be/ark:/24970/8a09bdb3-d90a-52b0-a55f-f0eb7ca9f127,MMB.A.I.E.3,Doos A.IX,,obituaries
10259d16-d64d-56b7-b4c0-2920fb6822be,AA,0,MMB,MMB.A.1215_#1,https://data.MMB.be/ark:/24970/10259d16-d64d-56b7-b4c0-2920fb6822be,MMB.A.I.E.3,Doos A.IX,,obituaries
8e948d6d-2ef4-5624-866c-79ed840cdeb2,AA,0,MMB,MMB.A.1224_#1,https://data.MMB.be/ark:/24970/8e948d6d-2ef4-5624-866c-79ed840cdeb2,MMB.A.I.E.3,Doos A.IX,,cards (information artifacts)
5247f5d8-ddee-5a2a-8f1c-9abe3e45e5b9,AA,0,MMB,MMB.A.1231_#1,https://data.MMB.be/ark:/24970/5247f5d8-ddee-5a2a-8f1c-9abe3e45e5b9,MMB.A.I.E.3,Doos A.IX,,cards (information artifacts)
6f8ecc87-55bb-555d-b290-ecb9619dd44a,AA,0,MMB,MMB.A.1236_#1,https://data.MMB.be/ark:/24970/6f8ecc87-55bb-555d-b290-ecb9619dd44a,MMB.A.I.E.4,Doos A.IX,,Financiële stukken en akten
bc8959b7-86e8-5c0c-810d-f36935a1ceab,AA,0,MMB,MMB.A.1237_#1,https://data.MMB.be/ark:/24970/bc8959b7-86e8-5c0c-810d-f36935a1ceab,MMB.A.I.E.4,Doos A.IX,,Financiële stukken en akten
5094166b-8638-577c-a9fc-47acf7ad6dc9,AA,0,MMB,MMB.A.1238_#1,https://data.MMB.be/ark:/24970/5094166b-8638-577c-a9fc-47acf7ad6dc9,MMB.A.I.E.3,Doos A.IX,,obituaries
4766d069-ec5e-5fd0-a2a0-db42912a8fa1,AA,0,MMB,MMB.A.1239_#1,https://data.MMB.be/ark:/24970/4766d069-ec5e-5fd0-a2a0-db42912a8fa1,MMB.A.I.E.3,Doos A.IX,,obituaries
3ff121cd-de57-5e58-9a64-3085887b48f4,AA,0,MMB,MMB.A.1240_#1,https://data.MMB.be/ark:/24970/3ff121cd-de57-5e58-9a64-3085887b48f4,MMB.A.I.E.3,Doos A.IX,,obituaries
7bffca9a-54ff-54e5-9258-36c9186d7fc6,AA,0,MMB,MMB.A.1241_#1,https://data.MMB.be/ark:/24970/7bffca9a-54ff-54e5-9258-36c9186d7fc6,MMB.A.I.E.3,Doos A.IX,,obituaries
f122e404-6518-5c17-90e0-e745370d6bb3,AA,0,MMB,MMB.A.1242_#1,https://data.MMB.be/ark:/24970/f122e404-6518-5c17-90e0-e745370d6bb3,MMB.A.I.E.3,Doos A.IX,,Menu's
239f02f5-5c8c-52af-8d96-2ef53b057008,AA,0,MMB,MMB.A.1243_#1,https://data.MMB.be/ark:/24970/239f02f5-5c8c-52af-8d96-2ef53b057008,MMB.A.I.E.3,Doos A.IX,,Menu's
7e9a7737-a075-5acb-be5a-6ee021aefce0,AA,0,MMB,MMB.A.1263_#1,https://data.MMB.be/ark:/24970/7e9a7737-a075-5acb-be5a-6ee021aefce0,MMB.A.I.E.2,Doos A.IX,,testimonials
7e6a296a-fbe5-5724-97f6-f76409ed8d9c,AA,0,MMB,MMB.A.1269_#1,https://data.MMB.be/ark:/24970/7e6a296a-fbe5-5724-97f6-f76409ed8d9c,MMB.A.I.E.3,Doos A.IX,,cards (information artifacts)
2ea566d8-5196-5c6d-ae5d-fd023a249523,AA,0,MMB,MMB.A.1270_#1,https://data.MMB.be/ark:/24970/2ea566d8-5196-5c6d-ae5d-fd023a249523,MMB.A.I.E.3,Doos A.IX,,Processtukken
eafc4487-68ec-53fa-8613-b33ec135fd70,AA,0,MMB,MMB.A.1276_#1,https://data.MMB.be/ark:/24970/eafc4487-68ec-53fa-8613-b33ec135fd70,MMB.A.I.E.2,Doos A.IX,,testimonials
f211d286-340a-5b3f-a905-51044c579dbc,AA,0,MMB,MMB.A.1277_#1,https://data.MMB.be/ark:/24970/f211d286-340a-5b3f-a905-51044c579dbc,MMB.A.I.E.4,Doos A.IX,,Financiële stukken en akten
9d592524-4c2e-5e41-b466-9ca68292bfda,AA,0,MMB,MMB.A.1278_#1,https://data.MMB.be/ark:/24970/9d592524-4c2e-5e41-b466-9ca68292bfda,MMB.A.I.E.4,Doos A.IX,,Financiële stukken en akten
291e122f-ed10-5991-a5a8-0fa008517e92,AA,0,MMB,MMB.A.1284_#1,https://data.MMB.be/ark:/24970/291e122f-ed10-5991-a5a8-0fa008517e92,MMB.A.I.E.3,Doos A.IX,,Menu's
bfabd67f-360c-53af-961f-d7ac972b8183,AA,0,MMB,MMB.A.1285_#1,https://data.MMB.be/ark:/24970/bfabd67f-360c-53af-961f-d7ac972b8183,MMB.A.I.E.3,Doos A.IX,,Overdrukken en pamfletten
efdf7258-5981-5057-919e-2ca99aa1acb6,AA,0,MMB,MMB.A.1286_#1,https://data.MMB.be/ark:/24970/efdf7258-5981-5057-919e-2ca99aa1acb6,MMB.A.I.E.3,Doos A.IX,,scripts (documents)
38091fc3-5fdb-5e90-82c5-a68893f9faec,AA,0,MMB,MMB.A.1287_#1,https://data.MMB.be/ark:/24970/38091fc3-5fdb-5e90-82c5-a68893f9faec,MMB.A.I.E.3,Doos A.IX,,scripts (documents)
06cb669c-92ef-5f49-8985-baa8bdd76144,AA,0,MMB,MMB.A.1288_#1,https://data.MMB.be/ark:/24970/06cb669c-92ef-5f49-8985-baa8bdd76144,MMB.A.I.B.1,Doos A.IX,,cards (information artifacts)
d01a1b67-f3c1-59fc-8cc2-da76112077b0,AA,0,MMB,MMB.A.1289_#1,https://data.MMB.be/ark:/24970/d01a1b67-f3c1-59fc-8cc2-da76112077b0,MMB.A.I.B.1,Doos A.IX,,files (document groupings)
56b64c26-755f-50a6-bfee-2efac95c6bdb,AA,0,MMB,MMB.A.1296_#1,https://data.MMB.be/ark:/24970/56b64c26-755f-50a6-bfee-2efac95c6bdb,MMB.A.I.A.4.c,Doos A.IX,,files (document groupings)
949a9a30-7d04-5d96-8dd8-fa98b5597984,AA,0,MMB,MMB.A.1297_#1,https://data.MMB.be/ark:/24970/949a9a30-7d04-5d96-8dd8-fa98b5597984,MMB.A.I.B.1,Doos A.IX,,clippings (information artifacts)
53c93be3-36b9-5910-85fe-b37dfa2daaee,AA,0,MMB,MMB.A.1319_#1,https://data.MMB.be/ark:/24970/53c93be3-36b9-5910-85fe-b37dfa2daaee,MMB.A.I.D.1.b,Doos A.IX,,Financiële stukken en akten
2290d47a-ae3c-5bbf-91ef-e863221f1d4c,AA,0,MMB,MMB.A.1320_#1,https://data.MMB.be/ark:/24970/2290d47a-ae3c-5bbf-91ef-e863221f1d4c,MMB.A.I.D.1.b,Doos A.X,,Financiële stukken en akten
a74cac71-5285-59d2-b73a-b90b1b6a6371,AA,0,MMB,MMB.A.1321_#1,https://data.MMB.be/ark:/24970/a74cac71-5285-59d2-b73a-b90b1b6a6371,MMB.A.I.D.1.b,Doos A.X,,Financiële stukken en akten
b2588791-3728-54c6-95d1-e3275b10318d,AA,0,MMB,MMB.A.1322_#1,https://data.MMB.be/ark:/24970/b2588791-3728-54c6-95d1-e3275b10318d,MMB.A.I.D.1.b,Doos A.X,,Financiële stukken en akten
c75df007-cd6c-5e30-acb6-9875092d8983,AA,0,MMB,MMB.A.1338_#1,https://data.MMB.be/ark:/24970/c75df007-cd6c-5e30-acb6-9875092d8983,MMB.A.I.D.1.b,Doos A.X,,Financiële stukken en akten
39b5b90d-b23f-57d7-9c86-c9e64abbb74f,AA,0,MMB,MMB.A.1342_#1,https://data.MMB.be/ark:/24970/39b5b90d-b23f-57d7-9c86-c9e64abbb74f,MMB.A.I.D.2.a,Doos A.X,,clippings (information artifacts)
afef21ea-fc81-52a1-b5d5-2af5271e25e7,AA,0,MMB,MMB.A.1352_#1,https://data.MMB.be/ark:/24970/afef21ea-fc81-52a1-b5d5-2af5271e25e7,MMB.A.I.D.2.a,Doos A.X,,files (document groupings)
ae0892bc-7c76-578e-9777-b10136a2d4cc,AA,0,MMB,MMB.A.1363_#1,https://data.MMB.be/ark:/24970/ae0892bc-7c76-578e-9777-b10136a2d4cc,MMB.A.I.D.2.a,Doos A.X,,scripts (documents)
9ac1284c-7943-5ab5-943a-8a02f01b9bd3,AA,0,MMB,MMB.A.1368_#1,https://data.MMB.be/ark:/24970/9ac1284c-7943-5ab5-943a-8a02f01b9bd3,MMB.A.I.D.2.a,Doos A.X,,files (document groupings)
ad0eafe7-c60e-5a20-866b-a2940fc2cd21,AA,0,MMB,MMB.A.1369_#1,https://data.MMB.be/ark:/24970/ad0eafe7-c60e-5a20-866b-a2940fc2cd21,MMB.A.I.D.2.a,Doos A.X,,files (document groupings)
65f54792-7ee0-57b9-b3b7-a2640e11f3a4,AA,0,MMB,MMB.A.1406_#1,https://data.MMB.be/ark:/24970/65f54792-7ee0-57b9-b3b7-a2640e11f3a4,MMB.A.I.D.2.a,Doos A.X,,files (document groupings)
78fd0b39-1547-574e-94cb-5711c42eb757,AA,0,MMB,MMB.A.1454_#1,https://data.MMB.be/ark:/24970/78fd0b39-1547-574e-94cb-5711c42eb757,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
eecb120e-e891-5a7f-b196-60f9f7e2fa9d,AA,0,MMB,MMB.A.1455_#1,https://data.MMB.be/ark:/24970/eecb120e-e891-5a7f-b196-60f9f7e2fa9d,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
297cbdca-548e-5283-a099-c2ffb4947a33,AA,0,MMB,MMB.A.1456_#1,https://data.MMB.be/ark:/24970/297cbdca-548e-5283-a099-c2ffb4947a33,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
93b95e31-1ddc-5735-bfe9-ea78a9155bfc,AA,0,MMB,MMB.A.1457_#1,https://data.MMB.be/ark:/24970/93b95e31-1ddc-5735-bfe9-ea78a9155bfc,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
d0d45958-6650-54be-80e9-857dba13bcef,AA,0,MMB,MMB.A.1458_#1,https://data.MMB.be/ark:/24970/d0d45958-6650-54be-80e9-857dba13bcef,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
