ResourceID,card,order,Keeper,Object Number,Object Identifier,archive_code,Warehouse Location (begin),Warehouse Location (end),Object Type
dbed0c68-cdac-58ca-b17c-609dea1bece3,AA,0,MMB,MMB.A.1459_#1,https://data.MMB.be/ark:/24970/dbed0c68-cdac-58ca-b17c-609dea1bece3,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
cd3e4c30-0b88-5aa0-b66e-8b7207f06cda,AA,0,MMB,MMB.A.1460_#1,https://data.MMB.be/ark:/24970/cd3e4c30-0b88-5aa0-b66e-8b7207f06cda,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
509b829f-b5a9-5a80-9ade-4f22b329071a,AA,0,MMB,MMB.A.1461_#1,https://data.MMB.be/ark:/24970/509b829f-b5a9-5a80-9ade-4f22b329071a,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
422c9e42-9665-56af-9349-28b55631a3c4,AA,0,MMB,MMB.A.1462_#1,https://data.MMB.be/ark:/24970/422c9e42-9665-56af-9349-28b55631a3c4,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
15b7e536-a701-5d87-84a4-4c4613f4d445,AA,0,MMB,MMB.A.1463_#1,https://data.MMB.be/ark:/24970/15b7e536-a701-5d87-84a4-4c4613f4d445,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
698936c7-dd67-5712-9128-040b7edb4b74,AA,0,MMB,MMB.A.1464_#1,https://data.MMB.be/ark:/24970/698936c7-dd67-5712-9128-040b7edb4b74,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
66de5ebf-189f-5ff1-bf83-d8ca62e527b1,AA,0,MMB,MMB.A.1465_#1,https://data.MMB.be/ark:/24970/66de5ebf-189f-5ff1-bf83-d8ca62e527b1,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
a10cd7d6-a8ea-58f0-93f9-56dcbcc71221,AA,0,MMB,MMB.A.1467_#1,https://data.MMB.be/ark:/24970/a10cd7d6-a8ea-58f0-93f9-56dcbcc71221,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
5d56e537-faf3-547d-905e-440e6d2fdf97,AA,0,MMB,MMB.A.1468_#1,https://data.MMB.be/ark:/24970/5d56e537-faf3-547d-905e-440e6d2fdf97,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
8c56abcc-8304-53f8-b72c-3bf2792f8419,AA,0,MMB,MMB.A.1469_#1,https://data.MMB.be/ark:/24970/8c56abcc-8304-53f8-b72c-3bf2792f8419,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
abf69221-894e-5c15-8726-0a6a907e4767,AA,0,MMB,MMB.A.1470_#1,https://data.MMB.be/ark:/24970/abf69221-894e-5c15-8726-0a6a907e4767,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
56d9a1a4-3994-5779-b0de-e9d3cd3100fd,AA,0,MMB,MMB.A.1472_#1,https://data.MMB.be/ark:/24970/56d9a1a4-3994-5779-b0de-e9d3cd3100fd,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
7fc9ff6d-dd4b-5b87-a655-ee1745f68c8c,AA,0,MMB,MMB.A.1473_#1,https://data.MMB.be/ark:/24970/7fc9ff6d-dd4b-5b87-a655-ee1745f68c8c,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
cfcd4f01-2cb2-5372-9eee-ef081632d0cd,AA,0,MMB,MMB.A.1474_#1,https://data.MMB.be/ark:/24970/cfcd4f01-2cb2-5372-9eee-ef081632d0cd,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
f8bd8d25-1671-5c04-9041-15dc373cc836,AA,0,MMB,MMB.A.1475_#1,https://data.MMB.be/ark:/24970/f8bd8d25-1671-5c04-9041-15dc373cc836,MMB.A.I.D.1.b,Doos A.XI,,Financiële stukken en akten
54dadb67-ca0e-5a5e-9a6e-108e4bec86f6,AA,0,MMB,MMB.A.1476_#1,https://data.MMB.be/ark:/24970/54dadb67-ca0e-5a5e-9a6e-108e4bec86f6,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
2fa1444e-46b0-5174-8fd3-129d87fb083b,AA,0,MMB,MMB.A.1478_#1,https://data.MMB.be/ark:/24970/2fa1444e-46b0-5174-8fd3-129d87fb083b,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
253d0c3e-444b-57fe-90f4-d389d77432d8,AA,0,MMB,MMB.A.1479_#1,https://data.MMB.be/ark:/24970/253d0c3e-444b-57fe-90f4-d389d77432d8,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
1d3fb492-5190-520b-ab34-d8564d65faf7,AA,0,MMB,MMB.A.1480_#1,https://data.MMB.be/ark:/24970/1d3fb492-5190-520b-ab34-d8564d65faf7,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
864d9c22-81aa-52f5-a178-865bdf2c6760,AA,0,MMB,MMB.A.1481_#1,https://data.MMB.be/ark:/24970/864d9c22-81aa-52f5-a178-865bdf2c6760,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
dd372f35-1ba8-5475-8da9-9241bad39e28,AA,0,MMB,MMB.A.1482_#1,https://data.MMB.be/ark:/24970/dd372f35-1ba8-5475-8da9-9241bad39e28,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
03c7d5ca-9774-5166-81bd-4b87c648e682,AA,0,MMB,MMB.A.1483_#1,https://data.MMB.be/ark:/24970/03c7d5ca-9774-5166-81bd-4b87c648e682,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
63fa4f40-87b7-5e71-ac67-dc15f3bb4b09,AA,0,MMB,MMB.A.1484_#1,https://data.MMB.be/ark:/24970/63fa4f40-87b7-5e71-ac67-dc15f3bb4b09,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
13ed22fe-7510-5305-ae44-01915cce5d88,AA,0,MMB,MMB.A.1485_#1,https://data.MMB.be/ark:/24970/13ed22fe-7510-5305-ae44-01915cce5d88,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
1cb1b45d-0008-50eb-8fe6-9408821d3f6c,AA,0,MMB,MMB.A.1486_#1,https://data.MMB.be/ark:/24970/1cb1b45d-0008-50eb-8fe6-9408821d3f6c,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
a0581a47-640f-5f3c-bbc4-c8875bac5cf8,AA,0,MMB,MMB.A.1490_#1,https://data.MMB.be/ark:/24970/a0581a47-640f-5f3c-bbc4-c8875bac5cf8,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
22df5e7f-3e50-5710-978a-f9dd862d5c61,AA,0,MMB,MMB.A.1515_#1,https://data.MMB.be/ark:/24970/22df5e7f-3e50-5710-978a-f9dd862d5c61,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
1926bcdb-4f64-5bc7-8a16-04f74366aef8,AA,0,MMB,MMB.A.1516_#1,https://data.MMB.be/ark:/24970/1926bcdb-4f64-5bc7-8a16-04f74366aef8,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
6f19e166-0e7a-50b1-a71c-98746cbe9613,AA,0,MMB,MMB.A.1517_#1,https://data.MMB.be/ark:/24970/6f19e166-0e7a-50b1-a71c-98746cbe9613,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
6d96bc0a-4a0d-510e-ae9a-fb59e5825a4d,AA,0,MMB,MMB.A.1519_#1,https://data.MMB.be/ark:/24970/6d96bc0a-4a0d-510e-ae9a-fb59e5825a4d,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
7db4718f-cd55-599e-a442-f800da79ebb7,AA,0,MMB,MMB.A.1520_#1,https://data.MMB.be/ark:/24970/7db4718f-cd55-599e-a442-f800da79ebb7,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
5f88bfb6-3ca7-5865-89bc-a54eb76e2848,AA,0,MMB,MMB.A.1521_#1,https://data.MMB.be/ark:/24970/5f88bfb6-3ca7-5865-89bc-a54eb76e2848,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
c7814e47-4e03-5ef9-8f4b-98f9d19fd6a9,AA,0,MMB,MMB.A.1522_#1,https://data.MMB.be/ark:/24970/c7814e47-4e03-5ef9-8f4b-98f9d19fd6a9,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
6b279506-deb0-5f21-afe3-30a008a64ce3,AA,0,MMB,MMB.A.1523_#1,https://data.MMB.be/ark:/24970/6b279506-deb0-5f21-afe3-30a008a64ce3,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
0e6a2698-faf8-5984-9aea-d9eafa93e0b6,AA,0,MMB,MMB.A.1524_#1,https://data.MMB.be/ark:/24970/0e6a2698-faf8-5984-9aea-d9eafa93e0b6,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
8f74ebbe-c149-56de-bcfe-b52e2f9f8f0c,AA,0,MMB,MMB.A.1525_#1,https://data.MMB.be/ark:/24970/8f74ebbe-c149-56de-bcfe-b52e2f9f8f0c,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
2afd6eea-75da-56ce-9749-1ed02c0fa823,AA,0,MMB,MMB.A.1530_#1,https://data.MMB.be/ark:/24970/2afd6eea-75da-56ce-9749-1ed02c0fa823,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
28692f4c-12bf-51d2-b814-b2b0cbdcc95a,AA,0,MMB,MMB.A.1550_#1,https://data.MMB.be/ark:/24970/28692f4c-12bf-51d2-b814-b2b0cbdcc95a,MMB.A.I.D.2.b,Doos A.XI,,Financiële stukken en akten
99d26747-f32e-5332-922f-a772d7dd0f54,AA,0,MMB,MMB.A.1558_#1,https://data.MMB.be/ark:/24970/99d26747-f32e-5332-922f-a772d7dd0f54,MMB.A.I.D.2.c,Doos A.XI,,cards (information artifacts)
e650de45-7564-5797-8a13-38cd282a0666,AA,0,MMB,MMB.A.1559_#1,https://data.MMB.be/ark:/24970/e650de45-7564-5797-8a13-38cd282a0666,MMB.A.I.D.2.a,Doos A.XI,,files (document groupings)
4ccd3a34-9967-5991-86b6-2227dc48182c,AA,0,MMB,MMB.A.1575_#1,https://data.MMB.be/ark:/24970/4ccd3a34-9967-5991-86b6-2227dc48182c,MMB.A.I.B.2,Doos A.XII,,Financiële stukken en akten
10bcb439-c4ba-5190-b7f0-1736c1d812f3,AA,0,MMB,MMB.A.1576_#1,https://data.MMB.be/ark:/24970/10bcb439-c4ba-5190-b7f0-1736c1d812f3,MMB.A.I.C.1,Doos A.XII,,cards (information artifacts)
7b26bc89-09e6-5e69-af67-f3a189c20d25,AA,0,MMB,MMB.A.1614_#1,https://data.MMB.be/ark:/24970/7b26bc89-09e6-5e69-af67-f3a189c20d25,MMB.A.I.E.3,Doos A.XII,,files (document groupings)
9c239d94-11a0-52d7-a17d-6dd4674492f8,AA,0,MMB,MMB.A.1615_#1,https://data.MMB.be/ark:/24970/9c239d94-11a0-52d7-a17d-6dd4674492f8,MMB.A.I.E.3,Doos A.XII,,files (document groupings)
88acb304-7738-5bbc-a9aa-131143af63fe,AA,0,MMB,MMB.A.1616_#1,https://data.MMB.be/ark:/24970/88acb304-7738-5bbc-a9aa-131143af63fe,MMB.A.I.B.2,Doos A.XII,,Financiële stukken en akten
