ResourceID,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier
cf3016fe-7454-52a8-90e3-f1bd64f1d2ee,originators (administrative),,,
2463587d-8d6e-5386-a2ff-5b722d676cf3,originators (administrative),,,
eb9f60d8-3e27-5471-a2dd-90e2c3182af8,originators (administrative),,,
ce680aee-e5e6-55f0-80d3-6ea99cfa9014,originators (administrative),,,
78bb7a61-bdf1-5d4d-b658-8ff864536f1f,originators (administrative),,,
8cba6c96-a1d7-539e-afab-09fb50291ff1,originators (administrative),,,
a1a62dd7-888c-5852-bc7a-be4f1155f8ad,originators (administrative),,,
ec155823-5b37-5cd0-81b6-32f91ae379ad,originators (administrative),,,
d5c19f67-3719-52d5-9e0f-b7768c9639da,originators (administrative),,,
2b4d685e-b10d-53a0-805a-ca573233299a,originators (administrative),,,
060fb598-f865-592d-9c41-12499f172880,originators (administrative),,,
b779d048-874d-5380-96a7-853bb262031e,photographers,,,
b779d048-874d-5380-96a7-853bb262031e,originators (administrative),,,
d3c74a90-9b57-55dd-8e93-fdfabc918202,originators (administrative),,,
5a37fe40-9a79-5043-bafe-b52608510cec,originators (administrative),,,
f6735e38-fcf9-526b-a8fd-9c717dd0689f,originators (administrative),,,
ca544464-175e-5f55-a753-ca7a95f2d15f,originators (administrative),,,
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,originators (administrative),,,
91de6a95-e16d-528e-b083-0aa0ec667874,originators (administrative),,,
d4acb776-c4b3-5fbe-afd9-fcdf48785a6a,originators (administrative),,,
e3703fe5-15c2-517f-afc9-62c6281816db,originators (administrative),,,
da0d477e-791d-533c-920c-64439f8ca116,originators (administrative),,,
ab7ea7c7-fdd6-5872-a84e-1db5fbeae028,originators (administrative),,,
7293a118-14f6-5e59-af92-ecc173466317,originators (administrative),,,
542a5794-1416-5a8f-a546-f590aaf911d0,originators (administrative),,,
49d14bdd-d716-5a18-b3e3-cbefaff52d71,originators (administrative),,,
3833b049-5858-5dce-902c-0b92c54c873c,originators (administrative),,,
e322f4c8-b54e-5bc7-b1a5-82271b976183,originators (administrative),,,
839033c8-e69d-5629-948b-144adfab957f,photographers,,,
839033c8-e69d-5629-948b-144adfab957f,originators (administrative),,,
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,originators (administrative),,,
90cc73ca-423c-5ad4-9e01-1c4af23a3d45,originators (administrative),,,
e379bea5-acc2-56b7-b925-c86833e5e0f7,originators (administrative),,,
532f07c7-65a3-5877-b8df-10a360ea13db,originators (administrative),,,
f1acf235-9a61-5cf4-b3ee-4201be5ae731,originators (administrative),,,
b9175eab-6809-5258-b666-b7d92cbd81f6,originators (administrative),,,
7ad45804-4a27-5e19-b725-a63b0274f977,originators (administrative),,,
ebb4dff4-5d75-5bc4-a4ec-68ac9960ebd9,originators (administrative),,,
c00b0094-8110-5701-b563-b3682d5d9830,originators (administrative),,,
4a84d2be-78bf-5112-bccf-849985bb9e41,originators (administrative),,,
be985a73-618d-51f7-8dcd-8c76fd204cb8,originators (administrative),,,
b869cf72-6a08-5ca0-9ac7-b8ead7db247b,originators (administrative),,,
8fd08c50-6813-56e4-9bb9-7acd19caa13d,originators (administrative),,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,photographers,,,
de60bf3e-8106-5377-b9d7-dfd48da0c477,originators (administrative),,,
39449520-06f0-5e6b-99f2-6e8304614e49,originators (administrative),,,
722b81be-58eb-5ee1-afb2-fd90e1f689e0,originators (administrative),,,
b4a763ce-8d74-5371-8c61-5f1e51af8da7,originators (administrative),,,
8aead454-2ce8-5c0b-87eb-221f9edfd0e7,originators (administrative),,,
a2118727-ee17-59e5-8ca7-365fd6cb0e76,originators (administrative),,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,photographers,,,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,originators (administrative),,,
163fb131-447e-56b5-90ad-d131f8b511ed,originators (administrative),,,
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,originators (administrative),,,
a62d28af-de06-5e81-bafa-e0ad618874e4,originators (administrative),,,
dc54db9b-5e1a-5ec0-b0fa-e841ee18ddd4,originators (administrative),,,
f302ed82-628d-5aed-9fff-5b5988d4b907,originators (administrative),,,
646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,originators (administrative),,,
9bed1aae-f750-5292-b08d-0a4568e0ffca,originators (administrative),,,
ea9728e0-875d-55d4-ac4b-03c5125b6707,originators (administrative),,,
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,originators (administrative),,,
