Record Type,ResourceID,Keeper,Object Identifier,Object Identifier Type,order,card
Voorwerpen,06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,object identifier,0,AA
Voorwerpen,2c34ea20-351b-5681-8156-6799501d4711,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2c34ea20-351b-5681-8156-6799501d4711,object identifier,0,AA
Voorwerpen,b5714f50-9ce1-55a7-a857-8d0d261f8701,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b5714f50-9ce1-55a7-a857-8d0d261f8701,object identifier,0,AA
Voorwerpen,0e3c664a-3014-5589-93a4-614dc7ed5327,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0e3c664a-3014-5589-93a4-614dc7ed5327,object identifier,0,AA
Voorwerpen,5cf6fb19-8a38-5706-90ee-85f1a946e015,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5cf6fb19-8a38-5706-90ee-85f1a946e015,object identifier,0,AA
Voorwerpen,ab69a3bf-86ff-5650-895c-5337902b75cd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ab69a3bf-86ff-5650-895c-5337902b75cd,object identifier,0,AA
Voorwerpen,8d2ffbfc-9e25-5c51-be3e-38a01561baf4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8d2ffbfc-9e25-5c51-be3e-38a01561baf4,object identifier,0,AA
Voorwerpen,9b7353fd-82c9-510e-9e2f-56bb58d88ad9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9b7353fd-82c9-510e-9e2f-56bb58d88ad9,object identifier,0,AA
Voorwerpen,d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,object identifier,0,AA
Voorwerpen,f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,object identifier,0,AA
Voorwerpen,44e552c6-c31f-5bd1-99c9-0b205cec829e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44e552c6-c31f-5bd1-99c9-0b205cec829e,object identifier,0,AA
Voorwerpen,aace5079-d656-5063-aa96-7b87fd00e060,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aace5079-d656-5063-aa96-7b87fd00e060,object identifier,0,AA
Voorwerpen,76a01cb8-b151-59c3-b593-b02b67de188f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/76a01cb8-b151-59c3-b593-b02b67de188f,object identifier,0,AA
Voorwerpen,ea048364-6101-5492-bef4-6573a816a250,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ea048364-6101-5492-bef4-6573a816a250,object identifier,0,AA
Voorwerpen,a319e252-eb18-5a27-80bb-fa2132d48bf9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a319e252-eb18-5a27-80bb-fa2132d48bf9,object identifier,0,AA
Voorwerpen,89346987-6164-5d91-94a1-ab22af09b8e9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/89346987-6164-5d91-94a1-ab22af09b8e9,object identifier,0,AA
Voorwerpen,4556877c-3dec-5bf7-a0ca-35af1a796385,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4556877c-3dec-5bf7-a0ca-35af1a796385,object identifier,0,AA
Voorwerpen,0f54d3fa-a71c-5e14-ba61-7ea676a233b3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0f54d3fa-a71c-5e14-ba61-7ea676a233b3,object identifier,0,AA
Voorwerpen,11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,Letterenhuis,https://data.letterenhuis.be/ark:/24970/11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,object identifier,0,AA
Voorwerpen,ec713338-1901-5c95-a827-fe2fdffe9b37,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ec713338-1901-5c95-a827-fe2fdffe9b37,object identifier,0,AA
Voorwerpen,675fe7d4-2f9c-544a-8e6a-0b763f40e77b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/675fe7d4-2f9c-544a-8e6a-0b763f40e77b,object identifier,0,AA
Voorwerpen,978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,Letterenhuis,https://data.letterenhuis.be/ark:/24970/978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,object identifier,0,AA
Voorwerpen,ea53cb96-164a-5f60-9d88-a1fab88260d0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ea53cb96-164a-5f60-9d88-a1fab88260d0,object identifier,0,AA
Voorwerpen,c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,object identifier,0,AA
Voorwerpen,56f69663-9f7c-52d9-9357-879ddc002097,Letterenhuis,https://data.letterenhuis.be/ark:/24970/56f69663-9f7c-52d9-9357-879ddc002097,object identifier,0,AA
Voorwerpen,036efff3-bcb1-5176-9ca3-d2a37c44220c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/036efff3-bcb1-5176-9ca3-d2a37c44220c,object identifier,0,AA
Voorwerpen,38df51fb-9845-55ec-8d64-a9bae16384eb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/38df51fb-9845-55ec-8d64-a9bae16384eb,object identifier,0,AA
Voorwerpen,f86a177c-40a0-5a3d-98e8-ee8114ddef11,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f86a177c-40a0-5a3d-98e8-ee8114ddef11,object identifier,0,AA
Voorwerpen,bdf60c03-0152-5b5a-ab82-b62df1f7898b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bdf60c03-0152-5b5a-ab82-b62df1f7898b,object identifier,0,AA
Voorwerpen,aa7620ed-b248-5012-801d-44af139e0277,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aa7620ed-b248-5012-801d-44af139e0277,object identifier,0,AA
Voorwerpen,6568f72d-9329-5ca8-affd-da8775f9b2ca,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6568f72d-9329-5ca8-affd-da8775f9b2ca,object identifier,0,AA
Voorwerpen,1e154e2a-486a-5acd-810e-4c7155cbbfa4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1e154e2a-486a-5acd-810e-4c7155cbbfa4,object identifier,0,AA
Voorwerpen,40b73b50-6a75-5243-a771-c34a962e6579,Letterenhuis,https://data.letterenhuis.be/ark:/24970/40b73b50-6a75-5243-a771-c34a962e6579,object identifier,0,AA
Voorwerpen,7d7fefa8-3307-51de-a7ac-da11e4248928,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7d7fefa8-3307-51de-a7ac-da11e4248928,object identifier,0,AA
Voorwerpen,8e45a706-94d5-5419-8a44-336e5610b60e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8e45a706-94d5-5419-8a44-336e5610b60e,object identifier,0,AA
Voorwerpen,049e8351-8b2c-5cca-903f-ea20425ad2aa,Letterenhuis,https://data.letterenhuis.be/ark:/24970/049e8351-8b2c-5cca-903f-ea20425ad2aa,object identifier,0,AA
Voorwerpen,42f6290b-a696-5dc3-a692-36b9e0e67b51,Letterenhuis,https://data.letterenhuis.be/ark:/24970/42f6290b-a696-5dc3-a692-36b9e0e67b51,object identifier,0,AA
Voorwerpen,5369b966-631a-5143-9518-ea27c85249e3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5369b966-631a-5143-9518-ea27c85249e3,object identifier,0,AA
Voorwerpen,1bbe3e40-dd56-598f-a25d-262e4e247b86,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1bbe3e40-dd56-598f-a25d-262e4e247b86,object identifier,0,AA
Voorwerpen,312da8d8-7042-5b8d-bd81-fb3b0bb92fca,Letterenhuis,https://data.letterenhuis.be/ark:/24970/312da8d8-7042-5b8d-bd81-fb3b0bb92fca,object identifier,0,AA
Voorwerpen,a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,object identifier,0,AA
Voorwerpen,06921aaa-1516-5f27-a96a-bf985f5e3171,Letterenhuis,https://data.letterenhuis.be/ark:/24970/06921aaa-1516-5f27-a96a-bf985f5e3171,object identifier,0,AA
Voorwerpen,2eae7de6-e530-56a3-acf9-d6e9b56384d3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2eae7de6-e530-56a3-acf9-d6e9b56384d3,object identifier,0,AA
Voorwerpen,1e5a2451-acba-564b-95bc-c7b12f049888,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1e5a2451-acba-564b-95bc-c7b12f049888,object identifier,0,AA
Voorwerpen,38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,Letterenhuis,https://data.letterenhuis.be/ark:/24970/38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,object identifier,0,AA
Voorwerpen,f23cbd96-2b7d-5902-8a8e-1491530ffb68,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f23cbd96-2b7d-5902-8a8e-1491530ffb68,object identifier,0,AA
Voorwerpen,3e19ea84-4ecb-5977-9421-9ffa7cf127b1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3e19ea84-4ecb-5977-9421-9ffa7cf127b1,object identifier,0,AA
Voorwerpen,1f5bc828-1571-526d-8f90-d50114b812c8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f5bc828-1571-526d-8f90-d50114b812c8,object identifier,0,AA
Voorwerpen,a008a896-b7c3-5d2f-ad98-597ad3ab33b1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a008a896-b7c3-5d2f-ad98-597ad3ab33b1,object identifier,0,AA
Voorwerpen,686aaaeb-90ba-5ddb-88fe-f13ac964755c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/686aaaeb-90ba-5ddb-88fe-f13ac964755c,object identifier,0,AA
Voorwerpen,93cb61b6-7711-5dfe-a061-569ac06464be,Letterenhuis,https://data.letterenhuis.be/ark:/24970/93cb61b6-7711-5dfe-a061-569ac06464be,object identifier,0,AA
Voorwerpen,777e9212-d7a9-5501-8978-fd54e7f26c95,Letterenhuis,https://data.letterenhuis.be/ark:/24970/777e9212-d7a9-5501-8978-fd54e7f26c95,object identifier,0,AA
Voorwerpen,f7fdd293-2b63-5659-9617-b18d7a1be459,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f7fdd293-2b63-5659-9617-b18d7a1be459,object identifier,0,AA
Voorwerpen,68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,object identifier,0,AA
Voorwerpen,52ee1d6d-2804-50d3-bfd3-61042162ed3c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/52ee1d6d-2804-50d3-bfd3-61042162ed3c,object identifier,0,AA
Voorwerpen,bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,object identifier,0,AA
Voorwerpen,c7135e38-584c-5a54-8836-5433378b28ad,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c7135e38-584c-5a54-8836-5433378b28ad,object identifier,0,AA
Voorwerpen,44b9fca4-68bc-5fd6-b341-40e28a6224fd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44b9fca4-68bc-5fd6-b341-40e28a6224fd,object identifier,0,AA
Voorwerpen,952bcc33-f731-577a-a040-d6d6e8c30fc0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/952bcc33-f731-577a-a040-d6d6e8c30fc0,object identifier,0,AA
Voorwerpen,6b25ae3c-1a1a-59a4-a776-a24cd0f9e1e6,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6b25ae3c-1a1a-59a4-a776-a24cd0f9e1e6,object identifier,0,AA
Voorwerpen,bc71e5a7-816b-5036-bf89-bdcdad003524,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bc71e5a7-816b-5036-bf89-bdcdad003524,object identifier,0,AA
Voorwerpen,4eec1b20-1ac5-57c6-a991-8484d9324186,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4eec1b20-1ac5-57c6-a991-8484d9324186,object identifier,0,AA
Voorwerpen,1d05b1b9-0618-5c54-8751-6479fbf3475f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1d05b1b9-0618-5c54-8751-6479fbf3475f,object identifier,0,AA
Voorwerpen,4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4f887d02-75a6-5ce8-b12c-e5b38da7ee6c,object identifier,0,AA
Voorwerpen,a65025e9-9d49-5cc7-8251-2302516bbdaa,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a65025e9-9d49-5cc7-8251-2302516bbdaa,object identifier,0,AA
Voorwerpen,168af78c-5e5c-5350-9eed-b281c25f187f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/168af78c-5e5c-5350-9eed-b281c25f187f,object identifier,0,AA
Voorwerpen,5b7bbf90-249a-50cd-b832-34789cc9fe4f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b7bbf90-249a-50cd-b832-34789cc9fe4f,object identifier,0,AA
Voorwerpen,ee505759-223f-5451-aee7-5fc99aa8e4c5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ee505759-223f-5451-aee7-5fc99aa8e4c5,object identifier,0,AA
Voorwerpen,039e2f17-f200-5204-b703-688251042d88,Letterenhuis,https://data.letterenhuis.be/ark:/24970/039e2f17-f200-5204-b703-688251042d88,object identifier,0,AA
Voorwerpen,d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,object identifier,0,AA
Voorwerpen,689c4ad9-8332-5e66-b346-1bd7633425c9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/689c4ad9-8332-5e66-b346-1bd7633425c9,object identifier,0,AA
Voorwerpen,d04d6f12-b361-5dc9-9072-33c4896dc250,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d04d6f12-b361-5dc9-9072-33c4896dc250,object identifier,0,AA
Voorwerpen,807d1fa4-a90f-5284-81a1-aa30acf7bba9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/807d1fa4-a90f-5284-81a1-aa30acf7bba9,object identifier,0,AA
Voorwerpen,6168c962-3e49-5cc3-bc28-25b3366a6315,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6168c962-3e49-5cc3-bc28-25b3366a6315,object identifier,0,AA
Voorwerpen,eacb0b64-a631-5317-81ab-b07e5c5a0da5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eacb0b64-a631-5317-81ab-b07e5c5a0da5,object identifier,0,AA
Voorwerpen,38bab78f-ccfe-5cc7-ba4a-274a5667314d,Letterenhuis,https://data.letterenhuis.be/ark:/24970/38bab78f-ccfe-5cc7-ba4a-274a5667314d,object identifier,0,AA
Voorwerpen,ae4ddc15-90b6-5216-9c39-47a4d69fee0d,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ae4ddc15-90b6-5216-9c39-47a4d69fee0d,object identifier,0,AA
Voorwerpen,68063590-95c5-5ec6-9f10-fd69b8b51b68,Letterenhuis,https://data.letterenhuis.be/ark:/24970/68063590-95c5-5ec6-9f10-fd69b8b51b68,object identifier,0,AA
Voorwerpen,d30cff16-d872-5c7e-a09f-b05ede5c5258,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d30cff16-d872-5c7e-a09f-b05ede5c5258,object identifier,0,AA
Voorwerpen,f71795ce-64f8-5d14-bec0-e7aaea80989f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f71795ce-64f8-5d14-bec0-e7aaea80989f,object identifier,0,AA
Voorwerpen,0a65641d-3a81-502e-9c8b-d93c471274ed,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0a65641d-3a81-502e-9c8b-d93c471274ed,object identifier,0,AA
Voorwerpen,a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,object identifier,0,AA
Voorwerpen,c63e171d-b02a-5052-a9f0-769d01eaab54,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c63e171d-b02a-5052-a9f0-769d01eaab54,object identifier,0,AA
Voorwerpen,7a04ce32-968d-5c8a-b662-9c05ef366c53,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7a04ce32-968d-5c8a-b662-9c05ef366c53,object identifier,0,AA
Voorwerpen,9f84eaea-8f76-5c81-89c1-c29bb01ac105,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9f84eaea-8f76-5c81-89c1-c29bb01ac105,object identifier,0,AA
Voorwerpen,50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,object identifier,0,AA
Voorwerpen,e183894d-04ce-5c3f-8300-1f4b0e083f34,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e183894d-04ce-5c3f-8300-1f4b0e083f34,object identifier,0,AA
Voorwerpen,67ada668-af59-5fa5-b6b1-825fbac71ed9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/67ada668-af59-5fa5-b6b1-825fbac71ed9,object identifier,0,AA
Voorwerpen,b06ff932-a1e4-562b-944e-cd87ab59530c,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b06ff932-a1e4-562b-944e-cd87ab59530c,object identifier,0,AA
Voorwerpen,3beb2575-8065-551e-8612-06b0c5e9c57f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3beb2575-8065-551e-8612-06b0c5e9c57f,object identifier,0,AA
Voorwerpen,58793a7e-9836-522b-8b8a-1017729be7dc,Letterenhuis,https://data.letterenhuis.be/ark:/24970/58793a7e-9836-522b-8b8a-1017729be7dc,object identifier,0,AA
Voorwerpen,4733eafd-05ba-5af5-a904-4e28c8aada36,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4733eafd-05ba-5af5-a904-4e28c8aada36,object identifier,0,AA
Voorwerpen,0198ad6d-839b-5d92-b4d0-0297d2c31de4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0198ad6d-839b-5d92-b4d0-0297d2c31de4,object identifier,0,AA
Voorwerpen,bcf2345c-5724-52f5-a3f5-5ea521ba4778,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bcf2345c-5724-52f5-a3f5-5ea521ba4778,object identifier,0,AA
Voorwerpen,10c034bb-4ac3-57d3-9e4a-93e2a408b890,Letterenhuis,https://data.letterenhuis.be/ark:/24970/10c034bb-4ac3-57d3-9e4a-93e2a408b890,object identifier,0,AA
Voorwerpen,6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,object identifier,0,AA
Voorwerpen,ad6695ec-5571-566c-9f72-acd025570b4b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ad6695ec-5571-566c-9f72-acd025570b4b,object identifier,0,AA
Voorwerpen,b4520af0-7898-544a-9886-b5820c65ceeb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b4520af0-7898-544a-9886-b5820c65ceeb,object identifier,0,AA
Voorwerpen,501d39d6-eef4-582a-94a0-3765a588a9f5,Letterenhuis,https://data.letterenhuis.be/ark:/24970/501d39d6-eef4-582a-94a0-3765a588a9f5,object identifier,0,AA
Voorwerpen,ddfa8ec3-89c2-5026-a7bb-f357e70c29e3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ddfa8ec3-89c2-5026-a7bb-f357e70c29e3,object identifier,0,AA
Voorwerpen,b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,object identifier,0,AA
Voorwerpen,058d404b-513c-59e9-88e8-7e7ce672f665,Letterenhuis,https://data.letterenhuis.be/ark:/24970/058d404b-513c-59e9-88e8-7e7ce672f665,object identifier,0,AA
Voorwerpen,cf431aeb-e507-5698-a484-13bf523fa092,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cf431aeb-e507-5698-a484-13bf523fa092,object identifier,0,AA
Voorwerpen,5b44d137-90fb-5912-acbc-7f2608416c62,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b44d137-90fb-5912-acbc-7f2608416c62,object identifier,0,AA
Voorwerpen,6b25a3a8-b8c0-5231-b439-de5ca1494eba,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6b25a3a8-b8c0-5231-b439-de5ca1494eba,object identifier,0,AA
Voorwerpen,d7bb3ac7-a800-5e75-966b-4303219d8fca,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d7bb3ac7-a800-5e75-966b-4303219d8fca,object identifier,0,AA
Voorwerpen,ce9a9e2d-3504-592d-8bed-8af9bc3c641d,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ce9a9e2d-3504-592d-8bed-8af9bc3c641d,object identifier,0,AA
Voorwerpen,98a9cc57-28f0-55c4-a7cf-5d705ed9affb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/98a9cc57-28f0-55c4-a7cf-5d705ed9affb,object identifier,0,AA
Voorwerpen,7f9aef31-a0d4-532d-8121-75b18dda09df,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7f9aef31-a0d4-532d-8121-75b18dda09df,object identifier,0,AA
Voorwerpen,b815d424-e521-5661-8181-487b8d20f97a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b815d424-e521-5661-8181-487b8d20f97a,object identifier,0,AA
Voorwerpen,6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,object identifier,0,AA
Voorwerpen,f360c194-bbed-5833-85d8-17a7a822e6f9,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f360c194-bbed-5833-85d8-17a7a822e6f9,object identifier,0,AA
Voorwerpen,04771dcb-2029-567a-a786-c76208457897,Letterenhuis,https://data.letterenhuis.be/ark:/24970/04771dcb-2029-567a-a786-c76208457897,object identifier,0,AA
Voorwerpen,1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,object identifier,0,AA
Voorwerpen,06197111-d903-5b07-a309-644ae51214cf,Letterenhuis,https://data.letterenhuis.be/ark:/24970/06197111-d903-5b07-a309-644ae51214cf,object identifier,0,AA
Voorwerpen,be4cb44a-ab21-5294-8c63-869c43a7b22f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/be4cb44a-ab21-5294-8c63-869c43a7b22f,object identifier,0,AA
Voorwerpen,f9d08c90-afaf-5b15-8b6c-a1c568640b6e,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f9d08c90-afaf-5b15-8b6c-a1c568640b6e,object identifier,0,AA
Voorwerpen,1eae5d10-a032-5efb-a639-ab64e06fbb97,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1eae5d10-a032-5efb-a639-ab64e06fbb97,object identifier,0,AA
Voorwerpen,fddb58b1-af35-52da-b2d6-0976f93d0f6b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fddb58b1-af35-52da-b2d6-0976f93d0f6b,object identifier,0,AA
Voorwerpen,2acbdd19-0ecf-5e7c-8ba8-98a18c399fe7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2acbdd19-0ecf-5e7c-8ba8-98a18c399fe7,object identifier,0,AA
Voorwerpen,8385be39-85a8-5fba-9c5f-f5e84fa863dd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8385be39-85a8-5fba-9c5f-f5e84fa863dd,object identifier,0,AA
Voorwerpen,f09473bb-edce-5537-9304-fcefa20bb684,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f09473bb-edce-5537-9304-fcefa20bb684,object identifier,0,AA
Voorwerpen,1f089839-3c74-55ac-b3ad-93c3ffa960a7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f089839-3c74-55ac-b3ad-93c3ffa960a7,object identifier,0,AA
Voorwerpen,65e4bdc5-742f-570a-9d71-d89fd8c84c2f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/65e4bdc5-742f-570a-9d71-d89fd8c84c2f,object identifier,0,AA
Voorwerpen,07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,Letterenhuis,https://data.letterenhuis.be/ark:/24970/07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,object identifier,0,AA
Voorwerpen,4b8cd6b0-c23e-5773-b628-5627132fa167,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4b8cd6b0-c23e-5773-b628-5627132fa167,object identifier,0,AA
Voorwerpen,63da0311-405d-55da-9844-690abd29fb62,Letterenhuis,https://data.letterenhuis.be/ark:/24970/63da0311-405d-55da-9844-690abd29fb62,object identifier,0,AA
