ResourceID,card,order,Title,Title Type,Title Language
d4d5d99b-cc91-583f-aba6-14b58f3e39d0,Titles,1,AFG_098_029,Titel,Undetermined
175b6b9b-0937-5949-a3bf-bab05fa2d8e9,Titles,1,AFG_086_091,Titel,Undetermined
787977c6-737c-565d-adab-a0c5d7cd499f,Titles,1,AFG_017_022,Titel,Undetermined
b05f8d36-4693-51a8-9f9d-3a9e6c86cae0,Titles,1,AFG_093_034,Titel,Undetermined
4b49359d-c991-5d73-9a5b-e7525f5101fc,Titles,1,AFG_016_016,Titel,Undetermined
d74c451c-9476-56a2-a712-1b3ce481c9b3,Titles,1,AFG_007_028,Titel,Undetermined
4a97664d-dba3-5308-984c-31204cee7bf2,Titles,1,AFG_088_020,Titel,Undetermined
b425a01e-0135-5b76-a417-863e10986d85,Titles,1,AFG_058_044,Titel,Undetermined
68172bd9-22e0-59d5-8f6f-3a1c1569ac6b,Titles,1,AFG_083_110,Titel,Undetermined
2ca4f09a-199b-52fc-813d-6b117f4a0983,Titles,1,AFG_057_002,Titel,Undetermined
0d61ec22-87f6-5cb3-8d35-d1f7c6becbac,Titles,1,AFG_136_036,Titel,Undetermined
8b5f6e55-d7b4-509b-8a64-bb87dd2ca4ea,Titles,1,AFG_081_010,Titel,Undetermined
b054fb3a-43e0-5770-af6e-03df58406ab5,Titles,1,AFG_097_110,Titel,Undetermined
799335a5-10ae-5d78-ad7b-3d9e7e510a2e,Titles,1,AFG_045_015,Titel,Undetermined
bf61acd1-1a65-57f6-baec-029912374c27,Titles,1,AFG_087_003,Titel,Undetermined
353d1bea-869d-55ba-8541-cb90e5330b2c,Titles,1,AFG_008_015,Titel,Undetermined
2d4b2d19-0e2d-521b-bfc1-8963c4b5088b,Titles,1,AFG_091_038,Titel,Undetermined
8042eaa7-0073-558c-945d-d5bad0bf545f,Titles,1,AFG_029_018,Titel,Undetermined
590fefe8-2c37-5fc6-bda7-7f12c41405b2,Titles,1,AFG_018_005,Titel,Undetermined
33f2d377-ac3c-5327-a7be-23f4e590d677,Titles,1,AFG_048_002,Titel,Undetermined
c6d9e256-6a1e-5a3a-9925-b584353913a0,Titles,1,AFG_055_020,Titel,Undetermined
c1213526-8aa3-5636-b761-88b23fd5499a,Titles,1,AFG_143_042,Titel,Undetermined
6865645d-835d-5edb-a6fa-84e89256c876,Titles,1,AFG_111_117,Titel,Undetermined
31feeb3a-8d5d-5dde-8b5b-33c786c3bd5d,Titles,1,AFG_003_043,Titel,Undetermined
04fbc0f6-7964-5fec-aa99-f37952fc1df4,Titles,1,AFG_024_002,Titel,Undetermined
609021a6-c817-5bed-98cc-6916534b4d63,Titles,1,AFG_129_008,Titel,Undetermined
62948151-4c94-5bdd-a21a-608f1477d274,Titles,1,AFG_011_004,Titel,Undetermined
82f085c3-e0a3-5d76-9b29-318ffab0e03e,Titles,1,AFG_042_022,Titel,Undetermined
13a592fd-0f0b-531f-8d95-a54f3f9750f4,Titles,1,AFG_111_083,Titel,Undetermined
b8f5eb9e-95f2-548d-8ad4-8c65553be050,Titles,1,AFG_023_013,Titel,Undetermined
dc93b455-5ef2-564b-ad57-dc75cb4ff550,Titles,1,AFG_089_058,Titel,Undetermined
a7642b03-dd0f-571a-8b9d-8b1810effb35,Titles,1,AFG_111_062,Titel,Undetermined
add7db4a-cdf4-5243-a528-79417eb20d78,Titles,1,AFG_038_041,Titel,Undetermined
11b2138e-74e7-521f-b189-c1f953def81f,Titles,1,AFG_093_071,Titel,Undetermined
531cf614-2c68-518e-b586-bd494618926d,Titles,1,AFG_121_005,Titel,Undetermined
6c64f22d-2d5d-5661-a80e-c279a5bfc831,Titles,1,AFG_008_019,Titel,Undetermined
0bcab4b7-8d1d-5d86-a490-a1f7ec90800d,Titles,1,AFG_054_057,Titel,Undetermined
a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,Titles,1,AFG_084_063,Titel,Undetermined
f715bcfd-faf9-5f78-9baa-551d4a990414,Titles,1,AFG_021_037,Titel,Undetermined
bb62a898-50a6-50b3-a44e-2f9e060e9e81,Titles,1,AFG_067_007,Titel,Undetermined
3c2bcf4c-2a4e-528a-8dcb-b2d9aaaf1fed,Titles,1,AFG_139_006,Titel,Undetermined
70038380-71dd-5a9b-af39-4051d9409a9e,Titles,1,AFG_083_087,Titel,Undetermined
449468cf-8bb0-5fb9-8d6c-c0f46d0b9883,Titles,1,AFG_060_009,Titel,Undetermined
5106b653-34ce-568b-a589-321045ea8df2,Titles,1,AFG_108_040,Titel,Undetermined
443d95f3-e455-5e8a-8463-56421a30fb26,Titles,1,AFG_092_056,Titel,Undetermined
44f316c0-2c66-508d-a47e-3fe71e01064e,Titles,1,AFG_116_036,Titel,Undetermined
675ad524-cfb6-5d06-9684-ac3f31dd37ec,Titles,1,AFG_099_014,Titel,Undetermined
fd86a9ca-697e-5d44-9605-1832fe5b4d74,Titles,1,AFG_086_122,Titel,Undetermined
720fd76d-d5a6-5e2b-b964-dbd86d71de31,Titles,1,AFG_005_048,Titel,Undetermined
6db128d1-86f3-5b4c-9d24-b3eacf525c6f,Titles,1,AFG_091_067,Titel,Undetermined
037309f8-8f5b-5f37-8044-6ce5455e61ee,Titles,1,AFG_017_084,Titel,Undetermined
32e4eb8d-a113-5c79-a6c7-a4fccf150f52,Titles,1,AFG_099_037,Titel,Undetermined
c64486c7-ca7c-50cb-a364-d6818b775779,Titles,1,AFG_097_079,Titel,Undetermined
b30d8240-2015-58a6-908f-bdd8020b27d0,Titles,1,AFG_086_179,Titel,Undetermined
e47c3249-7620-578a-a233-18d69d472267,Titles,1,AFG_083_022,Titel,Undetermined
1fe0af91-d0d6-5d5c-a2eb-ad5ec544a1c9,Titles,1,AFG_063_004,Titel,Undetermined
2e48946a-6634-5a76-a87d-0d025b40e35e,Titles,1,AFG_055_053,Titel,Undetermined
60a7ed78-29f0-5074-b651-1fe965b6967a,Titles,1,AFG_041_001,Titel,Undetermined
ec73addb-a202-5871-b1cf-8f8edfad9b2e,Titles,1,AFG_128_025,Titel,Undetermined
037f7439-1ffa-5f8f-8a6c-0c28259af299,Titles,1,AFG_010_027,Titel,Undetermined
66f93fc0-a409-50c8-b7dd-a2d40ade7e93,Titles,1,AFG_027_015,Titel,Undetermined
fcca69b7-8694-5e9f-a294-84ae17d30d44,Titles,1,AFG_111_170,Titel,Undetermined
e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,Titles,1,AFG_003_070,Titel,Undetermined
d6b93a71-5062-53d8-a45f-2068f718a811,Titles,1,AFG_143_013,Titel,Undetermined
ea56551b-1143-5c33-aa7d-fda9ed25be41,Titles,1,AFG_050_027,Titel,Undetermined
9382b653-8e87-5dd3-a9e7-f6c96d94597b,Titles,1,AFG_101_001,Titel,Undetermined
3a3807e7-5bc9-55d7-8e12-1fe7935108f0,Titles,1,AFG_019_012,Titel,Undetermined
8c348455-2b81-54f0-8b92-5517a3c802f9,Titles,1,AFG_141_009,Titel,Undetermined
291b64fa-e066-533a-80b3-f35509e95957,Titles,1,AFG_020_017,Titel,Undetermined
14bfaf93-51e4-5e6a-b04d-86babe0e2c5d,Titles,1,AFG_054_022,Titel,Undetermined
0e356e97-41e8-5790-8127-b0f0873a4b02,Titles,1,AFG_121_028,Titel,Undetermined
d1c3de03-3579-5d65-80be-4dfd50ffdb35,Titles,1,AFG_029_007,Titel,Undetermined
84116d26-0e48-5078-84df-e8f8124562fc,Titles,1,AFG_009_046,Titel,Undetermined
e4d6b69a-736d-587c-bbed-7bd11276c3e1,Titles,1,AFG_038_068,Titel,Undetermined
5f9b9a41-8fd9-544e-97b5-e9583d68618a,Titles,1,AFG_111_025,Titel,Undetermined
508c061b-0ac3-5200-a66f-29fa46ca06fa,Titles,1,AFG_022_065,Titel,Undetermined
a0dc4c1f-74b7-5c47-ba47-c97627e76096,Titles,1,AFG_006_006,Titel,Undetermined
1abc553b-befd-5a22-a2c4-d56419da9908,Titles,1,AFG_086_130,Titel,Undetermined
a7260df8-a873-5baa-8215-29583d82c2de,Titles,1,AFG_098_068,Titel,Undetermined
229ba1fe-3025-5478-b1a6-9f3f120d29e8,Titles,1,AFG_017_061,Titel,Undetermined
9b74ed7c-f590-58fb-b5df-1583dd0b6621,Titles,1,AFG_092_060,Titel,Undetermined
05ec1fa4-fab4-578d-91fb-022fb102f71c,Titles,1,AFG_006_052,Titel,Undetermined
b7769732-1102-575a-97b1-9f9e27c2732d,Titles,1,AFG_061_003,Titel,Undetermined
862a892d-c5b8-5f1f-83c5-ced9958e2748,Titles,1,AFG_083_071,Titel,Undetermined
80d4588d-503e-560e-87a3-1d44db419649,Titles,1,AFG_055_065,Titel,Undetermined
7b3bfad1-584f-5ca9-af95-510983fe9d91,Titles,1,AFG_136_077,Titel,Undetermined
3cebb87f-6cb9-5949-aa14-cbfb10f15df2,Titles,1,AFG_083_014,Titel,Undetermined
52185ea3-17c4-504e-b163-2e48d6bdb444,Titles,1,AFG_086_195,Titel,Undetermined
3fac2592-4423-55c8-8e66-739a4c60838f,Titles,1,AFG_044_019,Titel,Undetermined
526b700f-e3fc-5e17-ab4a-85bf5a48780e,Titles,1,AFG_097_071,Titel,Undetermined
01e63bde-b5f0-5f51-a022-8a0774f1d01c,Titles,1,AFG_017_080,Titel,Undetermined
c0bab8ac-de0e-5a75-af27-c180db8650b4,Titles,1,AFG_030_012,Titel,Undetermined
ea369e97-f1a3-5ec6-b8c7-fb9b99a9cba1,Titles,1,AFG_092_005,Titel,Undetermined
230a0b02-94ee-56b2-a90f-8e58ae40178f,Titles,1,AFG_019_028,Titel,Undetermined
7c2a84a8-3f6b-5158-80fe-8a5979769ca8,Titles,1,AFG_142_005,Titel,Undetermined
c0b60f8f-12af-51ae-8819-a872b42f41fa,Titles,1,AFG_050_015,Titel,Undetermined
5793d084-6d19-50ab-ab38-f08121b1073b,Titles,1,AFG_143_001,Titel,Undetermined
442f8d59-3201-577b-ae69-8f1998987cb8,Titles,1,AFG_003_082,Titel,Undetermined
5a2c0228-5de3-58a4-b9d6-6ca44f3112b0,Titles,1,AFG_111_158,Titel,Undetermined
740c891c-0120-5e2e-82c5-e2ba7ec42b35,Titles,1,AFG_026_007,Titel,Undetermined
335a3943-18f6-5c3c-9111-97cc5575385c,Titles,1,AFG_127_003,Titel,Undetermined
d5df4bff-2273-5e2a-ad2f-3a141849035c,Titles,1,AFG_010_019,Titel,Undetermined
95177e93-fd68-5449-a662-c5cf3ebbef2c,Titles,1,AFG_128_033,Titel,Undetermined
e252befe-b683-5741-9f3e-20e89db9f808,Titles,1,AFG_041_005,Titel,Undetermined
e35d0ef8-cdd9-531e-96f3-c970b021768d,Titles,1,AFG_089_019,Titel,Undetermined
b6e33e93-997a-53cd-8edb-dee29dd632d7,Titles,1,AFG_022_057,Titel,Undetermined
50e75d0f-818c-5fd5-bf79-a0f9239d9c86,Titles,1,AFG_111_021,Titel,Undetermined
8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34,Titles,1,AFG_094_013,Titel,Undetermined
11484f99-ccf3-5fc1-9db3-7035560a602d,Titles,1,AFG_038_080,Titel,Undetermined
f8030d3e-7c70-567e-a6fc-93997443c2b8,Titles,1,AFG_009_030,Titel,Undetermined
ba302184-385b-52f4-8bc2-95e48027f2d4,Titles,1,AFG_122_014,Titel,Undetermined
2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,Titles,1,AFG_084_022,Titel,Undetermined
992f645a-38f2-592a-939d-c449949edca5,Titles,1,AFG_054_018,Titel,Undetermined
c3acbb61-9caf-5d14-a4de-860ab704d52e,Titles,1,AFG_020_025,Titel,Undetermined
facb367c-ddb7-5741-b6df-cfc80a08be6d,Titles,1,AFG_069_027,Titel,Undetermined
c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,Titles,1,AFG_141_005,Titel,Undetermined
5c211aea-0282-5bfd-b7ca-2eb8189a8b05,Titles,1,AFG_083_126,Titel,Undetermined
1bdf25d0-ccff-5d0d-8a0e-507176920d33,Titles,1,AFG_145_049,Titel,Undetermined
dae122f4-2002-5f16-aae8-9c06b9ec0464,Titles,1,AFG_058_040,Titel,Undetermined
3449d19d-96a8-500e-862b-8a6a29cc9ca2,Titles,1,AFG_109_038,Titel,Undetermined
dac66ae3-5cc6-51f8-9f47-9153fd2f3b7b,Titles,1,AFG_016_028,Titel,Undetermined
464e61bb-da61-51f6-bc53-bafe496f4fe2,Titles,1,AFG_093_030,Titel,Undetermined
56ab6dca-0490-51e3-a944-314583817b88,Titles,1,AFG_115_024,Titel,Undetermined
cf32b6ee-359f-516e-9bfe-30c16075c282,Titles,1,AFG_086_083,Titel,Undetermined
88eb0865-9a90-57f0-9b99-9637b00d3210,Titles,1,AFG_098_045,Titel,Undetermined
61ec8430-6d0e-585f-adc2-895e3984f41d,Titles,1,AFG_091_026,Titel,Undetermined
5df1f967-bb5c-5f35-a6d9-2f1ecba745bf,Titles,1,AFG_007_029,Titel,Undetermined
6d430051-6798-51ed-9305-f3a3c61904e8,Titles,1,AFG_086_218,Titel,Undetermined
6a9aeea9-31e4-5806-8ade-b058b788f941,Titles,1,AFG_097_118,Titel,Undetermined
031756e2-6d4a-5915-b5db-a9235abdbddc,Titles,1,AFG_093_051,Titel,Undetermined
a92134b5-0ae2-5049-83e8-8a59785c8357,Titles,1,AFG_082_006,Titel,Undetermined
fb224144-3e5f-5edb-ba90-a21e0a17a872,Titles,1,AFG_056_007,Titel,Undetermined
dc371fd6-36b1-5690-be18-81dccbaa9287,Titles,1,AFG_084_013,Titel,Undetermined
3a43620a-2bac-5589-bb3f-ddfd6c335af4,Titles,1,AFG_042_018,Titel,Undetermined
f09d1fb6-af76-596a-b722-0c1f52f567b0,Titles,1,AFG_011_012,Titel,Undetermined
59674641-00a1-515f-9cec-26a121fc9497,Titles,1,AFG_128_064,Titel,Undetermined
0ba17f58-abe3-5f39-9ded-a3ada2b01f2f,Titles,1,AFG_024_018,Titel,Undetermined
f92af240-0dab-5612-af69-7bf1e4fca5de,Titles,1,AFG_003_031,Titel,Undetermined
cad2fbb7-1db2-510b-8c2d-3d6acee73863,Titles,1,AFG_111_129,Titel,Undetermined
c5ec9665-0dff-51a7-98be-877fbfccf427,Titles,1,AFG_143_054,Titel,Undetermined
b5ba90dd-edf5-5023-8135-90d87cd5b893,Titles,1,AFG_099_046,Titel,Undetermined
10a5b042-d317-57ea-a06b-54dd6c1c2068,Titles,1,AFG_049_008,Titel,Undetermined
d15dbe74-83fa-5370-9b65-17269e351743,Titles,1,AFG_017_093,Titel,Undetermined
87f951f5-1aae-580d-ac42-3c651954e77d,Titles,1,AFG_139_010,Titel,Undetermined
d7f25001-8808-5a1e-a276-79ddc15266f5,Titles,1,AFG_021_029,Titel,Undetermined
4df5c77e-ff3e-5376-9dbf-9e62791f746b,Titles,1,AFG_055_001,Titel,Undetermined
57e7a4a6-3968-5973-88ee-a479d1d247c6,Titles,1,AFG_009_005,Titel,Undetermined
e5b73b74-f6d6-51e7-bef5-bf54db49ace1,Titles,1,AFG_119_002,Titel,Undetermined
581fe53d-42a6-5af0-b2c2-c3b617436b75,Titles,1,AFG_038_029,Titel,Undetermined
b82694f7-b33b-5007-a2d4-e3ef415c6c76,Titles,1,AFG_111_066,Titel,Undetermined
e19110fb-19df-5598-9fc7-5e85b73b2527,Titles,1,AFG_043_010,Titel,Undetermined
124a951f-3caa-5d8f-b85c-e529e48e1764,Titles,1,AFG_023_021,Titel,Undetermined
a5faaec0-e8c6-56a9-9d0d-8fcfc462b6b4,Titles,1,AFG_033_002,Titel,Undetermined
2e1db667-0e6a-5ab6-b811-5e0eba212b79,Titles,1,AFG_091_063,Titel,Undetermined
e8303114-b787-5416-8a90-34d0f6a2ea03,Titles,1,AFG_005_015,Titel,Undetermined
476a46ba-23f6-58be-bbb3-fb03ffb5e69c,Titles,1,AFG_106_051,Titel,Undetermined
10961998-faa7-58cc-a46f-ebf082530899,Titles,1,AFG_044_035,Titel,Undetermined
6a125937-5e2f-508e-8522-e71cc55c963f,Titles,1,AFG_097_055,Titel,Undetermined
ee2ee171-7e06-52a8-8cf7-0ffa28e77235,Titles,1,AFG_013_004,Titel,Undetermined
809d33c7-06d0-5bf0-91d8-f29ed337b516,Titles,1,AFG_112_043,Titel,Undetermined
245a391c-8e42-5d2a-a333-6f48ee5cd7b1,Titles,1,AFG_082_021,Titel,Undetermined
4385a282-15f2-5400-88c0-ca2fa0d76a88,Titles,1,AFG_136_093,Titel,Undetermined
de809ed4-f74a-5eab-bb3a-8eb8c0b260fd,Titles,1,AFG_055_049,Titel,Undetermined
f9fcec3f-63fe-5635-83b4-a05c0a2ec356,Titles,1,AFG_144_011,Titel,Undetermined
446d2f55-01da-5024-8328-fb0eaeecf10e,Titles,1,AFG_134_004,Titel,Undetermined
9ce10a8b-8fc4-5a9a-8826-30305095ffef,Titles,1,AFG_006_028,Titel,Undetermined
2a60ce34-0374-54ae-b2f2-9f2941ff1567,Titles,1,AFG_109_003,Titel,Undetermined
0dd33f22-6022-54eb-b09e-eaa4186c4846,Titles,1,AFG_034_036,Titel,Undetermined
888bc4b6-28d2-59af-8462-fb6e4eff70bd,Titles,1,AFG_017_037,Titel,Undetermined
c82a571b-607f-5163-92ec-964de8eb1ffc,Titles,1,AFG_117_009,Titel,Undetermined
6dd8733c-f7b5-5445-84b1-21ea6f86f559,Titles,1,AFG_046_074,Titel,Undetermined
bfad276f-a57d-5846-a290-cf92cf833b57,Titles,1,AFG_108_010,Titel,Undetermined
e3cf140f-0962-53b0-be4e-93f045eac001,Titles,1,AFG_020_007,Titel,Undetermined
ada53b8a-b489-5062-b96e-835cfd2a30a1,Titles,1,AFG_071_003,Titel,Undetermined
0a29270b-6c2e-5b0b-a9c6-5f039e0f246a,Titles,1,AFG_084_038,Titel,Undetermined
8c5e08be-551d-54be-9986-a819982465de,Titles,1,AFG_102_051,Titel,Undetermined
686ecfca-4516-557b-887b-1b525e5d1abb,Titles,1,AFG_004_010,Titel,Undetermined
48334894-a628-55c8-90f3-d6cfada3db81,Titles,1,AFG_094_029,Titel,Undetermined
afda0051-abc2-581b-8f0d-920f75d04230,Titles,1,AFG_038_064,Titel,Undetermined
75464bb2-5fc1-5030-a63a-b46a65bab78e,Titles,1,AFG_089_035,Titel,Undetermined
d1c55ff5-5d43-5120-a147-eaf4e225e483,Titles,1,AFG_022_041,Titel,Undetermined
bf6e6cb2-7b49-5144-bfb4-9db3b87414c8,Titles,1,AFG_095_005,Titel,Undetermined
f73e3b04-42e1-53f3-b718-80808291813f,Titles,1,AFG_010_043,Titel,Undetermined
26ae5397-e6e9-5f05-ba99-8ea72d6a2638,Titles,1,AFG_009_071,Titel,Undetermined
90df76a2-4539-5421-a2af-6e6fa07dd7f0,Titles,1,AFG_090_090,Titel,Undetermined
9199b22d-e43b-5609-a102-b8e3729ec0ce,Titles,1,AFG_003_106,Titel,Undetermined
0faebee2-98b4-5dd3-97bf-77e6461137b6,Titles,1,AFG_001_020,Titel,Undetermined
b0ef7482-bf07-5329-ba5b-d5825210cdae,Titles,1,AFG_077_015,Titel,Undetermined
dc4532b1-d140-5e8f-b46f-8ac75531dccc,Titles,1,AFG_086_019,Titel,Undetermined
fd41893b-387b-594e-ab82-19bbc7f23f98,Titles,1,AFG_101_025,Titel,Undetermined
807c47e4-af47-589c-87e8-69d1d9080b58,Titles,1,AFG_144_054,Titel,Undetermined
d89e63c3-5c0d-58f8-81b0-9f1ccb032ec9,Titles,1,AFG_136_026,Titel,Undetermined
16ea83b2-23eb-5631-89c4-34fa83c6be51,Titles,1,AFG_136_060,Titel,Undetermined
bcfc6f9e-83cd-5b6d-9f20-e99713ab2587,Titles,1,AFG_015_013,Titel,Undetermined
c0659472-0262-5599-8575-e5790d3119e6,Titles,1,AFG_113_025,Titel,Undetermined
708ed429-392e-5eca-8a18-65eae43c07fe,Titles,1,AFG_038_005,Titel,Undetermined
5a69eda4-bf29-5e19-97c2-9decaf7eef27,Titles,1,AFG_045_019,Titel,Undetermined
eba2b52f-969d-5de1-9f06-9e888ab12706,Titles,1,AFG_004_019,Titel,Undetermined
283aec9b-5cc8-5447-aca8-8d170fed70b2,Titles,1,AFG_106_016,Titel,Undetermined
83a8c3c9-6c0b-5367-803e-5dfc4a21df47,Titles,1,AFG_029_042,Titel,Undetermined
f54d5bbc-c866-53f6-8eab-2756f8b36691,Titles,1,AFG_086_067,Titel,Undetermined
15fdd219-f80a-5ca7-93ce-119f2f7847d5,Titles,1,AFG_046_029,Titel,Undetermined
a54845e2-62a8-5462-88f3-9e6a3d73999b,Titles,1,AFG_017_006,Titel,Undetermined
aeede4ed-6812-5289-a56d-8eeed595d83d,Titles,1,AFG_116_011,Titel,Undetermined
100c81c8-d38f-54f4-9552-abd01adfca1f,Titles,1,AFG_037_012,Titel,Undetermined
e51571ea-7877-5f44-a5db-13a3ea7aedce,Titles,1,AFG_006_057,Titel,Undetermined
e2194f36-da74-5034-9cea-80f1e2c5248a,Titles,1,AFG_109_054,Titel,Undetermined
0939cc3d-27f7-53d2-8037-6bfe59c66b4d,Titles,1,AFG_145_065,Titel,Undetermined
202c96b1-0b32-5760-92ca-9725be3ae2ec,Titles,1,AFG_136_005,Titel,Undetermined
422a2582-1683-5940-a7fc-3296395c61d3,Titles,1,AFG_012_004,Titel,Undetermined
3e2e0506-7f01-5627-b6b1-58bb07ffb726,Titles,1,AFG_089_062,Titel,Undetermined
fd9eab5f-a963-5551-a6b3-d48ebc6eb267,Titles,1,AFG_097_044,Titel,Undetermined
0efe3ebb-ec10-5132-ab71-13d7f41210ae,Titles,1,AFG_093_095,Titel,Undetermined
