ResourceID,card,order,Description,Description Type,Description Language
76405c8e-f119-5338-99fc-65a0be468e3b,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
db03d75c-f6bd-560e-a0bc-701dccd7cdac,Descriptions,1,Notitieboekje betreffende een bezoek aan België en notities betreffende veilingcatalogi.,Beschrijving,Nederlands
1575e60d-ff57-5aa7-8698-f8ab175402dd,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan collecties in Italië.,Beschrijving,Nederlands
a3efe53b-777c-5c27-8fac-b2ab7e054028,Descriptions,1,Notitieboekje met aantekeningen betreffende een bezoek aan het Albertina te Wenen.,Beschrijving,Nederlands
e8f343b6-5e7d-5204-bb58-d426e6016269,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
4b9d89fc-1d97-5e7e-8e3d-7fa0a5b7c1fc,Descriptions,1,Notitieboekje met aantekeningen betreffende een bezoek aan Rome.,Beschrijving,Nederlands
b412a4ae-4325-5a90-83f0-e809116a7f9e,Descriptions,1,Agenda voor het einde van het jaar 1913 en het jaar 1914.,Beschrijving,Nederlands
e84587f9-c4ac-5f8d-bf98-256295b41cde,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan verschillende collecties.,Beschrijving,Nederlands
bba95541-b953-51cb-bb30-06349e54c4d3,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
4d430dc5-68c5-5556-9ddc-4b9041c573e9,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
6ba58e6a-c5aa-528d-8223-0cdeecb3d481,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan het Uffizi te Florence en Contini te Rome.,Beschrijving,Nederlands
7c225786-d095-55ee-8d80-eaf75ab82926,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan collecties in Frankrijk en Spanje.,Beschrijving,Nederlands
c9314aa8-f637-5d3d-aab1-b5a856601641,Descriptions,1,Adresboekje A-Z,Beschrijving,Nederlands
80ddb6da-09ba-512d-a340-2a29e29da93e,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
9d985d63-cbb7-5c4a-aa79-18748d76f47e,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan collecties, o.a. in Basel en Nederland.",Beschrijving,Nederlands
654d6d97-997d-555f-ad89-c11f184b9917,Descriptions,1,Notitieboekje betreffende een bezoek aan Praag.,Beschrijving,Nederlands
3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
bb580b69-be01-550d-9ef8-8ecd9a1e9dc4,Descriptions,1,Agenda voor het jaar 1927.,Beschrijving,Nederlands
a7b7dfe7-8bff-58b8-b9a6-7d85258ad951,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
302dadda-bf64-5ec1-b32b-5bfdc490fc08,Descriptions,1,Agenda voor het jaar 1950.,Beschrijving,Nederlands
1f7c8be3-70e8-5048-ace7-65dcbee30cdd,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan verscheidene collecties in Frankrijk.,Beschrijving,Nederlands
5454dcb4-ee56-5ff9-ab6c-9f8a28f1b745,Descriptions,1,Agenda voor het jaar 1947.,Beschrijving,Nederlands
568eb2b2-e872-5bd4-b883-d45041fbf573,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
75577ba0-3510-5f3a-a847-8e835bbcf15b,Descriptions,1,Notitieboekje betreffende fotobestellingen.,Beschrijving,Nederlands
2f639716-8718-5e72-a485-c6e0b0ec814c,Descriptions,1,Notitieboekje met reproducties van *Conversations sur la Connoissance de la Peinture et sur je Jugement qu'on doit faire des Tableux* uit 1677.,Beschrijving,Nederlands
3bad7f9e-001c-5157-aaad-666a587bcb81,Descriptions,1,Adersboekje Brussel.,Beschrijving,Nederlands
5154fddb-09a7-5763-a247-6619b67a6a9d,Descriptions,1,Notitieboekje met aantekeningen betreffende de verkoop van kunstwerken in Brussel tussen 1883 en 1925,Beschrijving,Nederlands
67b63eb1-4d26-5a98-aa53-0bb599a0920e,Descriptions,1,Notitieboekje betreffende werken van Rubens die zich in privébezit bevinden.,Beschrijving,Nederlands
e11971b7-5b6c-5359-9502-f436522362e4,Descriptions,1,Notitieboekje betreffende kunstwerken van Rubens en Van Dyck in catalogi van galerijen uit Düsseldorf van 1719 en 1760.,Beschrijving,Nederlands
ba53b791-7b7d-54c1-ab97-d87002a8a91d,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan verscheidene collecties in Italië en Spanje.,Beschrijving,Nederlands
9393531a-c279-5330-a028-1eaad6505039,Descriptions,1,Agenda voor het jaar 1931.,Beschrijving,Nederlands
d609fecc-495a-59f3-aea5-37d40adc6052,Descriptions,1,"Adresboekje Frankrijk, zonder Parijs.",Beschrijving,Nederlands
27533568-4345-51b9-a141-691a47ff01e0,Descriptions,1,Notitieboekje met aantekeningen betreffende werken van Van Dyck in collecties in de Verenigde Staten.,Beschrijving,Nederlands
8cf60f7c-14b3-5cd9-b603-ed1b763ccb5b,Descriptions,1,Notitieboekje met aantekeningen betreffende verschillende onderwerpen.,Beschrijving,Nederlands
18735cac-fb72-587a-a72c-5e04d3655815,Descriptions,1,Notitieboekje met aantekeningen betreffende het Chatsworth-manuscript en andere onderwerpen.,Beschrijving,Nederlands
86600d7a-ac3d-51e3-9e1a-b63888d9bba4,Descriptions,1,Agenda voor het jaar 1957.,Beschrijving,Nederlands
4a5d8e8c-601e-58d6-83be-195dea6361b9,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan collecties in Engeland, Verenigde Staten en Canada.",Beschrijving,Nederlands
02feda08-6016-59e2-8d63-e116729cdb80,Descriptions,1,Agenda voor het jaar 1920.,Beschrijving,Nederlands
e84d86a6-03a8-526f-b4ed-5f2ab3a1956d,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
27b6c1e7-9d36-5a2f-80cd-1051b8bd1cca,Descriptions,1,"Notitieboekjes met transcripties uit het boek """"Illustrated Catalogue of 300 Paintings by Old Masters of the Dutch, Flemish, Italian, French and English Schools being some of the principal pictures which have at various times formed part of the Sedelmeyer Gallery"""" (Parijs 1898), aangevuld met notities betreffende verscheidene werken uit deze catalogus.",Beschrijving,Nederlands
a5f10b42-d12b-566f-a7b3-0de3687cc628,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
98f0d247-783b-5752-836d-9621070e1b9e,Descriptions,1,Notitieboekje met aantekeningen betreffende een bezoek aan Wenen.,Beschrijving,Nederlands
f6b83aad-4ed0-5712-ae85-b8d06b33a818,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
29e1e71f-b40a-544c-8eda-5211248c5baf,Descriptions,1,Notitieboekje betreffende bezoeken aan verscheidene steden in Italië en Spanje.,Beschrijving,Nederlands
f4f61012-e6e6-53f0-87aa-1af53cde29a3,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan collecties in Parijs.,Beschrijving,Nederlands
28c0517b-4e9b-55a4-9055-fcbb1599aadd,Descriptions,1,Notitieboekje klein formaat met aantekeningen betreffende verscheidene onderwerpen en een adressenbestand.,Beschrijving,Nederlands
5a984b56-7518-5567-bd45-9da5759b06b6,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
5c8aa656-79a3-5339-a7bd-e3b4e3e25278,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
1b921760-1f17-5fe5-be95-642c417b73b3,Descriptions,1,Notitieboekje met aantekeningen betreffende werk van Frans Pourbus in Italië (Uffizi en Pitti).,Beschrijving,Nederlands
5e546408-f4a9-5c7c-b046-f311a42a1621,Descriptions,1,Agenda voor het jaar 1936,Beschrijving,Nederlands
e496d231-d3f7-53ab-b1f6-18b3290f9a5a,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
cf683190-a7ff-54ab-94ad-351d3e2c72d7,Descriptions,1,Notitieboekje met aantekeningen betreffende een bezoek aan het Boymans-Van Beuningen Museum te Rotterdam.,Beschrijving,Nederlands
da1c9379-7cb1-59a3-90a7-41c1bea975a7,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan Oxford, Den Haag, Brussel en Antwerpen.",Beschrijving,Nederlands
7c564919-563f-5ffe-8f08-ff864b9ef5bc,Descriptions,1,Notitieboekje met aantekeningen betreffende een bezoek aan het Prentenkabinet te Amsterdam.,Beschrijving,Nederlands
fc2118b1-b344-55e4-bb6e-0a98740e35aa,Descriptions,1,"Notitieboekje met foto's, tekeningen en aantekeningen betreffende het """"kostuumboek"""" van Rubens.",Beschrijving,Nederlands
97316613-fc6f-5902-8fd5-0e544865c423,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
d60d1eb6-875d-5f23-bdec-058b08a2a51f,Descriptions,1,Agenda voor het jaar 1940.,Beschrijving,Nederlands
f49d2a33-3d8a-5ebe-be25-675a2d97419f,Descriptions,1,Agenda op de briefwisseling van 1933 tot 1937,Beschrijving,Nederlands
326344e8-80b6-59c8-8401-124cdc6218eb,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
454d6ddc-3764-5a34-a2cf-b5bb4a97f9bb,Descriptions,1,Agenda voor het jaar 1941.,Beschrijving,Nederlands
b48683ed-abdc-5508-8aca-77356550fa87,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan studiecentra en collecties in Den Haag, Brussel, Antwerpen, Rijsel, Saint-Omer en Calais.",Beschrijving,Nederlands
14d1116b-2ddd-539c-b4d5-26e75caa949a,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan collecties en literatuuronderzoek.,Beschrijving,Nederlands
fee4fe75-5144-5479-aa2a-9993063d1ef1,Descriptions,1,dit is een test,Beschrijving,Nederlands
ff6ee980-a224-591c-94b4-6c21c365ace7,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
2ec5806d-fe4a-5658-b15a-06d1729d4739,Descriptions,1,Notitieboekje met aantekeningen betreffende afbeeldingen van Rubenswerk in Nederlandse bibliotheken en documentatiecentra.,Beschrijving,Nederlands
88399b1e-72d7-527a-814c-43743bdf7336,Descriptions,1,Notitieboekje betreffende de schildertechniek van P.P. Rubens.,Beschrijving,Nederlands
f021c1e0-9333-510e-9096-13d86932f25e,Descriptions,1,Agenda voor het jaar 1937.,Beschrijving,Nederlands
e213a637-98cf-5407-b333-fad99cdd55c4,Descriptions,1,Notitieboekje met aantekeningen betreffende Frans Pourbus.,Beschrijving,Nederlands
199f5750-a618-50c1-ba0d-721fb9481c1c,Descriptions,1,Notitieboekje met aantekeningen betreffende een bezoek aan het prentenkabinet te Berlijn.,Beschrijving,Nederlands
fffc2c31-2f2e-5bd7-ad05-e3595d32b8d8,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
9ac28c25-1d8b-5ba0-b870-ef99f4b9c766,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan musea en bibliotheken in Engeland.,Beschrijving,Nederlands
8a3a4f76-e2df-5a8b-815f-dbe5f9a6644a,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
77cac798-fb3f-5eff-ac49-d1d279f2408f,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan Parijs, Londen, Antwerpen en Den Haag.",Beschrijving,Nederlands
da18148f-d2af-5bae-8550-df807cde96ef,Descriptions,1,Notitieboekje met aantekeningen betreffende een bezoek aan collecties in Dresden.,Beschrijving,Nederlands
7ca2c966-4338-5709-9350-b5fba5d88fa8,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan verscheidene collecties.,Beschrijving,Nederlands
30b87c0e-0fd5-538f-b396-c4f65e0615a7,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
032c6f7e-e61d-5e2e-95b3-e7c0e872a9c4,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan verscheidene collecties.,Beschrijving,Nederlands
1c10d76a-7a30-5a5b-8337-268acd0ae9f1,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan verscheidene collecties.,Beschrijving,Nederlands
32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,Descriptions,1,Agenda voor het jaar 1960.,Beschrijving,Nederlands
ca5d8c26-c718-5902-9abc-81ece16fe78b,Descriptions,1,Notitieboekje met aantekeningen betreffende fotobestellingen.,Beschrijving,Nederlands
f4cde989-f1ee-5c80-8adf-8eb25786a428,Descriptions,1,Agenda voor het jaar 1921.,Beschrijving,Nederlands
60652640-6649-5c96-84e5-d8915306a9d1,Descriptions,1,Agenda voor het jaar 1956.,Beschrijving,Nederlands
49b39e48-8b7f-5ea3-936e-4b44e5706811,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
599fb696-e6eb-5a9c-bad6-4dcaaa6bc579,Descriptions,1,Notitieboekje betreffende een bezoek aan Den Haag en het Mauritshuis.,Beschrijving,Nederlands
be795ee8-2916-5f62-9883-e994bf6d7a66,Descriptions,1,Notitieboekje met aantekeningen betreffende onderzoek gedaan in de periode 1949-1951.,Beschrijving,Nederlands
e3892281-ff12-5fbb-af35-1c31ea5db980,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan Zwitserland, Frankrijk, Engeland, Italië en Duitsland.",Beschrijving,Nederlands
7bb7ee8c-d758-5f48-85c7-92490616feb2,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
cb89c78c-ecd6-5fcb-8b1f-79e76d37edad,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
b8dc72da-ef79-56ae-83a1-392fe8d16013,Descriptions,1,Agenda voor het jaar 1938.,Beschrijving,Nederlands
1be503ea-dd3a-5275-91d0-e41d1bc02f28,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
396d9030-f603-5a4d-88e1-4a1190d86187,Descriptions,1,Notitieboekje betreffende notities van Cornelis Hofstede de Groot.,Beschrijving,Nederlands
03322c74-e03a-5d1f-beac-0b05e87d0a1f,Descriptions,1,Agenda voor het jaar 1922.,Beschrijving,Nederlands
b2d6e750-f8ac-5088-bd1f-f73776d665e5,Descriptions,1,Agenda voor het jaar 1955.,Beschrijving,Nederlands
b5da3516-de0b-58ee-ac85-45fdf878d635,Descriptions,1,Agenda voor het jaar 1942.,Beschrijving,Nederlands
d10435c2-73d4-50c6-b560-e69d428e9a83,Descriptions,1,Agenda op de briefwisseling van 1929 tot 1932.,Beschrijving,Nederlands
d43eb5ca-58dd-59c7-9a3b-6f79751297c9,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan collecties en literatuuronderzoek,Beschrijving,Nederlands
458021ac-32d3-5dd9-91b6-8c165064acdf,Descriptions,1,Agenda voor het jaar 1917.,Beschrijving,Nederlands
eb18bae2-09d9-5d6d-b2a6-ea518b7eee12,Descriptions,1,Notitieboekje met aantekeningen betreffende Rubenswerk in Nederland.,Beschrijving,Nederlands
e6a0a787-5a3b-52c9-8583-7837c18f6d5f,Descriptions,1,Notitieboekje betreffende recepten van Rubens en Van Dyck (bv. voor vernis).,Beschrijving,Nederlands
5faa1eb2-5d3a-59c5-94c7-41873d211d30,Descriptions,1,Agenda voor het jaar 1934.,Beschrijving,Nederlands
e51eb822-e3e2-5a4f-a122-78a38f179bd6,Descriptions,1,Notitieboekje betreffende kunstwerken tentoongesteld in the *British Institution* tussen 1813 en 1823.,Beschrijving,Nederlands
d1e5fdae-1c99-5051-bcd6-eeb10544c27b,Descriptions,1,"Notitieboekje met aantekeningen betreffende reizen naar Keulen, Antwerpen en Engeland en bezoeken aan verscheidene collecties en onderzoekscentra.",Beschrijving,Nederlands
b0d8c4ac-9577-5f33-be38-1f3fc5fa4a1b,Descriptions,1,Notitieboekje met de inventaris van de dozen met reproducties en manuscripten betreffende Rubens en Van Dyck opgeslagen bij Rogers te Ascot.,Beschrijving,Nederlands
c841b542-4e43-53f0-8620-d3dfc17dfd6f,Descriptions,1,Notitieboekje met aantekeningen betreffende een bezoek aan Dresden op 12 augustus 1931.,Beschrijving,Nederlands
75047aef-c244-5ec3-847e-32db85f0a72f,Descriptions,1,Agenda voor het jaar 1959.,Beschrijving,Nederlands
269cd29b-9b7e-5d01-bac2-e53aa005792a,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan musea en bibliotheken in Duitsland, België en Engeland.",Beschrijving,Nederlands
bb73f2d7-05b4-5c90-b428-1ff2e1dac739,Descriptions,1,Agenda voor het jaar 1958.,Beschrijving,Nederlands
b3f40f5e-25d3-57f8-b1be-193b5b5afa07,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
e19d6016-6de8-52f7-89c6-abd31b37120f,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan tekeningencollecties in Nederland.,Beschrijving,Nederlands
cd73145f-4b0e-5d51-95ca-e8133f93cbee,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
e3f76a05-f91c-5ead-b6b6-19aaf05b4722,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan verscheidene collecties en onderzoekscentra.,Beschrijving,Nederlands
b94c9251-d3a4-532f-ba4e-470c528dc483,Descriptions,1,Agenda voor het jaar 1935.,Beschrijving,Nederlands
710de3b2-01c6-5757-b609-34bde322a124,Descriptions,1,Notitieboekje betreffende *La Chalcographie du Louvre* van P.J. Angoulvent uit 1933.,Beschrijving,Nederlands
07aa31db-cafd-5a95-8d34-e1a31ef66bad,Descriptions,1,Notitieboekje met aantekeningen betreffende afbeeldingen van Frits Lugt.,Beschrijving,Nederlands
35c29247-ff60-5792-ae69-d95c4b40aa5a,Descriptions,1,Agenda voor het jaar 1918.,Beschrijving,Nederlands
06091ed7-7f00-5c87-b75d-bc3c42d422c1,Descriptions,1,Notitieboekje betreffende Stift und Feder.,Beschrijving,Nederlands
73e0688a-2baa-5062-b858-447b0ca453cc,Descriptions,1,Agenda voor het jaar 1943.,Beschrijving,Nederlands
9bf33f5e-af29-5d24-9ccd-c31c35e18a45,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
2c26cff8-3a61-521f-803e-bc4524c3f5c6,Descriptions,1,Agenda voor het jaar 1954.,Beschrijving,Nederlands
54d52cfc-258c-568a-9bd5-3eba376d5ded,Descriptions,1,Agenda voor het jaar 1923.,Beschrijving,Nederlands
7070f9cc-d99a-5d50-a5e8-313604832c73,Descriptions,1,Notitieboekje met aantekeningen betreffende afbeeldingen van Rubenswerk bij Cornelis Hofstede de Groot.,Beschrijving,Nederlands
ea4966cf-ff6f-59e2-b617-9ef3a577e04f,Descriptions,1,Agenda voor het jaar 1939.,Beschrijving,Nederlands
98ea238d-43b8-531c-ac18-c215f018db56,Descriptions,1,"Notitieboekje met aantekeningen betreffende het volume van """"Klassiker der Kunst"""" over Rubens, in samenwerking met Gustav Glück.",Beschrijving,Nederlands
fbfdb4db-8642-5512-b87f-c16b54471bd9,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
f9fad658-00a4-524b-bd89-6029367758dc,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan Den Haag, Verona, Mantua, Lugano en Chatsworth.",Beschrijving,Nederlands
3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan collecties in Haarlem.,Beschrijving,Nederlands
e415c72d-c912-5ca4-b4c4-13d35818ba50,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
c8de16ec-31f2-5b12-9718-450e360a0516,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene kunstenaars.,Beschrijving,Nederlands
362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,Descriptions,1,"Notitieboek met Rooses' kladversies van uitgaande brieven uit de periode van 15 oktober 1904 tot en met 6 november 1905. Deze corresponderen met de inkomende brieven (RA 006 / 007 en 008). De brieven handelen onder meer over bruiklenen, de tentoonstellingscommissie, beeldaanvragen voor de catalogus en er wordt ook verslag uitgebracht van de tentoonstelling.",Beschrijving,Nederlands
b374fac0-f650-535b-89e5-3c27efdb5bfb,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
82b8de86-ff89-5b6f-a7d1-5c037ea34a11,Descriptions,1,Agenda voor het jaar 1944.,Beschrijving,Nederlands
49892431-bc2a-50f8-96c0-ccb9f4b359cf,Descriptions,1,Notitieboekje met aantekeningen betreffende literatuur,Beschrijving,Nederlands
4e37693b-e937-5536-ad55-9c21d86cee53,Descriptions,1,"Notitieboekje betreffende bezoeken aan België, Duitsland, Engeland en Nederland",Beschrijving,Nederlands
bf1ea677-dc81-5e11-997c-658e291849eb,Descriptions,1,Notitieboekje met aantekeningen (vermoedelijk) uit de periode mei tot juni 1925.,Beschrijving,Nederlands
63470bbd-1ac7-5b2c-a570-6ccf1abf7c7b,Descriptions,1,Notitieboekje betreffende *Arte de la Pintura* van Francisco Pacheco.,Beschrijving,Nederlands
da5d40cc-feda-5437-be6f-2898179f56c8,Descriptions,1,Agenda voor het jaar 1932.,Beschrijving,Nederlands
35420d49-1920-5358-a302-f91893728def,Descriptions,1,Notitieboekje betreffende de reizen van Mr. De Blainville tussen februari en maart 1705.,Beschrijving,Nederlands
3f377f02-e7c5-5b6e-992c-aef5050aa0d4,Descriptions,1,Notitieboekje betreffende bezoeken aan verschillende musea en bibliotheken in Berlijn.,Beschrijving,Nederlands
64e24d91-5997-55c1-92cf-9666e5a8e1b4,Descriptions,1,Adresboekje Londen.,Beschrijving,Nederlands
66ee24ad-bccd-555b-bda2-3fd81b481e90,Descriptions,1,"Notitieboekje met aantekeningen betreffende verscheidene tentoonstellingen in Duitsland, Oostenrijk, Engeland, België, Nederland en Italië.",Beschrijving,Nederlands
87474395-b13a-597b-821b-be7ae3d6d461,Descriptions,1,Agenda voor het jaar 1928.,Beschrijving,Nederlands
65b839f9-12bc-57af-9d30-e6f61655a6d9,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
71627245-8df3-5bfa-a9ff-5dd5f397f28d,Descriptions,1,Agenda voor het jaar 1948.,Beschrijving,Nederlands
6c774a55-ac69-59f8-93a0-b1be0c7a230d,Descriptions,1,Notitieboekje met aantekeningen betreffende bezoeken aan verscheidene collecties.,Beschrijving,Nederlands
ebc83518-f60b-5f0c-b64c-80c6387a73d0,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan Duitsland, Oostenrijk, Zwitserland, Denemarken, Zweden en Rusland.",Beschrijving,Nederlands
a928c7a8-04c3-5484-9d94-e11d0e2c2f4b,Descriptions,1,Notitieboekje betreffende werken uit de collectie van keurvorst Lothar Franz von Schönborn (1655-1729).,Beschrijving,Nederlands
f3c7e972-bd15-5ea5-a80f-88f304395901,Descriptions,1,Notitieboekje met aantekeningen betreffende werk van Rubens en Van Dyck in de collectie Bonnet te Bayonne.,Beschrijving,Nederlands
9bad62a0-8708-586c-af29-72c95b19d67d,Descriptions,1,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands
ec73332b-329b-53aa-9605-2b7ab293c964,Descriptions,1,"Adresboekje België, zonder Antwerpen en Brussel.",Beschrijving,Nederlands
58f9caae-36f5-5268-95c3-6b6008397d6b,Descriptions,1,"Notitieboekje met aantekeningen betreffende bezoeken aan het Rubenshuis, de Rubenskapel en andere collecties.",Beschrijving,Nederlands
b459deaa-ca58-5669-aa67-8ba057c13a8e,Descriptions,1,Notitieboekje betreffende de reizen van Caylus in 1722.,Beschrijving,Nederlands
162d1564-e5ba-56ec-b3b4-ef157376760e,Descriptions,1,Notitieboekje betreffende werken van Peter Paul Rubens en andere kunstenaars in Brusselse musea.,Beschrijving,Nederlands
6cb7ea80-d572-507a-96ae-037c5456fab9,Descriptions,1,Agenda voor het jaar 1924.,Beschrijving,Nederlands
1f383322-e8b4-573b-86ee-bc6813d2abbd,Descriptions,1,Agenda voor het jaar 1953.,Beschrijving,Nederlands
f796fdf7-8d51-535e-842d-58981ff831bd,Descriptions,1,Agenda voor het jaar 1952.,Beschrijving,Nederlands
