ResourceID,card,order,Title,Title Type,Title Language
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,Titles,1,"Voorstudie voor de affiche """"Stad Antwerpen / Guldensporenviering / Reinaert De Vos.""""",Titel,Nederlands
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,Titles,1,"Baker
Kostuumontwerp voor het toneelstuk """"Trijntje van Saardam"""". Dit werk geschreven door Eugène Winters en Patrick Hiketick naar Constantijn Huygens, werd door de KNS te Antwerpen op 24-05-1975 opgevoerd.",Titel,Nederlands
1eec0799-63fa-543c-a3d0-be891a0c181c,Titles,1,"Old Gobbo.
Kostuumontwerp voor het toneelstuk """"De Koopman van Venetië"""" van William Shakespeare, uitgevoerd door de Koninklijke Nederlandse Schouwburg voor het eerst van 13 tot 18 september, en daarna van 8 tot 13 november 1958.",Titel,Nederlands
432a31ab-1b7d-527c-870a-feeb86b1d9c3,Titles,1,"Zaal bij Perdino.
Decorontwerp.",Titel,Nederlands
56e6263a-af53-574e-ae41-5addeaf522f7,Titles,1,"""""Le mendiant, le singe"""" (De bedelaar, de aap)
Kostuumontwerpen voor """"La Chapelle de la Miséricorde"""" (Kapel van de Barmhartigheid).",Titel,Nederlands
823461b2-0712-56a4-8ed4-be9310e7baa7,Titles,1,"La Terre (De Aarde)
Kostuumontwerp voor """"La Terre et les Hommes"""" (De Aarde en de Mensen).",Titel,Nederlands
afc90268-a4a6-57a2-92ea-ac8b55d49c94,Titles,1,"Decorontwerp """"Een ballet wordt geboren""""",Titel,Nederlands
0946f068-5ab0-5558-bd03-4f927fba0f5e,Titles,1,"Decorontwerp voor het humoristisch toneelstuk """"De Knecht van twee Meesters"""". Deze """"Commedia dell'Arte"""" voorstelling geschreven in 1745, is een van de meest beroemde werken van de Venetiaanse auteur Carlo Goldoni.",Titel,Nederlands
bb524cb6-ed81-546e-a22e-26957d99f5ff,Titles,1,"De vogel in de Kunst
Collage",Titel,Nederlands
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,Titles,1,"Boertje / boerinnetje / jagertje / het dametje / Peter en de Wolf van Prokofiev.
Schetsen in potlood en aquarel voor verschillende personages en voor en voostelling van Prokofiev.",Titel,Nederlands
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,Titles,1,Interieur St Niklaaskerk Gent,Titel,Nederlands
f051649c-2a76-5b5a-8afd-6f3b95716bc4,Titles,1,"De Soldaat
Kostuumontwerp voor Boerenkermis.",Titel,Nederlands
2a009e82-1442-52f3-bdde-255bd25a5b29,Titles,1,Bomen,Titel,Nederlands
77b0399b-e866-5c0f-97b5-3aa876feeb5a,Titles,1,Peter Terrin,Titel,Nederlands
b115a4c2-902f-58fd-bf56-710a9ed715cc,Titles,1,"Joffer
Kostuumontwerp voor het toneelstuk """"Trijntje van Saardam"""". Dit werk geschreven door Eugène Winters en Patrick Hiketick naar Constantijn Huygens, werd door de KNS te Antwerpen op 24-05-1975 opgevoerd.",Titel,Nederlands
1c2549b2-f726-5e8d-b9d9-6024da36156d,Titles,1,"Lady Macbeth
Kostuumontwerp voor Macbeth van William Shakespeare. Deze tragedie (geschreven rond 1603-1606), werd door de KNS in Antwerpen van 12-02-1955 tot 17-02-1955 opgevoerd.",Titel,Nederlands
29cd2b73-2d47-5785-883a-989c4e9de3b6,Titles,1,"Decorontwerp voor het 7de tafereel van """"Genoveva"""" van Friedrich Hebbel",Titel,Nederlands
2889da1d-de01-506d-a2b8-86ab9eaf34d7,Titles,1,Kortharige man met snor en kinbaard. Borststuk.,Titel,Nederlands
090a8e15-d13b-556d-9d94-a248ac6264bf,Titles,1,"Aragon
Kostuumontwerp voor het toneelstuk """"De Koopman van Venetië"""" van William Shakespeare, uitgevoerd door de Koninklijke Nederlandse Schouwburg voor het eerst van 13 tot 18 september, en daarna van 8 tot 13 november 1958.",Titel,Nederlands
