ResourceID,card,order,Description,Description Type,Description Language
2c59c28a-5f83-5d50-94da-0f83dcc37853,Descriptions,1,De personages Wachters van de Hemel werden  door de actrices Ketty van de Poel en Cary Fontijn vertolkt.,Detailbeschrijving,Nederlands
13d1cf98-023f-5948-a0a2-6bde1a01e647,Descriptions,1,"De rol van Jessica, dochter van Shylock, werd door de actrice Julienne de Bruyn vertolkt.",Detailbeschrijving,Nederlands
90f34c89-9b8b-54b6-9833-8f387750cd44,Descriptions,1,"Tekening op postkaart, karikatuur-portret.",Detailbeschrijving,Nederlands
e78d6ce2-6838-511f-b5fb-32433e9a0e9f,Descriptions,1,"Waterverf en dekverf studie, vermoedelijk voor de panoramaschilderijen van de slag bij Waterloo.",Detailbeschrijving,Nederlands
a4dfa483-609a-5d78-b506-19b9f51fadf4,Descriptions,1,"Vier verschillende voorstudies voor dezelfde affiche. Gedrukte affiche is ook in ons bezit onder inventarisnummers: 211787/2, 215048/66, 237135|1-4. Posterrecordnummer: 2930.",Detailbeschrijving,Nederlands
14e0172d-cdf0-5ff3-a7f2-444514a91909,Descriptions,1,Tekening op postkaart.,Detailbeschrijving,Nederlands
5a1fba10-4196-5df4-8109-3bfd8225c50e,Descriptions,1,24 kostuumontwerpen.,Detailbeschrijving,Nederlands
fc5e6bc5-2950-5588-91ec-2b26f32a8cf1,Descriptions,1,Het personage oppergeneraal God werd  door de acteur G. Vandermeulen vertolkt.,Detailbeschrijving,Nederlands
a01bb625-5d65-5d91-9a94-eaff6a415144,Descriptions,1,"Het personage vrouw Müller, Schweijks hospita, werd  door de actrice Germaine Loosveldt vertolkt.",Detailbeschrijving,Nederlands
a7049b18-f383-5fca-b41e-6858cd81990c,Descriptions,1,"Aan de onderkant van het blad is geschreven:

_ZWEVENDE ENGEL_

_WAGENBEZETTING: KOPERENSEMBLE 4 MAN STERK / BLOEMENMEISJES 2 KINDEREN /
RUBBENS / VAN DIJCK / JORDAENS / _",Detailbeschrijving,Nederlands
9504b07e-dcd1-52a6-8365-de2f3038a0f3,Descriptions,1,Tekening op postkaart.,Detailbeschrijving,Nederlands
89e6b445-49c2-5e14-8a47-c7822bcb8f03,Descriptions,1,"Waterverf en dekverf studie, vermoedelijk voor de panoramaschilderijen van de slag bij Waterloo.",Detailbeschrijving,Nederlands
53feff83-9ce8-5d25-bbad-6f1d07ce8043,Descriptions,1,Aquarel knipwerk op zwarte achtergrond.,Detailbeschrijving,Nederlands
4fcafa1b-9cb6-5d03-97b3-ddc9f05c40ce,Descriptions,1,"Op de achterkant van het blad is met potlood geschreven: _3 muzikanten (met
mouwen) worden later 3 boeren door en suplementvest _zonder_ mouwen en andere
hoed.",Detailbeschrijving,Nederlands
b3d0b0d0-6ab2-5bd1-82a6-94cb5e05f69e,Descriptions,1,"Het ontwerp werd in kwadranten verdeeld.
Dan volgt een opsomming van de praalwagens en reuzen :
_de walvis_  
_het schip_  
_de olifant_  
_de reuzin_  
_antigoon_  
_de zeewagen_  
_de gilden_  

",Detailbeschrijving,Nederlands
38505004-214e-5859-9f83-e20f915a9386,Descriptions,1,"De rol van Antonio, de koopman van Venetië, werd door de acteur Frans van den Brande vertolkt.",Detailbeschrijving,Nederlands
1c8565d8-1eab-59af-91c5-b819dbc81022,Descriptions,2,Het werd geschilderd in sepia kleur met 'water uit een beek tijdens een wandeling',Detailbeschrijving,Nederlands
1c8565d8-1eab-59af-91c5-b819dbc81022,Descriptions,1,"Het water van de Nete, knotwilgen en in de verte een boerderijtje.",Beschrijving,Nederlands
86de7ea4-cd30-5d41-bc9c-7339706f542d,Descriptions,1,Het personage Schewjk werd door de acteur Luc Philips vertolkt.,Detailbeschrijving,Nederlands
f93dc25d-5b6b-5864-9e4a-fadbd5894675,Descriptions,1,"Theunis werd gespeeld door de acteur Dries Wieme , van """"De Studio van het Nationaal Toneel",Detailbeschrijving,Nederlands
41b1d16e-b23a-5765-8825-9596dc7e9da0,Descriptions,1,"In zwart notaboek (13,2 x 8,7 - schuin afgesneden); ins. nr. 60258/67. Vermoedelijk gebruikt voor Italië-reis. (langs twee kanten begonnen).",Detailbeschrijving,Nederlands
9dc82b69-23d0-55c9-bc20-15c5d41fbdd1,Descriptions,1,Het personage Generaal Von Schwarzenberg werd  door de acteur Remy Angenot vertolkt.,Detailbeschrijving,Nederlands
df45907e-9fcf-57a6-9a2f-4f156a72aa6e,Descriptions,1,Op de achterkant van het blad zijn verschillende kleine schetsen in potlood en inkt voor vrouwelijke kostuums.,Detailbeschrijving,Nederlands
23e90879-d552-5337-837b-14453a850f48,Descriptions,1,"Op de achterkant van het blad is een ander kostuumontwerp geschilderd met plakkaatverf, aquarel, potlood en Oost-Indische inkt en met de naam Mary 4 aangeduid, maar de afbeelding is met streepjes in rood krijt niet bruikbaar gemaakt.",Detailbeschrijving,Nederlands
55001240-e96d-58b0-96c1-1a50f083512c,Descriptions,1,"Joren werd gespeeld door de acteur Gaston Vandermeulen , van """"De Studio van het Nationaal Toneel",Detailbeschrijving,Nederlands
c10ca083-4706-5cb8-9aa8-e74372762be7,Descriptions,1,Het personage Waard Palivec werd  door de acteur Jo Dua vertolkt.,Detailbeschrijving,Nederlands
fd4b07fe-4d67-5554-8bbb-85d66d8f6da7,Descriptions,1,"De rol van Nerissa, de kamerjuffer van Portia, werd door de actrice Ketty van de Poel vertolkt.",Detailbeschrijving,Nederlands
b8bba92d-e005-5aff-bad5-3909b32e7746,Descriptions,1,"Felix Timmermans


VERHALENKALENDER VOOR 1932


De burgemeester (januari)


Stan en Neel Sop waren tweelingbroers en geleken zo veel op elkaar dat er
altijd abuizen ontstonden. 't Waren jongmans bij de zestig jaar. Op een zondag
deed het nieuws de ronde dat Stan met de weduwe van de mulder ging trouwen.
Neel zag er zo 't schijnt geen graten in, maar toen hij kort op dit nieuws
zich voorstelde met de kiezing voor gemeenteraadslid, met al de kans van
burgemeester te worden, draaide de weduwe haar hart naar de andere kant en
vree met Neel. De ene is de andere, zei ze, en dan heb ik toch liever de
burgemeester. Nu schoot Stan in zijn furie en stelde zich ook voor als
gemeenteraadslid maar op een andere lijst, ook met de kans van burgemeester te
worden. 't Was een vinnige kiesperiode, de twee broers tegen elkander. En Stan
moet toch de slimste geweest zijn, want de dag voor de kiezing ging hij de
wegen op en zei overal : 'Mensen, ge moet voor mij, Neel, niet stemmen. Het is
niet goed dat twee broers in haat komen. Stem gerust voor mijn broer Stan. Ik
ga toch trouwen met de weduwe van de mulder zoals gij weet, en ik wil gerust
zijn. Stem dus gerust voor mijn broer Stan.' 't Was eerst 's anderendaag als
de kiezing ten einde liep, dat Neel vernam wat Stan had gezegd. En Stan werd
gekozen, Neel niet. Een maand nadien was Stan burgemeester. De weduwe van de
mulder is dan maar terug naar Stan gegaan. 'De ene is de andere, zei ze, en 'k
heb toch liever de burgemeester.' Z'is met Stan getrouwd. Neel is er ziek van
geworden, maar is er toch niet van gestorven, hij trouwde met een poes van
achttien jaar. Ik had gaarne de twee broers getekend, maar daar ze zo veel op
elkander gelijken, heb ik er maar één genomen, Stan of Neel ik weet het zelf
niet.


Uit : """"De jaren gaan voorbij"""" Jaarboek 2002 van het Felix Timmermans-
genootschap, samengesteld door Louis Vercammen.",Detailbeschrijving,Nederlands
4f18596e-2178-5428-8675-359a1a58ed81,Descriptions,1,Op de achterkant van het blad is er een academische tekening in houtskool van een hand.,Detailbeschrijving,Nederlands
30105cee-8edd-5130-98f6-31fab7e2c6c5,Descriptions,1,Het personage Etelka werd  door de actrice Stella Blanchart vertolkt.,Detailbeschrijving,Nederlands
eb0a924b-960f-5104-b63d-7d1022e530d0,Descriptions,1,"Waterverf en dekverf studie, vermoedelijk voor de panoramaschilderijen van de slag bij Waterloo.",Detailbeschrijving,Nederlands
26168aaf-9325-5853-87d7-e9b059749c30,Descriptions,1,Tekening op postkaart.,Detailbeschrijving,Nederlands
1ebf2ab7-d61f-5ebe-bdf5-54127137351a,Descriptions,1,"De rol van Salarino, vriend van Antonio en Bassanio, werd door de acteur Paul s'Jongers vertolkt.",Detailbeschrijving,Nederlands
abf69d90-6d70-571b-923d-a88c72a51a44,Descriptions,1,Het personage Dienstmeisje van de Overste werd  door de actrice Ketty van de Poel vertolkt.,Detailbeschrijving,Nederlands
849bb1ac-a70e-5e7e-888f-d01bf56da95f,Descriptions,1,Op de achterkant van het blad is een potlood tekening van een kostuum voor jonge.,Detailbeschrijving,Nederlands
84c167a7-c177-5378-a2b8-bfa45cd301be,Descriptions,1,Tekening op postkaart.,Detailbeschrijving,Nederlands
7fe47df2-b25c-57de-86ba-3eeeb1dc802f,Descriptions,1,Waterverf schets met enkele potloodlijnen.,Detailbeschrijving,Nederlands
e7858449-4aee-5a7d-a8e5-c74ce6be6213,Descriptions,1,"Op de achterkant van het blad is met potlood geschreven: _De waard wordt de
veldwachter door andere vest met mouwen en andere hoed.",Detailbeschrijving,Nederlands
bd725bc4-04f3-583c-820c-474b514bd0cd,Descriptions,1,"De rol van Lorenzo, minnar van Jessica, werd door de acteur Rik Hancké vertolkt.",Detailbeschrijving,Nederlands
6bead15e-dd1f-5a41-ab64-2fbe3d534e87,Descriptions,1,"Op de achterkant van het blad is een ander kostuumontwerp voor man geschilderd met plakkaatverf, aquarel, potlood en Oost-Indische inkt, maar de afbeelding is met streepjes in rood krijt niet bruikbaar gemaakt.",Detailbeschrijving,Nederlands
7fbcfbdf-b237-518f-8195-8a01ecf5725e,Descriptions,1,Tekening op postkaart(aan Flor Alpaerts) met tekst op achterzijde.,Detailbeschrijving,Nederlands
8b97c304-4c0e-5500-93f2-ad9ff4574784,Descriptions,1,Waterverf schets met enkele potloodlijnen.,Detailbeschrijving,Nederlands
a33f04e3-91d8-5209-a394-3733e8794a55,Descriptions,1,Tekening op postkaart.,Detailbeschrijving,Nederlands
dc6a0330-9a4e-51db-b9b7-d80af8bac5e7,Descriptions,1,Op de achterkant van het blad is er een schets voor een decorontwerp met potlood en aquarel.,Detailbeschrijving,Nederlands
283028be-5ff9-51a8-9511-211f0eadf24b,Descriptions,1,"Vier abstracte tekeningen met oostindische inkt, waterverf en krijt.",Detailbeschrijving,Nederlands
05cff2be-6049-5bfc-87ec-bc1128f1d5e9,Descriptions,1,"De rol van Solanio, vriend van Antonio en Bassanio, werd door de acteur Martin van Zundert vertolkt.",Detailbeschrijving,Nederlands
c2ee3067-4fbb-5aa7-a8bf-b4e1ef0cc7d0,Descriptions,1,Op de achterkant van het blad is een lijntekening met balpen voor het kostuumontwerp echtgenoot die in een klucht spelt.,Detailbeschrijving,Nederlands
63d1b81b-19c8-5e4d-b4dc-8b7441c32a1e,Descriptions,1,"Tekening op postkaart, karikatuur-portret van Van den Nest Artuur.",Detailbeschrijving,Nederlands
9efc5577-e9d2-5763-a51b-31b6cc395976,Descriptions,1,"Waterverf en dekverf studie, vermoedelijk voor de panoramaschilderijen van de slag bij Waterloo.",Detailbeschrijving,Nederlands
40251589-d63c-558e-becc-1ef216174bfd,Descriptions,1,Het personage luitenant Lukasch werd  door de acteur Marcel Hendrickx vertolkt.,Detailbeschrijving,Nederlands
40d4ff2a-dae5-5293-85b2-f643be1c03b9,Descriptions,1,Een klein blad met een lijntekening portret in Oost-Indische inkt is aan de rechter bovenkant van de afbeelding geplakt.,Detailbeschrijving,Nederlands
66744cba-505a-5f64-b80f-e24e13b342c7,Descriptions,1,"Tekening uit Cahier 220340/2, pagina 26.",Detailbeschrijving,Nederlands
3ff4bcc1-5b0a-522e-9ebc-8aab1ecdcb8c,Descriptions,1,"De rol van Tubal, een Joodse vriend van Shylock, werd door de acteur Maurits Goossens vertolkt.",Detailbeschrijving,Nederlands
00ad60a4-418f-5f32-9116-9a1f07eabde7,Descriptions,1,"Charles Quint (Keyser Karel) werd gespeeld door de acteur Jo Dua , van """"De Studio van het Nationaal Toneel",Detailbeschrijving,Nederlands
74e91a10-0cf9-5f29-8b4e-b391bf6f20ba,Descriptions,1,Het personage Gezelschapsdame werd  door de actrice Cary Fontijn vertolkt.,Detailbeschrijving,Nederlands
56b51987-f101-560b-832a-942100f0430f,Descriptions,1,Het personage Zangeres werd  door de actrice Tine Balder vertolkt.,Detailbeschrijving,Nederlands
d575b447-9dae-57b6-b57d-98d179aac622,Descriptions,1,"Valet de scène I werd gespeeld door de acteur Paul 's Jongers van """"De Studio van het Nationaal Toneel",Detailbeschrijving,Nederlands
0950db02-78bd-5253-af04-86380c8b0a53,Descriptions,1,"Op de achterkant van het blad is er een beeld van een jonge vrouw in
plakkaatverf geschilderd. Rechts onder het beeld is met potlood gescheven:
_Meid_",Detailbeschrijving,Nederlands
30b76391-6d6a-5ef0-9190-df02628afb33,Descriptions,1,Waterverf schets met enkele potloodlijnen.,Detailbeschrijving,Nederlands
f7b5e399-8be6-5994-bc22-7437005b4229,Descriptions,1,Waterverf schets met enkele potloodlijnen.,Detailbeschrijving,Nederlands
c63bf385-e26d-556d-9968-5412a621b666,Descriptions,1,Midden boven in de tekening: _AUTO-TOURS_,Detailbeschrijving,Nederlands
65a33bfa-ace8-50c8-863e-ac5cd00604f0,Descriptions,1,Op de achterkant van het blad is er een lijntekening in potlood van een personage in kostuum.,Detailbeschrijving,Nederlands
64fb5afa-b17a-514b-a7a8-3f8843eef6c7,Descriptions,1,Op de achterkant van het blad is een lijntekening met potlood en balpen met metingen voor het vest van het kostuum.,Detailbeschrijving,Nederlands
3e569199-056d-5011-91af-0e19f5bc7892,Descriptions,1,Tekening op postkaart(aan Flor Alpaerts) met tekst op achterzijde.,Detailbeschrijving,Nederlands
55b3ddfc-a6a1-5146-a622-d00ba2d355f5,Descriptions,1,"De rol van Gratiano,vriend van Antonio en Bassanio, werd door de acteur Ward de Ravet vertolkt.",Detailbeschrijving,Nederlands
f7a70639-885d-539a-b237-096c42edd951,Descriptions,1,Vermoedelijk jeugdwerk.,Detailbeschrijving,Nederlands
36648aba-a910-5383-9e45-3e8dfa4e80cc,Descriptions,1,"Ambroos werd gespeeld door de acteur Paul  's Jongers , van """"De Studio van het Nationaal Toneel",Detailbeschrijving,Nederlands
23c5a9c6-8c46-5c1d-b6b4-9a36df11f27d,Descriptions,1,Op de achterkant van het blad is een lijntekening in potlood en conté voor een decorontwerp. (iconografie 197415/28B),Detailbeschrijving,Nederlands
68874087-f5be-53d8-ab03-3a32c86a3055,Descriptions,1,"De rol van de Doge van Venetië, werd door de acteur Piet Bergers vertolkt.",Detailbeschrijving,Nederlands
478f0aec-c306-5947-a35b-6540b48d136d,Descriptions,1,Op de achterkant van het blad is er een voordecorontwerp in potlood.,Detailbeschrijving,Nederlands
b900bb29-22b5-5b25-91c3-c93a08b0630a,Descriptions,1,"Het personage Woditschka, bakker en vriend van Schwejk, werd  door de acteur Piet Bergers vertolkt.",Detailbeschrijving,Nederlands
a000cc9e-3f28-5e94-8a6a-454323f37c62,Descriptions,1,"Voorstudie voor affiche. Gedrukte affiche ook in ons bezit onder inventarisnummer: 236433, 236645, 236774/1,2 en posterrecordnummer: 101.",Detailbeschrijving,Nederlands
251fdbd9-6514-5de8-98fc-4eb223cd014e,Descriptions,1,Op de achterkant van het blad is een schets in potlood voor een decorontwerp.,Detailbeschrijving,Nederlands
d0e31b00-6184-5f54-818f-2050313e40cd,Descriptions,1,"De rol van Lancelot Gobbo, Shylock's knecht, werd door de acteur Willy Vandermeulen vertolkt.",Detailbeschrijving,Nederlands
691d8750-2a4f-598e-ba36-5419563ef13e,Descriptions,1,Op de achterkant van het blad is een lijntekening in balpen voor het kostuumontwerp buur die een klucht speelt.,Detailbeschrijving,Nederlands
92bc5f32-8cc3-5cae-af4e-89a863dc734d,Descriptions,1,24 kostuumontwerpen.,Detailbeschrijving,Nederlands
356092e8-285e-56f9-85d3-8268e437455b,Descriptions,1,Op de achterkant van het blad is er een voorontwerp in potlood  met afmetingen.,Detailbeschrijving,Nederlands
05074748-061c-58bd-a419-c48de97af16f,Descriptions,1,"Voorstudie voor affiche. Gedrukte affiche is ook in ons bezit onder inventarisnummers: 211788, 225261/249, 237137/1,2,3. Posterrecordnummer: 2928.",Detailbeschrijving,Nederlands
ec029d5b-ba14-53fb-b026-def7a86b39b9,Descriptions,1,Op de achterkant van het blad is er een voorontwerp in potlood  met afmetingen.,Detailbeschrijving,Nederlands
59028086-2451-5966-b5b7-c5ac230afad5,Descriptions,1,Drie voorstudies voor dezelfde affiche. Gedrukte affiche is ook in ons bezit onder inventarisnummer: 59956 en 225045/151 en posterrecordnummer: 8374.,Detailbeschrijving,Nederlands
80844a2e-61ae-5ef6-ae22-c68180241ff2,Descriptions,1,Op de achterkant van het blad is er een schets in potlood voor een kostuumontwerp.,Detailbeschrijving,Nederlands
d6b22071-cdb1-57b0-982d-ec06acb5dca9,Descriptions,1,"Het personage Bretschneider, geheimpolitie werd  door de acteur Lode van Beek vertolkt.",Detailbeschrijving,Nederlands
9d64e014-57f1-5288-af8d-e4becab847d3,Descriptions,1,"Het aquarel werd door de kunstenaar zelf voorzien van een Passe-partout (220639/1b) en verankerd door middel van schilderstape. De passe-partout werd losgemaakt van het aquarel, om op termijn, beschadiging door inwerken van de lijm te voorkomen.",Detailbeschrijving,Nederlands
0d1e2d29-7197-5321-945c-018f2097087f,Descriptions,1,"De rol van Nerissa, de kamerjuffer van Portia, werd door de actrice Ketty van de Poel vertolkt.",Detailbeschrijving,Nederlands
3bb75f52-3378-595a-a8fe-fc831cb0e25d,Descriptions,1,Vermoedelijke een jeugdwerk.,Detailbeschrijving,Nederlands
00c83b2d-af37-5829-b5bd-00c81e69deec,Descriptions,1,"Charles Quint (Keyser Karel) werd gespeeld door de acteur Jo Dua , van """"De Studio van het Nationaal Toneel",Detailbeschrijving,Nederlands
c12d5c03-d5f3-5166-854a-a882b6466a70,Descriptions,1,Op de achterkant van het blad is een lijntekening in potlood van een mannelijk personage met de benaming gastheer.,Detailbeschrijving,Nederlands
1d9eb61d-41c8-5f38-9d49-09f5b5b4aa72,Descriptions,1,Tekening op postkaart(aan Flor Alpaerts) met tekst op achterzijde.,Detailbeschrijving,Nederlands
eafb6548-707d-54f2-8e89-fd36ce009b98,Descriptions,1,Vermoedelijk jeugdwerk.,Detailbeschrijving,Nederlands
22ee8826-ff80-52cc-aa8e-db89439de95a,Descriptions,1,Op de achterkant van het blad is een reeks schetsen voor andere muziek voorstellingen. (Iconografie 9052i),Detailbeschrijving,Nederlands
a672e900-3637-5e29-94f4-dbabf55a30bf,Descriptions,1,Links boven in de tekening: _AUTO-TOURS_,Detailbeschrijving,Nederlands
28629f89-b3c1-5e3e-8522-27aee1ce0edf,Descriptions,1,Waterverf schets met enkele potloodlijnen.,Detailbeschrijving,Nederlands
201f8542-8b9b-5dbd-8d10-d529415c1d10,Descriptions,1,Tekening op postkaart.,Detailbeschrijving,Nederlands
59c82674-92dc-56f8-bfa0-d83a226450f2,Descriptions,1,"De rol van Jessica, dochter van Shylock, werd door de actrice Julienne de Bruyn vertolkt.",Detailbeschrijving,Nederlands
adfaa211-c92c-58d7-8f8b-cd0a2283573a,Descriptions,1,Waterverf schets met enkele potloodlijnen.,Detailbeschrijving,Nederlands
f7d4daea-7676-5d9d-a9e7-931c8b75eff3,Descriptions,1,"Het personage Baranyi, secretaris van een conservenfabriek, werd  door de acteur Jos Mahu vertolkt.",Detailbeschrijving,Nederlands
95d2f088-9016-5977-a73f-965fefdcf45e,Descriptions,1,"Valet de scène II werd gespeeld door de actrice Mimi Peetermans , van """"De Studio van het Nationaal Toneel",Detailbeschrijving,Nederlands
5f6a8491-f85b-593e-912a-e7b31d42606d,Descriptions,1,Ovaal,Detailbeschrijving,Nederlands
82a2f720-2e4a-5eef-ab4d-d47974b9fae6,Descriptions,1,"Omslagontwerp van *Guldentop*, geschreven door Marie Gevers.",Beschrijving,Nederlands
76aa1f89-1832-5dae-83da-2d8689f6bf52,Descriptions,1,"Omslagontwerp van *De glimlach van den fakir*, geschreven door Jos Vermetten.",Beschrijving,Nederlands
e93f8957-6df4-5013-a61e-08682f331835,Descriptions,1,"Omslagontwerp van *De Weduwe Becker*, geschreven door Maurice Roelants.",Beschrijving,Nederlands
6bd0e668-01b9-5c19-ae28-f9528ed9f9e9,Descriptions,1,"Paneel maakt deel uit van een kast toebehorende aan Frans Gittens. Deze kast
heeft drie panelen van J. Venckens, voorstellende:

- man met hellebaard

- missaalverkoopster

- historisch tafereel",Detailbeschrijving,Nederlands
