ResourceID,card,order,Dimension Value,Dimension Type,Dimension Measurement Unit
397cdc4d-1877-5ff1-aea4-d5699678eec6,Dimensions,1,"14,0",Width of work,Centimetres
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,Dimensions,1,"40,0",Height of work,Centimetres
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,Dimensions,1,"30,5",Width of work,Centimetres
da23c11e-76c1-5d41-bc0d-4654a90f4146,Dimensions,1,"15,0",Height of work,Centimetres
da23c11e-76c1-5d41-bc0d-4654a90f4146,Dimensions,1,"17,0",Width of work,Centimetres
977c1be7-d310-596c-adf3-46f76e4317a7,Dimensions,1,"53,3",Height with border,Centimetres
977c1be7-d310-596c-adf3-46f76e4317a7,Dimensions,1,"43,2",Width with border,Centimetres
977c1be7-d310-596c-adf3-46f76e4317a7,Dimensions,1,"51,2",Height of work,Centimetres
977c1be7-d310-596c-adf3-46f76e4317a7,Dimensions,1,"41,0",Width of work,Centimetres
9c28a607-05e3-5d17-bea8-9dba2f73b252,Dimensions,1,"32,5",Height of work,Centimetres
9c28a607-05e3-5d17-bea8-9dba2f73b252,Dimensions,1,"25,0",Width of work,Centimetres
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,Dimensions,1,"14,1",Height of work,Centimetres
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,Dimensions,1,"9,1",Width of work,Centimetres
9b000f80-5b64-5386-992c-edf855837ac7,Dimensions,1,"35,0",Height of work,Centimetres
9b000f80-5b64-5386-992c-edf855837ac7,Dimensions,1,"25,0",Width of work,Centimetres
9abd95fd-1030-5479-8146-b6d6efc1c2ad,Dimensions,1,"36,0",Height of work,Centimetres
9abd95fd-1030-5479-8146-b6d6efc1c2ad,Dimensions,1,"18,0",Width of work,Centimetres
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,Dimensions,1,"50,0",Height of work,Centimetres
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,Dimensions,1,"30,5",Width of work,Centimetres
8b0c07b1-b052-570b-bca7-98f8d7fba377,Dimensions,1,"35,8",Height of work,Centimetres
8b0c07b1-b052-570b-bca7-98f8d7fba377,Dimensions,1,"27,0",Width of work,Centimetres
d26759cd-338b-529c-b7b2-93481776dced,Dimensions,1,"35,0",Height of work,Centimetres
d26759cd-338b-529c-b7b2-93481776dced,Dimensions,1,"25,0",Width of work,Centimetres
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,Dimensions,1,"35,3",Height of work,Centimetres
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,Dimensions,1,"17,8",Width of work,Centimetres
5c1e09e9-31d5-570e-9050-94a70b3f39d9,Dimensions,1,"22,5",Height of work,Centimetres
5c1e09e9-31d5-570e-9050-94a70b3f39d9,Dimensions,1,"16,5",Width of work,Centimetres
1beea900-3308-5a4d-9492-8a60f728f42d,Dimensions,1,"63,0",Height of work,Centimetres
1beea900-3308-5a4d-9492-8a60f728f42d,Dimensions,1,"49,0",Width of work,Centimetres
3e4916c8-11e1-57a6-b7f5-adcd826f7bae,Dimensions,1,"97,0",Height with frame,Centimetres
3e4916c8-11e1-57a6-b7f5-adcd826f7bae,Dimensions,1,"66,5",Width with frame,Centimetres
3e4916c8-11e1-57a6-b7f5-adcd826f7bae,Dimensions,1,"90,0",Height of work,Centimetres
3e4916c8-11e1-57a6-b7f5-adcd826f7bae,Dimensions,1,"60,0",Width of work,Centimetres
dcc55afd-62ec-50f4-8a26-7f808b7735ba,Dimensions,1,"25,5",Height with border,Centimetres
dcc55afd-62ec-50f4-8a26-7f808b7735ba,Dimensions,1,"18,0",Width with border,Centimetres
dcc55afd-62ec-50f4-8a26-7f808b7735ba,Dimensions,1,"23,0",Height of work,Centimetres
dcc55afd-62ec-50f4-8a26-7f808b7735ba,Dimensions,1,"14,0",Width of work,Centimetres
5e937a35-f83b-5d43-9f13-29afb0ff6951,Dimensions,1,"16,3",Height of work,Centimetres
5e937a35-f83b-5d43-9f13-29afb0ff6951,Dimensions,1,"30,0",Width of work,Centimetres
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,Dimensions,1,"45,5",Height with border,Centimetres
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,Dimensions,1,"29,5",Width with border,Centimetres
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,Dimensions,1,"44,5",Height of work,Centimetres
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,Dimensions,1,"29,0",Width of work,Centimetres
52738c98-5867-5d59-906c-9ba1046e26c3,Dimensions,1,"24,0",Height of work,Centimetres
52738c98-5867-5d59-906c-9ba1046e26c3,Dimensions,1,"36,0",Width of work,Centimetres
54b8899f-fe69-58b3-bf28-58ce7abca638,Dimensions,1,"35,0",Height with border,Centimetres
54b8899f-fe69-58b3-bf28-58ce7abca638,Dimensions,1,"25,0",Width with border,Centimetres
54b8899f-fe69-58b3-bf28-58ce7abca638,Dimensions,1,"21,5",Height of work,Centimetres
54b8899f-fe69-58b3-bf28-58ce7abca638,Dimensions,1,"7,5",Width of work,Centimetres
06c48f40-7010-5f14-bbd5-02802f6b0a5a,Dimensions,1,"40,0",Height of work,Centimetres
06c48f40-7010-5f14-bbd5-02802f6b0a5a,Dimensions,1,"30,5",Width of work,Centimetres
0cccfe13-5966-514f-988a-6d35cc081d04,Dimensions,1,"21,0",Height of work,Centimetres
0cccfe13-5966-514f-988a-6d35cc081d04,Dimensions,1,"16,5",Width of work,Centimetres
e833935d-27a6-5ffc-a736-109781e1f502,Dimensions,1,"26,5",Height of work,Centimetres
e833935d-27a6-5ffc-a736-109781e1f502,Dimensions,1,"16,5",Width of work,Centimetres
7441af4b-7744-54fb-a0f6-4036bed9cba9,Dimensions,1,"45,5",Height with border,Centimetres
7441af4b-7744-54fb-a0f6-4036bed9cba9,Dimensions,1,"29,5",Width with border,Centimetres
7441af4b-7744-54fb-a0f6-4036bed9cba9,Dimensions,1,"41,0",Height of work,Centimetres
7441af4b-7744-54fb-a0f6-4036bed9cba9,Dimensions,1,"25,5",Width of work,Centimetres
b1ce90f6-e392-5335-b3bd-669a5c58aee7,Dimensions,1,"25,0",Height of work,Centimetres
b1ce90f6-e392-5335-b3bd-669a5c58aee7,Dimensions,1,"14,5",Width of work,Centimetres
bf88cfb6-f431-5418-a71f-a37074a5f5f7,Dimensions,1,"36,0",Height of work,Centimetres
bf88cfb6-f431-5418-a71f-a37074a5f5f7,Dimensions,1,"28,0",Width of work,Centimetres
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,Dimensions,1,"30,8",Height with border,Centimetres
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,Dimensions,1,"44,0",Width with border,Centimetres
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,Dimensions,1,"29,0",Height of work,Centimetres
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,Dimensions,1,"41,0",Width of work,Centimetres
01582bee-3c39-5ada-b2be-121bcba0b779,Dimensions,1,"51,0",Height with frame,Centimetres
01582bee-3c39-5ada-b2be-121bcba0b779,Dimensions,1,"51,0",Width with frame,Centimetres
01582bee-3c39-5ada-b2be-121bcba0b779,Dimensions,1,"49,0",Height with border,Centimetres
01582bee-3c39-5ada-b2be-121bcba0b779,Dimensions,1,"49,0",Width with border,Centimetres
01582bee-3c39-5ada-b2be-121bcba0b779,Dimensions,1,"30,0",Height of work,Centimetres
01582bee-3c39-5ada-b2be-121bcba0b779,Dimensions,1,"25,0",Width of work,Centimetres
407075f2-7ac8-5743-bab0-7bab26c3df34,Dimensions,1,"155,0",Height of work,Centimetres
407075f2-7ac8-5743-bab0-7bab26c3df34,Dimensions,1,"158,0",Width of work,Centimetres
8a64f85a-b500-58e5-a6dc-81d241f27c55,Dimensions,1,"35,3",Height of work,Centimetres
8a64f85a-b500-58e5-a6dc-81d241f27c55,Dimensions,1,"17,8",Width of work,Centimetres
031ba763-243a-5ac6-bba2-8faeaee6f14c,Dimensions,1,"46,3",Height of work,Centimetres
031ba763-243a-5ac6-bba2-8faeaee6f14c,Dimensions,1,"29,5",Width of work,Centimetres
45bc62d6-8ccc-59a4-815b-f85cab9157de,Dimensions,1,"32,5",Height of work,Centimetres
45bc62d6-8ccc-59a4-815b-f85cab9157de,Dimensions,1,"25,0",Width of work,Centimetres
4f45914f-0cd5-5f4a-82f7-c9acab67429c,Dimensions,1,"11,9",Height of work,Centimetres
4f45914f-0cd5-5f4a-82f7-c9acab67429c,Dimensions,1,"20,0",Width of work,Centimetres
2ad859d6-bab7-5567-b91f-09421db89323,Dimensions,1,"25,0",Height of work,Centimetres
2ad859d6-bab7-5567-b91f-09421db89323,Dimensions,1,"21,0",Width of work,Centimetres
a862b183-d8e5-5889-a8b6-545a5951bf1d,Dimensions,1,"35,0",Height of work,Centimetres
a862b183-d8e5-5889-a8b6-545a5951bf1d,Dimensions,1,"21,5",Width of work,Centimetres
a2a341c3-e2ce-5391-90b5-c592faf6680e,Dimensions,1,"26,0",Height of work,Centimetres
a2a341c3-e2ce-5391-90b5-c592faf6680e,Dimensions,1,"32,5",Width of work,Centimetres
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,Dimensions,1,"32,5",Height of work,Centimetres
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,Dimensions,1,"25,0",Width of work,Centimetres
00e0fbdd-4572-51d8-b853-f22d4051ec6e,Dimensions,1,"27,0",Height with border,Centimetres
00e0fbdd-4572-51d8-b853-f22d4051ec6e,Dimensions,1,"36,0",Width with border,Centimetres
00e0fbdd-4572-51d8-b853-f22d4051ec6e,Dimensions,1,"15,5",Height of work,Centimetres
00e0fbdd-4572-51d8-b853-f22d4051ec6e,Dimensions,1,"21,5",Width of work,Centimetres
4402b862-8185-50ce-a227-ce7e540c8105,Dimensions,1,"35,5",Height of work,Centimetres
4402b862-8185-50ce-a227-ce7e540c8105,Dimensions,1,"18,0",Width of work,Centimetres
47bf8d11-d5db-5792-acd2-fa9915b9b2ef,Dimensions,1,"25,0",Height of work,Centimetres
47bf8d11-d5db-5792-acd2-fa9915b9b2ef,Dimensions,1,"17,5",Width of work,Centimetres
0582cb82-8673-5f25-bd9f-584a0c57386f,Dimensions,1,"36,0",Height of work,Centimetres
0582cb82-8673-5f25-bd9f-584a0c57386f,Dimensions,1,"28,0",Width of work,Centimetres
d9193347-1e9b-5a41-90fb-c85a862668a8,Dimensions,1,"40,0",Height of work,Centimetres
d9193347-1e9b-5a41-90fb-c85a862668a8,Dimensions,1,"30,5",Width of work,Centimetres
522c53e9-263a-5c6b-8b47-5128f198b1de,Dimensions,1,"32,5",Height with border,Centimetres
522c53e9-263a-5c6b-8b47-5128f198b1de,Dimensions,1,"24,5",Width with border,Centimetres
522c53e9-263a-5c6b-8b47-5128f198b1de,Dimensions,1,"28,0",Height of work,Centimetres
522c53e9-263a-5c6b-8b47-5128f198b1de,Dimensions,1,"16,0",Width of work,Centimetres
38a00c02-f0d7-5265-8a98-002a2d3fc11d,Dimensions,1,"17,2",Height of work,Centimetres
38a00c02-f0d7-5265-8a98-002a2d3fc11d,Dimensions,1,"12,2",Width of work,Centimetres
b71db4b7-0e93-5438-8cee-966fd1130158,Dimensions,1,"7,1",Height with frame,Centimetres
b71db4b7-0e93-5438-8cee-966fd1130158,Dimensions,1,"11,5",Width with frame,Centimetres
b71db4b7-0e93-5438-8cee-966fd1130158,Dimensions,1,"14,6",Height of work,Centimetres
b71db4b7-0e93-5438-8cee-966fd1130158,Dimensions,1,"19,0",Width of work,Centimetres
67cc776d-eded-52ef-9013-f8d16406c585,Dimensions,1,"32,3",Height of work,Centimetres
67cc776d-eded-52ef-9013-f8d16406c585,Dimensions,1,"24,3",Width of work,Centimetres
10089a08-cd5d-53fc-ae98-dad45dba721f,Dimensions,1,"40,5",Height of work,Centimetres
10089a08-cd5d-53fc-ae98-dad45dba721f,Dimensions,1,"33,0",Width of work,Centimetres
735a394a-dd03-5cd0-b1e8-50b90936b68c,Dimensions,1,"23,7",Height of work,Centimetres
735a394a-dd03-5cd0-b1e8-50b90936b68c,Dimensions,1,"31,0",Width of work,Centimetres
0f633b29-fd17-5e80-9cf5-a0d271042edf,Dimensions,1,"25,2",Height of work,Centimetres
0f633b29-fd17-5e80-9cf5-a0d271042edf,Dimensions,1,"33,0",Width of work,Centimetres
4b5f5db5-2980-5218-bad4-6157a2478f9b,Dimensions,1,"31,0",Height of work,Centimetres
4b5f5db5-2980-5218-bad4-6157a2478f9b,Dimensions,1,"12,7",Width of work,Centimetres
f52547bc-ebcc-5b6a-983a-5182fc56891c,Dimensions,1,"28,0",Height of work,Centimetres
f52547bc-ebcc-5b6a-983a-5182fc56891c,Dimensions,1,"33,2",Width of work,Centimetres
e8715f8e-49b4-5b10-b814-f99d31b7b461,Dimensions,1,"37,0",Height of work,Centimetres
e8715f8e-49b4-5b10-b814-f99d31b7b461,Dimensions,1,"36,0",Width of work,Centimetres
fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,Dimensions,1,"40,5",Height of work,Centimetres
fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,Dimensions,1,"33,0",Width of work,Centimetres
cc0bf213-92e5-52af-a983-50c2cccd5464,Dimensions,1,"30,2",Height of work,Centimetres
cc0bf213-92e5-52af-a983-50c2cccd5464,Dimensions,1,"38,8",Width of work,Centimetres
b8ea5fbc-ef22-518d-b0f1-49279177881f,Dimensions,1,"35,0",Height with border,Centimetres
b8ea5fbc-ef22-518d-b0f1-49279177881f,Dimensions,1,"25,0",Width with border,Centimetres
b8ea5fbc-ef22-518d-b0f1-49279177881f,Dimensions,1,"24,0",Height of work,Centimetres
b8ea5fbc-ef22-518d-b0f1-49279177881f,Dimensions,1,"13,5",Width of work,Centimetres
2f569b35-9fbc-528d-922e-135ba9b7ba8d,Dimensions,1,"38,0",Height of work,Centimetres
2f569b35-9fbc-528d-922e-135ba9b7ba8d,Dimensions,1,"55,0",Width of work,Centimetres
25edab14-c8f7-5c2c-95df-f46300929ace,Dimensions,1,"36,0",Height with border,Centimetres
25edab14-c8f7-5c2c-95df-f46300929ace,Dimensions,1,"26,0",Width with border,Centimetres
25edab14-c8f7-5c2c-95df-f46300929ace,Dimensions,1,"8,5",Height of work,Centimetres
25edab14-c8f7-5c2c-95df-f46300929ace,Dimensions,1,"15,0",Width of work,Centimetres
a9823bd0-44f5-52b0-ab1d-9472b05fa644,Dimensions,1,"32,5",Height with border,Centimetres
a9823bd0-44f5-52b0-ab1d-9472b05fa644,Dimensions,1,"25,0",Width with border,Centimetres
a9823bd0-44f5-52b0-ab1d-9472b05fa644,Dimensions,1,"29,0",Height of work,Centimetres
a9823bd0-44f5-52b0-ab1d-9472b05fa644,Dimensions,1,"20,0",Width of work,Centimetres
546b9481-aa6b-59c7-bc5b-a340bb13d42d,Dimensions,1,"17,6",Height of work,Centimetres
546b9481-aa6b-59c7-bc5b-a340bb13d42d,Dimensions,1,"22,0",Width of work,Centimetres
7a65585b-4499-59a9-8d3d-b33a0a3e3048,Dimensions,1,"16,5",Height of work,Centimetres
7a65585b-4499-59a9-8d3d-b33a0a3e3048,Dimensions,1,"30,1",Width of work,Centimetres
b4aef652-88e9-5147-9e48-dc9af836824f,Dimensions,1,"33,3",Height with frame,Centimetres
b4aef652-88e9-5147-9e48-dc9af836824f,Dimensions,1,"95,0",Width with frame,Centimetres
b4aef652-88e9-5147-9e48-dc9af836824f,Dimensions,1,"22,8",Height of work,Centimetres
b4aef652-88e9-5147-9e48-dc9af836824f,Dimensions,1,"30,5",Width of work,Centimetres
712aa656-f276-5bdd-8681-9d2edab83871,Dimensions,1,"27,5",Height of work,Centimetres
712aa656-f276-5bdd-8681-9d2edab83871,Dimensions,1,"36,0",Width of work,Centimetres
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,Dimensions,1,"35,0",Height with border,Centimetres
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,Dimensions,1,"25,0",Width with border,Centimetres
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,Dimensions,1,"29,5",Height of work,Centimetres
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,Dimensions,1,"17,0",Width of work,Centimetres
a36e92c5-0f8a-5561-ba97-6654acbb820f,Dimensions,1,"32,5",Height of work,Centimetres
a36e92c5-0f8a-5561-ba97-6654acbb820f,Dimensions,1,"27,5",Width of work,Centimetres
69ea3836-b1a2-53be-9eb0-d11034ec422f,Dimensions,1,"36,0",Height with border,Centimetres
69ea3836-b1a2-53be-9eb0-d11034ec422f,Dimensions,1,"26,0",Width with border,Centimetres
69ea3836-b1a2-53be-9eb0-d11034ec422f,Dimensions,1,"9,0",Height of work,Centimetres
69ea3836-b1a2-53be-9eb0-d11034ec422f,Dimensions,1,"15,0",Width of work,Centimetres
41b98cdd-3991-5d41-b1b6-0d8e86ec28b1,Dimensions,1,"20,2",Height of work,Centimetres
41b98cdd-3991-5d41-b1b6-0d8e86ec28b1,Dimensions,1,"28,4",Width of work,Centimetres
6054f13c-ad14-5163-8f30-a0e324ae892b,Dimensions,1,"32,5",Height with border,Centimetres
6054f13c-ad14-5163-8f30-a0e324ae892b,Dimensions,1,"25,0",Width with border,Centimetres
6054f13c-ad14-5163-8f30-a0e324ae892b,Dimensions,1,"29,0",Height of work,Centimetres
6054f13c-ad14-5163-8f30-a0e324ae892b,Dimensions,1,"20,0",Width of work,Centimetres
0214fbdf-6684-5a9f-9305-d3d03e7ed43f,Dimensions,1,"17,6",Height of work,Centimetres
0214fbdf-6684-5a9f-9305-d3d03e7ed43f,Dimensions,1,"22,0",Width of work,Centimetres
d353168e-e8e7-5cda-945e-b06c7b2b4a26,Dimensions,1,"34,3",Height of work,Centimetres
d353168e-e8e7-5cda-945e-b06c7b2b4a26,Dimensions,1,"38,8",Width of work,Centimetres
40d447db-e4f1-519f-8f54-81cffc776631,Dimensions,1,"33,5",Height of work,Centimetres
40d447db-e4f1-519f-8f54-81cffc776631,Dimensions,1,"21,5",Width of work,Centimetres
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,Dimensions,1,"22,3",Height with border,Centimetres
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,Dimensions,1,"14,8",Width with border,Centimetres
df3cf8c4-8782-5dae-96a1-8ba31d234e91,Dimensions,1,"40,5",Height of work,Centimetres
df3cf8c4-8782-5dae-96a1-8ba31d234e91,Dimensions,1,"33,0",Width of work,Centimetres
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,Dimensions,1,"23,7",Height of work,Centimetres
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,Dimensions,1,"31,0",Width of work,Centimetres
368a9b70-d698-5a26-b004-aa52a7f4f787,Dimensions,1,"29,9",Height of work,Centimetres
368a9b70-d698-5a26-b004-aa52a7f4f787,Dimensions,1,"20,9",Width of work,Centimetres
051851a8-de19-5fae-8d1e-fded9d099cda,Dimensions,1,"20,0",Height of work,Centimetres
051851a8-de19-5fae-8d1e-fded9d099cda,Dimensions,1,"12,7",Width of work,Centimetres
16a9eb62-6a5c-534c-bd97-c9856db68280,Dimensions,1,"30,5",Height with frame,Centimetres
16a9eb62-6a5c-534c-bd97-c9856db68280,Dimensions,1,"18,0",Width with frame,Centimetres
16a9eb62-6a5c-534c-bd97-c9856db68280,Dimensions,1,"17,0",Height of work,Centimetres
16a9eb62-6a5c-534c-bd97-c9856db68280,Dimensions,1,"12,2",Width of work,Centimetres
79592f66-3e85-59b6-86ea-d1a7d0ff4338,Dimensions,1,"22,5",Height of work,Centimetres
79592f66-3e85-59b6-86ea-d1a7d0ff4338,Dimensions,1,"16,5",Width of work,Centimetres
441fd62b-f45d-589b-b967-e6058f13c382,Dimensions,1,"12,8",Height of work,Centimetres
441fd62b-f45d-589b-b967-e6058f13c382,Dimensions,1,"31,0",Width of work,Centimetres
007c9074-f043-5cce-bfed-bb701cfd548c,Dimensions,1,"40,5",Height of work,Centimetres
007c9074-f043-5cce-bfed-bb701cfd548c,Dimensions,1,"33,0",Width of work,Centimetres
bdabe72c-eb4d-5c91-afa6-73cf63a7d13f,Dimensions,1,"26,5",Height of work,Centimetres
bdabe72c-eb4d-5c91-afa6-73cf63a7d13f,Dimensions,1,"18,0",Width of work,Centimetres
6ca9d290-2da1-5252-8516-d622dfc72cc1,Dimensions,1,"35,1",Height of work,Centimetres
6ca9d290-2da1-5252-8516-d622dfc72cc1,Dimensions,1,"26,5",Width of work,Centimetres
0fdc281e-9752-5f57-9f62-56bfdcfe24a9,Dimensions,1,"15,0",Height of work,Centimetres
0fdc281e-9752-5f57-9f62-56bfdcfe24a9,Dimensions,1,"36,0",Width of work,Centimetres
05c52c61-a548-5f23-8a06-316fd4a837b1,Dimensions,1,"40,0",Height of work,Centimetres
05c52c61-a548-5f23-8a06-316fd4a837b1,Dimensions,1,"30,5",Width of work,Centimetres
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,Dimensions,1,"32,5",Height with border,Centimetres
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,Dimensions,1,"24,5",Width with border,Centimetres
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,Dimensions,1,"28,5",Height of work,Centimetres
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,Dimensions,1,"13,5",Width of work,Centimetres
e815e902-eae4-56f8-96c8-75581a34e074,Dimensions,1,"35,5",Height of work,Centimetres
e815e902-eae4-56f8-96c8-75581a34e074,Dimensions,1,"18,0",Width of work,Centimetres
501b238f-d4fd-540b-871e-58aa7f3ab6d9,Dimensions,1,"32,5",Height with border,Centimetres
501b238f-d4fd-540b-871e-58aa7f3ab6d9,Dimensions,1,"50,0",Width with border,Centimetres
