ResourceID,card,order,Description,Description Type,Description Language
a4c17d5e-5855-563b-b2b0-a36249938212,Descriptions,1,"van den Broeck Désiré, met viool in de hand.",Beschrijving,Nederlands
8b88944e-bfa9-5105-aa29-a3888d45a63e,Descriptions,1,"Achilles Mussche, Henriette Roland Holst met verpleegster",Beschrijving,Nederlands
c089ea6c-0779-5a66-9db6-4dd2be3682d3,Descriptions,1,"Nieuw Ensemble Raamteater: """" August """" van Pavel Kohout; scenefoto.",Beschrijving,Nederlands
9d750fc3-d4c4-5822-b261-0e9b57befd17,Descriptions,1,René Milio buigt voor het publiek tijdens een optreden van het 'Kultuur' koor.,Beschrijving,Nederlands
21b4c90c-5ae3-5088-b88f-23bacbe8fa71,Descriptions,1,Herwig Hensen uiterst rechts. Flor Mielands = Vader,Beschrijving,Nederlands
8ca2013d-d6b2-5ced-a5bb-cb0256e722b1,Descriptions,1,"Toneel S.O.L.:

Een meisje, met pet op, in het stuk """"Domme Hannes"""", door Jan Peeters.",Beschrijving,Nederlands
5d0bb0ee-f08a-54a1-9261-11aea3ac27f0,Descriptions,1,"Jan Eelen, portret.",Beschrijving,Nederlands
97e1dff9-866f-5746-816d-914cdc0b19da,Descriptions,1,Aurélie Nemours tijdens de tentoonstelling van 'Wizo' in oktober 1975,Beschrijving,Nederlands
cd181cad-5222-5c13-8190-318f21298963,Descriptions,1,"Ann Petersen, Portret, met hand aan haar kaak.",Beschrijving,Nederlands
f3d93139-34b5-5052-b813-0d316c55c2aa,Descriptions,1,Oscar van der Hallen.,Beschrijving,Nederlands
09e646b3-13c3-554e-9ee9-3b6575cdb877,Descriptions,1,Villa in Knokke,Beschrijving,Nederlands
fcfeb626-f3da-5939-b09e-88aa1110811d,Descriptions,1,"Inhuldiging van het beeld """"Sint Willebrordus"""" van Albert Poels.",Beschrijving,Nederlands
8897571d-1c70-5f9e-ba4a-4abe981dbd8a,Descriptions,1,De Kempen; een open schuur te Wechelderzande.,Beschrijving,Nederlands
a7c6a91a-1d11-5552-a190-eb17d7d57e55,Descriptions,1,"Staf Knop, portret, aan zijn schrijfmachine, borststuk.",Beschrijving,Nederlands
ffe4eee3-3d6e-5685-932e-5813da029e26,Descriptions,1,Dirk Vansina zit met Fons Fraeters in de tuin achter een tafeltje.,Beschrijving,Nederlands
90192338-7b0a-5c15-b5bc-8691b296e7f4,Descriptions,1,"Filmscène van een man met witte baard gekleed in een 'exotische' klederdracht die twee borden vasthoud met daarop 12 eerste Romeinse cijfers. Een scène, vermoedelijk uit 'Hollywood speaking' (1959) een parodie op Hollywood.",Beschrijving,Nederlands
cd663574-8f69-57b9-95ee-1da7ae727d93,Descriptions,1,"Lode Baekelmans op 80-jarige leeftijd, hoofd.",Beschrijving,Nederlands
58aa95b1-4d5e-527e-ab37-06c3b45e4651,Descriptions,1,Voorstelling dichtbundel 'De tuin van Cathérine' van Jo Gisekin in het Archief en Museum voor het Vlaamse Cultuurleven. Leentje Vandenmeulenbroecke signeert.,Beschrijving,Nederlands
8bf06cc4-4b58-5fe9-9a29-608141d9915b,Descriptions,1,Begrafenis van Jan Alfried de Laet,Beschrijving,Nederlands
a89bf226-0b74-5eb8-a244-23a0e80e7ef3,Descriptions,1,Frans Verschoren neemt afscheid van Stijn Streuvels en zijn echtgenote Alida Lateur. Ten voeten uit.,Beschrijving,Nederlands
92e5e3e3-5425-5684-a19a-d57135de6a1c,Descriptions,1,Kasteel Duurstede (Nederland). Genealogie van Maurice Gilliams (Sucquet).,Beschrijving,Nederlands
208b35b9-4ab1-59f5-a5ba-70f1d29341dc,Descriptions,1,Denise Geirlandt en Chris Straetling met de documenta-zwaan voor het Fridricaneum op weg naar de rivier.,Beschrijving,Nederlands
cd323fc3-3253-58fc-bfca-36b00b7cd7e0,Descriptions,1,"Alfons Van Beurden , in gezelschap.",Beschrijving,Nederlands
5e279465-fa41-5564-9fb0-f1809577cedd,Descriptions,1,Hubert Lampo en Lucia Lampo,Beschrijving,Nederlands
80b7ec5c-0e63-5314-baf0-d70dcc94a31c,Descriptions,1,"Marcel Matthijs, portret, hoofd naar rechts gericht.",Beschrijving,Nederlands
8b2325bb-756c-55e0-8351-2c2815024bb8,Descriptions,1,Felix Timmermans (midden) bij de opening van de tentoonstelling van zijn tekeningen in het Museum van de Vlaamsche Letterkunde te Antwerpen.,Beschrijving,Nederlands
1f837051-5067-5b6a-bb0b-e4996e6746c5,Descriptions,1,Charles de Cort. Een verwante van Frans de Cort.,Beschrijving,Nederlands
bbc918e2-8051-501a-a5e1-3c1509900a7a,Descriptions,1,Jenny van Santvoort in dansbeweging.,Beschrijving,Nederlands
9e769312-3a30-51df-bae0-8d9ef087cfd4,Descriptions,1,"Berthe Seroen als Amalia in """"Het Gemaskerd Bal"""" van Giuseppe Verdi.",Beschrijving,Nederlands
153bc76d-6eb5-562f-aeea-36c181ff8d2e,Descriptions,1,Beschadigingen aan de grote markt te Veurne 1918.,Beschrijving,Nederlands
fc23b4b5-a6f6-521e-b4fa-d5c2799c33d8,Descriptions,1,Begrafenis van Gustave Buschmann.,Beschrijving,Nederlands
b4cfb4e3-aa46-59a2-9495-82a2578d688e,Descriptions,1,Renaat de Vos. Zittend in de zetel.,Beschrijving,Nederlands
4ddb0376-17f4-555d-8891-9d31096c9128,Descriptions,1,"Eigen woning Flor van Reeth, Boekenberglei te Deurne, in opbouw (naast woning Everaerts).",Beschrijving,Nederlands
bb558c5e-34ff-5ee4-a974-a90f0a0ff88b,Descriptions,1,"Maria Liekens, borststuk. Bevrijd te München 1945.",Beschrijving,Nederlands
8d42ea0f-eb50-50e0-b5bc-4d57f4f061be,Descriptions,1,"Pieter de Prins; portret, close-up met hoed op.",Beschrijving,Nederlands
8ac79404-a9b3-5af2-bf87-94d89d9ec5c1,Descriptions,1,Groepsfoto,Beschrijving,Nederlands
32d71454-b9a5-502d-9e03-cb851c6bbdb2,Descriptions,1,"Marguerite Fauconnier, zittend aan tafel.",Beschrijving,Nederlands
68985793-4ae6-58ae-8cd8-b826574e43d4,Descriptions,1,"Borstbeeld van Karel Bulsin de K.V.S.

V.l.n.r.: Professor Foncke, burgemeester Cooremans en De Ruyter, directeur van
de K.V.S.",Beschrijving,Nederlands
fcf740c5-31f6-5961-8945-f73450c1455f,Descriptions,1,Jacob Frans Johan Heremans.,Beschrijving,Nederlands
0e89a1f7-f5f7-56fa-b317-4acdada712a9,Descriptions,1,De Franse cultuurminister Jack Lang (rechts) in gesprek met Karel Poma (midden) en Burgemeester Bob Cools.,Beschrijving,Nederlands
65800d28-f952-5d44-8c4f-6e3d2f1cbd21,Descriptions,1,"Karel van de Woestijne, hoofd gebeeldhouwd door J. Anteunis.",Beschrijving,Nederlands
8534c1ca-2888-563d-a353-f0253f0269d6,Descriptions,1,Elsa Van Hagendoren.,Beschrijving,Nederlands
3281753e-11aa-5a5f-8d7c-50667a5859a2,Descriptions,1,Jan Emiel Daele met Anne-Marie.,Beschrijving,Nederlands
62ccb6fb-6a9b-5dac-bc49-abb29d259111,Descriptions,1,Albert Poels; portret met deel van een van zijn beelden op de achtergrond.,Beschrijving,Nederlands
6ec1da2d-4583-5293-88f1-c76437d1548b,Descriptions,1,Lode Baekelmans in Kapellenbos.,Beschrijving,Nederlands
cd09d4c3-25af-5561-8762-26e4c371535d,Descriptions,1,Filmstill uit de kortfilm 'Flash back'(1952) die Herman Wuyts regisseerde.,Beschrijving,Nederlands
470507dc-cda9-5b01-8f80-4e9a2e0a9c83,Descriptions,1,Grafplaatje gevonden door Jotie T' Hooft. T'Hooft zou de naam Charles Louis d'Haene gebruiken als schuilnaam voor publicaties en literaire optredens.,Beschrijving,Nederlands
d8e8fc3b-dc5f-5443-be6d-1fec5885a2ee,Descriptions,1,Presentatie van Streuvels' werk tijdens de boekenbeurs.,Beschrijving,Nederlands
2de84226-24be-516e-a22d-a55c654500d2,Descriptions,1,"Koning Leopold III (midden) Doktor Dormal, Napoleon Dupuy, J.M. Crixent, Majoor Perz Terriero en Anibal Riviero tijdens het avondmaal te Santa Rosa.",Beschrijving,Nederlands
53daec95-261a-531b-b983-828befa03b1f,Descriptions,1,"Lode Jansen, sceneportet als monsterachtige figuur.",Beschrijving,Nederlands
f2822252-6a97-530e-b98d-661eb587310e,Descriptions,1,"Maria Elisabeth Belpaire, samen met Louisa Duykers.",Beschrijving,Nederlands
70e4f6f0-5c0c-538b-b8e7-bd1a3119cdf6,Descriptions,1,Guido Gezelle met elleboog op tafel.,Beschrijving,Nederlands
de0ae20c-34a7-53eb-9206-5e74d9aa43e9,Descriptions,1,Dolores Thijs zit aan tafel en geeft een interview in een studio. De twee interviewers zitten tegenover haar. Met de rug naar de camera toe.,Beschrijving,Nederlands
3d21a7af-dc4f-54d8-9b12-07bf6f7c20a7,Descriptions,1,Streuvels bij Huize Iepenburg (Schoten).,Beschrijving,Nederlands
c6797a55-58f6-50a3-9b38-c50f86ad99e5,Descriptions,1,"Pol Mara, portret, zittend naar rechts kijkend, met hooivork op de achtergrond.",Beschrijving,Nederlands
24a70e85-4dbb-5f34-8e87-50d04f256552,Descriptions,1,"Filip De Pillecyn; op zijn sterfbed, in tegenlicht.",Beschrijving,Nederlands
55500cb0-6305-579f-8ff3-8133f9a2745f,Descriptions,1,Tiefland van d'Albert(Barcelona). Anne-Marie Antoine als Martha.,Beschrijving,Nederlands
968d517a-7719-574d-9764-0259bcb53ded,Descriptions,1,"Luc Verbeke, profiel naar rechts. Hoofd en schouders.",Beschrijving,Nederlands
09801a22-f927-590e-b9f5-ac094b363e5f,Descriptions,1,"Toon Brouwers, borststuk, vooraanzicht.",Beschrijving,Nederlands
4839a2c3-f543-5fc8-99cc-c3c7134d5113,Descriptions,1,Co Flower op de luxejacht Femina.,Beschrijving,Nederlands
37ef833c-a8d5-52e8-b45d-6183de426614,Descriptions,1,"Katlijne"""" of """"De ongehuwde moeder"""", toneelstuk van Yvonne Waegemans.

Zittend rechts naast Katlijne, Yvonne Waegemans.",Beschrijving,Nederlands
0f5e122d-d84f-5d7d-b935-df1547c60f46,Descriptions,1,"De kinderen van van Louis Meeus en Clothilde Tysmans in de tuin, groepsfoto.",Beschrijving,Nederlands
4ef702d9-1456-5261-8850-820808169b73,Descriptions,1,"Cyriel Verschaeve en Modestus van Assche, voor de kerk, na de zielenis van Robrecht de Smet.",Beschrijving,Nederlands
ae4a5f03-ffac-595b-812f-646b465de697,Descriptions,1,"Inhuldiging pastoor Basiel de Craene, Merendree, 1938. Basiel de Craene wordt als nieuwe pastoor samen met zijn collega's in een paardenkoets door Merendree gereden.",Beschrijving,Nederlands
413f2ca5-a867-5e5c-b3c6-35ce7205f5da,Descriptions,1,"Leon Elaut, Kranslegging op het graf van F.A.Snellaert (op Campo Santo)

v.l.n.r: Dr. Leon Elaut, Dr. F. Comer, Prof. A. Deprez, Prof. A. van Elslander",Beschrijving,Nederlands
cbff7b50-0d63-52c6-9727-efd7d548820e,Descriptions,1,Alphonse Roersch tijdens de studiedag in het Museum.,Beschrijving,Nederlands
2eb81bfc-5fc0-53e9-b9e0-128ca1d21220,Descriptions,1,"August Borms met Raph English, zoon van Joe English, tijdens de IJzerbedevaart.",Beschrijving,Nederlands
b3fa8b41-9478-5391-b97e-63fc9bef3c02,Descriptions,1,"Willy van Heesvelde in """"Au bouillon Belge",Beschrijving,Nederlands
bcf33c02-ac18-5673-841c-5e04ccb96bd9,Descriptions,1,Jan Peeters; na de lezing van Dhr. Dehenuis tijdens een 'paedagogische week'.,Beschrijving,Nederlands
d96eaf51-56ff-5365-b51f-b7c626dd9708,Descriptions,1,Denise Libregs,Beschrijving,Nederlands
f9a4758e-88ae-50c5-b6c2-6735a9e98cf8,Descriptions,1,Alice van Walleghem. Borststuk.,Beschrijving,Nederlands
f1d38d74-b3cb-5e0d-9d1f-61974558f167,Descriptions,1,"Jan Keustermans, portret, hoofd.",Beschrijving,Nederlands
eacaaa44-c060-57d2-89f1-927ad4e1fafc,Descriptions,1,"Bert de Bels, vooraanzicht, hoofd.",Beschrijving,Nederlands
aa991f06-8947-5c50-9da0-1e2db80bed84,Descriptions,1,Banket van de Vereniging van Vlaamse Letterkundigen.,Beschrijving,Nederlands
8297b535-2278-5fbb-abf5-405486f6f25a,Descriptions,1,Frans Vinck. Borststuk.,Beschrijving,Nederlands
a1b52101-6f2e-5e80-83c3-0875b5440d27,Descriptions,1,"Abdij van St.Andries. Zevenkerken.

Uitzicht van een veranda.",Beschrijving,Nederlands
f847d74e-3c66-5377-bb99-a14611b01a58,Descriptions,1,Groepsfoto van leden van Antwerpen boven.,Beschrijving,Nederlands
07bb1ea9-3a82-5bb9-9644-04093495a319,Descriptions,1,Zuster Dymfna Gezelle (2e van rechts) met groep kinderen.,Beschrijving,Nederlands
9f22706b-2354-589d-80e8-3575eeee9860,Descriptions,1,Cees de Jong staat buiten voor een muur. Hij kijkt naar beneden.,Beschrijving,Nederlands
97385054-6566-54b1-a59f-9b3568b02b7e,Descriptions,1,De Kempen; s'Gravenwezel.,Beschrijving,Nederlands
58dbae78-0cf4-55ea-ab00-887baf89e1c7,Descriptions,1,"Karel H. Goddeeris, in profiel, tijdens een bijeenkomst (ijzerbedevaart?).",Beschrijving,Nederlands
deebc22f-fb5f-540e-aa09-ad9bbc929639,Descriptions,1,"Interieur Lijsternest, speelgoedhond. 


 ",Beschrijving,Nederlands
ab7343c5-3a66-5f03-8682-312cb9341570,Descriptions,1,Oscar Jespers op zijn sofa een boek aan het lezen.,Beschrijving,Nederlands
d7565c2b-39f0-5ce0-b444-1ce69665823f,Descriptions,1,"Arca-Kelderteater:

Twee onbekenden, in """"Het dienluik"""", door Fernando Arrabal, regie: Walter
Eysselinck .",Beschrijving,Nederlands
27ec2153-e30d-5741-aaef-6b5fc440e17d,Descriptions,1,Maurice Gilliams met aan zijn linkerkant mevrouw Rika de Backer en langs zijn rechterzijde Maria de Raeymaekers naar aanleiding van de viering Maurice Gilliams.,Beschrijving,Nederlands
2c3f5e5f-7120-54ed-a941-9a801c424ae4,Descriptions,1,Luc Anthierens zittend voor de open haard,Beschrijving,Nederlands
2a827234-97f9-536c-901d-140927740463,Descriptions,1,"Toneel S.O.L.:

Vijf meisjes, in het stuk """"Domme Hannes"""", door Jan Peeters.",Beschrijving,Nederlands
30a17332-bc2c-59b6-a4f2-1c44811b5ef1,Descriptions,1,"Mejuffrouw en Emma Lebègue, verwanten van Albert Daenens. In de duinen.",Beschrijving,Nederlands
f5d04e61-9e65-5527-9297-38bdf132cb69,Descriptions,1,"Tony-Luc Blickx tijdens de Nationale Openluchttentoonstelling voor Beeldhouwkunst te Anderlecht, samen met o.a. Koningin Elisabeth, M. Collard en M. Bracops.",Beschrijving,Nederlands
e1a4d40b-ef80-5267-bc23-e74334b3467e,Descriptions,1,"V.l.n.r.: François Bernard, Bernard Verheyen, Robert Marcel, Jet Naessens en Bruno Schevernels. Scèneportret """"Mr. Belvedere"""" KNS.",Beschrijving,Nederlands
e119a767-cb08-5c2e-b681-f5eb60f14a33,Descriptions,1,Fotoportret van Emiel Hullebroeck. Borststuk.,Beschrijving,Nederlands
472faf59-1da7-5407-ac5b-4d0c1a59df45,Descriptions,1,Renaat Veremans. Zittend aan tafel in het gezelschap van een dame.,Beschrijving,Nederlands
abcd21d5-f7c2-506d-b683-d246c3b2bddc,Descriptions,1,"Gustaaf Vercamer, spelend.",Beschrijving,Nederlands
1beb5107-a30d-51aa-9fe0-ce33f5a8a96a,Descriptions,1,Marino Marini in studio kijkend naar sculptuur,Beschrijving,Nederlands
bc9ed203-99c5-5fad-b52a-6f1b41cea4dd,Descriptions,1,"Ward Ruyslinck, een kwart naar links gedraaid. Borststuk",Beschrijving,Nederlands
a1ab8663-a030-5bbc-9cfb-92178ba94cb5,Descriptions,1,Alex van Royen met hoed. Borststuk.,Beschrijving,Nederlands
133ce82a-2e32-5989-a3a3-5ec8db31bbd0,Descriptions,1,Lodewijk Severeyns. Groep vóór het huis.,Beschrijving,Nederlands
aff65742-1bf7-53a2-8688-16f2dff65e90,Descriptions,1,"Albert Daenens, samen met vrouw en kind.",Beschrijving,Nederlands
902fa777-443b-5fea-8312-f0ed44d709e9,Descriptions,1,Jef Geeraerts met diamant tussen vingers. Close-up.,Beschrijving,Nederlands
89d11f54-742b-56d8-8f1c-6eb671745bba,Descriptions,1,"Roger Wittevrongelin zijn atelier, ten halve lijve met armen gekruist.",Beschrijving,Nederlands
79228485-0c78-536e-9528-61b91417a6ad,Descriptions,1,Anna Schellens (koor van de K.V.O.),Beschrijving,Nederlands
83ebaeb7-f9c7-5bb9-98a9-b0953b46bee6,Descriptions,1,Jaak Langens met echtgenote en jonge man (zoon?)- studioportret.,Beschrijving,Nederlands
ea3df8db-10b2-515f-8064-5e83e2508e28,Descriptions,1,"Frans Grootjans, portret, borststuk met glimlach.",Beschrijving,Nederlands
51eb7eb7-ee99-5f6d-91f7-b08d7fc08cd5,Descriptions,1,Groepsfoto met o.a. Karel Verhelst (2de van rechts).,Beschrijving,Nederlands
716f4991-4c83-52f5-a08a-cd8c486a0ece,Descriptions,1,"Gustave van Steenwegen in zijn woning met Ludo Bekkers naast de bierpul uit de zestiende eeuw, waarvan slechts één exemplaar bekend is, gesigneerd door I. Mosselman. Waarde meer dan 50.000 frank.",Beschrijving,Nederlands
489ba9be-6707-5143-9aaf-3800a3bf9955,Descriptions,1,"Alfons van de Maele, met kennissen of familie voor het huis.",Beschrijving,Nederlands
d1eeca93-17ee-500e-b46d-43744b779621,Descriptions,1,Te Oeren-Alveringem werden de grafzerkjes geschonden.,Beschrijving,Nederlands
